,Sales,Radio,SocialMedia,TV
113,86.11553566,3.426021221,0.00317676,24.0
114,197.225133,14.88018119,2.367556821,56.0
115,143.8359148,17.42884965,3.306706147,40.0
116,263.105633,29.56295098,2.060719698,74.0
117,182.9860143,14.56589504,1.9982184,52.0
118,267.7373384,20.22086793,4.540904518,74.0
120,250.7513879,15.3541893,1.049369556,70.0
121,356.5821434,33.87824351,8.091610987,99.0
122,145.2164746,15.21523612,1.501445964,42.0
123,303.397391,31.79693826,2.16250238,85.0
124,132.3443679,8.872274678,1.605213404,38.0
125,104.5039262,15.43267247,3.9865702,30.0
126,174.5641128,21.03218038,5.087016957,49.0
127,96.43343282,6.447508155,1.415638249,27.0
128,104.1503565,4.561312156,1.652759623,30.0
129,354.7973747,36.57380821,5.273156173,100.0
130,80.94072509,1.380311071,5.286680958,21.0
131,131.1015188,18.90360911,4.889993447,38.0
132,135.5443199,9.722746017,0.903060425,39.0
133,49.18778559,4.828279786,0.28603859,14.0
134,141.3801238,18.378401,1.320080106,40.0
135,119.3308074,17.44947546,0.887761603,33.0
136,321.0466894,26.00963987,1.495600762,88.0
137,240.4027581,28.48182095,1.520803886,67.0
138,226.9989318,20.06155575,3.529274197,65.0
139,341.4281402,30.73728576,8.980234377,95.0
142,273.9603772,31.6532001,7.776978403,77.0
143,249.3019048,21.43851856,5.708104984,70.0
144,117.0546557,16.19365273,0.792203039,34.0
145,208.7495053,13.45217597,1.50308216,59.0
146,106.0995933,12.1555835,0.932529328,30.0
147,243.0816632,22.38968684,1.506105779,68.0
148,156.9537519,8.573864534,3.298362157,43.0
149,61.70848657,8.477135293,0.608817354,18.0
150,299.3466037,33.9556193,4.479871088,84.0
151,222.4507601,28.38518716,6.157704568,61.0
152,82.54907175,11.88643795,1.558209074,24.0
153,144.5920869,8.715248318,0.181466489,41.0
154,234.021177,18.30464111,4.895171905,67.0
155,183.3277351,24.00692574,4.152022007,51.0
156,354.1039697,36.73413489,7.359714283,100.0
157,160.5796388,18.94795499,2.229813818,44.0
158,35.54799802,0.758569411,0.527880863,10.0
159,77.54794767,1.397371107,1.444591132,21.0
160,110.3748636,5.471955572,0.672964457,32.0
161,351.4266721,31.36391464,5.657550436,98.0
162,131.0772545,4.856123013,0.874163256,39.0
164,146.1456862,19.63906306,0.795725948,40.0
165,153.5822256,19.01537456,6.543306951,44.0
166,174.9861639,24.87104934,5.036281432,49.0
167,278.955153,30.11726533,3.357794085,78.0
168,178.3746767,20.42365468,4.346777364,49.0
169,197.0111372,22.37478299,5.066577857,55.0
170,261.0908818,22.86737608,0.968984226,73.0
171,204.099035,17.39877506,4.007447145,58.0
172,288.0207452,23.43478708,5.914866129,82.0
173,97.61236339,10.33353047,1.130122514,27.0
174,336.3726161,29.34460985,3.436481014,94.0
175,245.979961,23.29045109,5.671686076,69.0
176,334.643793,37.09705521,7.596290451,94.0
177,246.4947988,23.80856837,3.766603039,70.0
178,312.1429635,27.46149343,1.524062069,88.0
179,219.5681841,23.08148805,3.056298128,64.0
180,138.3753078,11.78254265,2.956726836,39.0
181,349.0483366,37.73241144,7.72405273,99.0
185,331.4840935,30.49815694,8.823311925,94.0
187,125.3870645,8.840112507,0.962941668,36.0
188,271.0264376,26.40676494,2.475101624,78.0
190,152.8312537,6.313173395,1.310027864,44.0
191,282.7480985,27.88320654,7.467941688,79.0
193,88.96782897,15.26673306,2.205879856,26.0
194,63.25378214,8.197932469,2.119872253,17.0
196,48.30375112,8.077501591,0.013230147,13.0
198,37.24327179,3.556576557,0.360014914,12.0
199,45.55251127,3.785254654,1.569644569,11.0
201,135.7731514,13.22123736,3.660566126,39.0
202,308.3930492,27.14817277,4.409399375,86.0
204,269.6030059,26.19267329,4.127600897,76.0
205,116.2374967,13.36586735,0.012138363,33.0
207,292.857168,28.40915338,4.085216067,83.0
209,135.5300789,10.25291621,0.86532872,37.0
211,325.5137107,16.70376892,1.888403291,92.0
213,334.0892379,30.37270595,5.94611293,94.0
215,97.50795879,3.438824491,0.749518789,27.0
216,191.6180402,19.04450325,2.715095722,53.0
217,256.4252258,28.4645976,5.545684409,73.0
218,279.5906387,26.39407008,3.83736988,78.0
219,209.8956538,25.68728652,6.903109247,59.0
220,159.6309441,15.72633981,5.470316628,44.0
222,290.0198478,33.67469531,8.243045066,82.0
223,170.1261872,14.16232438,4.388114516,47.0
224,78.81257166,3.598474281,4.325620528,22.0
225,277.0940713,24.89028294,3.531093274,78.0
227,51.15173712,9.809647258,2.175099221,15.0
228,275.8154126,36.13477932,6.812528936,78.0
229,225.791715,19.10204333,4.773049696,63.0
230,162.3039063,12.22739961,1.306053839,45.0
232,111.1277488,8.843924649,0.104810858,31.0
233,80.45443519,2.201752448,0.376547887,23.0
234,69.99070666,4.894410734,0.147196027,19.0
235,138.6769979,11.90789251,1.958036191,40.0
237,118.5011567,5.392624287,0.020639976,35.0
238,229.0903237,20.77468172,6.259153285,63.0
239,276.9190626,23.80959139,1.915047092,78.0
240,322.6677652,22.27671374,3.290079821,91.0
241,157.490072,16.60931402,5.15906663,44.0
242,56.81533661,12.25135762,1.463118167,16.0
243,139.792394,12.7084063,5.838251913,40.0
244,212.1691189,21.43888957,3.147751404,60.0
245,177.5025509,16.31903668,0.463311511,49.0
246,253.9861099,26.02394936,3.116428483,71.0
247,215.9054823,21.27291211,3.385121455,59.0
248,327.6536439,33.29585958,1.229454172,92.0
249,214.4576138,19.01558716,5.895165277,60.0
250,97.20055286,10.93200857,1.867646115,28.0
251,99.10933661,9.197032332,3.246667727,29.0
252,347.1547599,31.70701011,4.365166691,97.0
253,41.35123045,9.398839224,3.206508472,11.0
254,173.1550912,13.76198317,2.502653025,49.0
255,139.8343646,4.338843042,0.028073247,38.0
256,65.125304,12.38447814,1.637157501,18.0
257,152.9496029,10.01903472,0.191093711,42.0
258,270.6378511,32.31926372,6.494517858,76.0
259,303.6096465,29.91962703,6.312902998,86.0
260,248.0514829,30.47388738,5.704360367,70.0
261,239.7328932,24.36246064,5.463176008,69.0
262,162.1479537,14.59516994,0.573235814,47.0
263,167.5332259,17.87483166,3.918941935,46.0
264,343.7047069,33.5556744,5.401715328,98.0
265,222.4538087,18.31721305,5.106410106,63.0
266,229.5582512,15.81007671,0.495169721,66.0
267,269.0373261,21.43025018,3.608351353,76.0
268,42.65152205,12.84827976,2.810375342,12.0
269,263.5238127,38.27143199,8.586450249,75.0
270,296.2485996,25.24181707,5.969538042,85.0
271,46.84859882,3.188668313,0.276135877,12.0
272,322.4697556,33.5117751,4.663526779,90.0
273,312.3107698,35.4551909,4.091396616,88.0
274,123.9521411,18.81472652,3.041468747,35.0
275,320.5882954,26.11806108,4.020019107,89.0
276,188.8286445,22.45001505,3.389499568,54.0
277,55.33417257,1.095054697,1.784711655,16.0
278,342.6522282,32.07909439,4.158338824,98.0
279,84.70733843,7.989787362,0.508955059,23.0
280,333.0773697,33.74742661,2.79805324,93.0
281,188.1163762,17.45288044,3.909853584,52.0
282,98.16192205,8.301393097,0.297735659,27.0
283,47.50814092,5.358821718,3.103557138,13.0
284,294.4933353,21.93601248,4.436259637,83.0
285,231.9942926,21.57823348,8.87423765,66.0
286,62.0795245,7.789507227,4.06782199,19.0
287,304.9042152,23.77346122,4.542661031,85.0
288,220.7061299,19.71906624,5.481915242,63.0
289,225.469526,25.07908112,5.066101233,62.0
290,157.6872981,15.53732896,0.125813206,45.0
291,79.93998662,6.621635323,0.113631173,23.0
292,185.3102927,11.36398701,2.32129586,50.0
293,216.2681567,19.49995648,4.912336165,60.0
294,91.95954527,13.00455149,5.277124394,25.0
295,111.1431062,12.22596591,0.397207276,31.0
296,275.3886734,21.03196536,1.86728813,77.0
297,93.35175941,9.235845656,2.963209488,27.0
298,276.0838978,25.58343965,3.870991902,77.0
299,333.3682547,25.54636769,1.963490079,95.0
300,172.8854592,25.37723103,3.997027881,48.0
301,53.97461493,4.643175727,0.637375788,14.0
302,91.49656896,4.014313143,1.258968767,24.0
303,229.1969742,23.29031005,7.389827731,65.0
304,125.3393415,9.531452188,0.103503553,35.0
305,306.6065875,24.29320314,8.041212299,86.0
306,170.2833159,14.41875328,3.117413536,48.0
307,210.5717703,19.34086431,1.602340512,59.0
308,314.1805472,26.30065656,4.204039947,88.0
309,280.8316239,23.32245121,3.866739527,78.0
310,286.677508,31.05740864,3.806952761,79.0
311,73.09318596,1.060644401,1.093882341,22.0
312,160.6150905,17.61333015,3.480429694,46.0
313,295.4915271,23.77898268,2.930681192,83.0
314,94.00245512,12.10537618,4.007434704,26.0
315,123.1219261,2.089999917,0.217752116,34.0
316,174.7450326,3.497200302,3.337071447,50.0
317,281.5928898,19.15584406,0.014711851,79.0
318,267.8036097,25.27194402,7.717105296,75.0
319,116.7838444,13.45746031,0.91765612,32.0
320,105.7767079,9.487993613,0.250432849,29.0
321,343.0877465,36.72307745,3.950392592,96.0
322,258.3754265,27.96329539,2.837584957,74.0
323,171.8566675,20.26585723,3.446132597,49.0
324,118.9163836,16.85678293,3.886005263,34.0
325,129.0148388,12.22871601,1.749290106,37.0
326,132.5496146,8.823525102,3.405839489,37.0
327,208.2744516,15.29205006,3.340436207,59.0
328,175.5461581,14.11561705,3.328378357,48.0
329,285.5962329,24.55463481,4.832325799,80.0
330,91.49752891,5.313706473,2.473598787,28.0
331,226.276965,25.52828252,3.140870036,64.0
332,180.3195365,21.17480421,4.486404533,50.0
333,164.7562034,18.54842127,2.45558294,46.0
334,309.2043274,24.78624404,6.349962293,86.0
335,246.091519,29.59440206,8.243715012,69.0
336,300.5584458,29.50102223,2.518222112,85.0
337,183.7118744,9.837592493,2.080182174,52.0
338,191.0034733,17.44304527,5.549219531,54.0
339,61.86530832,2.249203812,0.395150251,17.0
340,331.6478588,26.50281649,3.537618612,93.0
341,297.0564909,24.48397916,5.918985615,85.0
342,73.87341975,1.505943316,2.438904189,21.0
343,314.311367,37.96929695,4.739682162,88.0
344,268.7997822,29.4842347,7.237783972,75.0
345,132.3260378,3.046308751,1.743629417,38.0
346,339.115278,36.36570198,1.944664898,95.0
347,163.6396214,25.28199938,2.798757505,46.0
348,269.4449939,26.07549862,5.143706423,75.0
349,225.0640548,10.93089931,3.085375073,64.0
350,125.3289243,8.978475946,0.05362699,35.0
351,104.5246807,6.122317863,2.606806497,30.0
352,307.8933318,27.73800583,5.293540405,86.0
353,282.7108546,23.18345295,0.762159967,79.0
354,54.65466518,16.92417111,6.447476349,16.0
355,228.4241305,22.81607513,4.717042117,63.0
356,277.3993307,22.76810931,2.964101681,78.0
357,86.22925533,12.79448447,3.973162998,24.0
358,124.595707,14.44535454,1.270283967,34.0
359,125.0736865,14.75867975,0.807413059,36.0
360,228.5424705,17.61714144,5.116676896,64.0
361,281.1147925,37.37903665,4.767527236,79.0
362,46.52969738,7.228354408,5.250181854,11.0
363,74.74160402,5.120816808,2.205299711,22.0
364,161.1829547,3.159829936,4.261809686,46.0
365,174.556761,15.44552256,0.062410122,49.0
366,141.5900868,8.437964502,2.926366891,39.0
367,137.697369,0.857280644,0.218739353,38.0
368,78.65146156,4.037914202,2.876505548,23.0
369,58.92532301,8.482697909,0.946148453,17.0
370,204.4533806,17.50937376,3.912910486,57.0
371,86.78602638,8.822604644,0.388314589,24.0
372,133.3876269,13.97381157,2.937255499,38.0
373,199.1316965,13.23675142,0.603918273,55.0
374,300.5678307,27.93352343,3.978525877,84.0
375,82.71102545,3.424421953,1.254887329,23.0
376,89.0932451,21.57160034,0.182594127,25.0
377,214.5067384,24.02670153,4.468540014,61.0
378,334.2548231,36.2813941,7.693023889,92.0
379,184.2832675,14.71875781,5.067918073,52.0
380,151.1302268,25.04344301,7.954162784,42.0
381,314.0867756,26.26344606,4.66625435,87.0
382,82.1296575,3.511058483,1.668667492,23.0
383,55.74975786,1.114215614,0.124305507,16.0
384,345.6002412,31.59758582,6.09616703,97.0
385,301.0213397,22.12318389,4.548473435,83.0
386,114.2225515,7.235169671,4.165978174,32.0
387,286.3361747,30.51678552,4.253765851,81.0
388,290.1991827,35.74400862,8.48557931,81.0
389,115.3592435,9.445032076,0.904710414,32.0
390,82.90996955,11.04100773,0.581803233,24.0
391,328.3217343,28.27465769,2.404138725,93.0
392,183.6120012,20.59744192,5.687517289,52.0
393,70.90876724,2.027718364,0.54277143,21.0
394,53.54400783,7.888210849,3.998362072,15.0
395,222.4692477,19.93974943,1.581668395,62.0
396,159.8115953,14.76514666,4.973730489,45.0
397,300.7539331,29.28103583,4.182346523,84.0
398,41.86991628,8.46670897,4.076583625,12.0
399,238.3714378,23.16259764,2.051333546,66.0
400,253.4613277,21.68478521,4.362889043,71.0
401,108.7079901,2.763161925,1.491292036,30.0
402,340.7979819,36.13679466,8.724352447,96.0
404,218.7967423,13.62383917,1.081630027,61.0
405,312.2336302,31.2965668,6.268563747,88.0
406,338.7265651,25.72170247,3.653918832,95.0
407,108.8352652,17.77874558,6.010796578,32.0
408,84.46857638,3.159149146,1.838038355,23.0
409,63.78917282,11.84308384,1.411744529,19.0
410,347.8821393,35.30814816,8.233628806,99.0
411,72.79319186,17.72849806,1.316670346,21.0
412,294.3729329,22.64766991,1.815303053,83.0
413,122.398031,9.529038854,0.046324514,34.0
414,226.0680983,21.82868204,3.852364912,65.0
415,147.6703206,11.66685228,3.124114188,42.0
416,108.6542411,11.74288588,1.545790536,28.0
417,301.9796888,23.15883778,6.493394974,84.0
418,262.0000087,31.20063184,5.956147638,74.0
419,203.0578945,31.49936776,5.37443682,58.0
420,223.8418947,21.7928057,0.393588978,63.0
421,164.791014,21.95980933,0.880593234,46.0
422,180.3746086,24.91648619,4.628289393,51.0
423,146.3577853,9.352963721,0.606126647,42.0
424,343.9400859,31.2897755,4.623306125,98.0
425,66.54840294,10.13781443,3.181971706,18.0
426,258.0178365,19.46438929,1.767531142,72.0
427,320.7153444,29.94190176,8.348998109,90.0
428,167.0873958,13.85470607,3.72361948,47.0
429,42.71995548,15.25965583,1.938091205,11.0
430,211.0777734,13.0213872,3.264331675,59.0
431,173.0991172,15.75874251,1.621958375,49.0
432,178.2981283,23.28772776,6.650243242,51.0
433,173.7272456,23.08245994,5.745417559,49.0
434,313.6573391,25.7813623,5.715407905,88.0
435,175.7308268,15.4419208,0.064057634,49.0
436,81.00013719,5.092818753,1.400162555,21.0
438,44.06889906,4.027757616,0.216286524,13.0
439,192.8000619,11.31363936,1.457213766,55.0
440,260.8904476,18.96636214,4.058402635,73.0
441,170.979336,19.83138083,2.825675852,47.0
442,119.4727749,16.2792597,5.187613793,34.0
443,347.5747397,26.23075658,4.307673455,98.0
444,255.2829028,29.40183996,0.883780673,72.0
445,210.3998707,28.35102374,6.541167803,59.0
446,311.6077516,33.99232228,5.781691282,88.0
447,334.3205757,31.21314927,6.894316975,94.0
448,201.1568419,13.72729882,3.332910977,55.0
449,80.78641866,10.72553038,0.564039183,23.0
450,224.1978986,16.10084562,3.055372489,63.0
451,107.972791,7.047015203,4.181179206,31.0
452,103.8823237,11.53545476,3.91664274,29.0
453,358.3505386,38.47062883,5.793620023,100.0
454,71.40097342,6.286843929,0.13183582,21.0
455,52.03837385,0.388039549,1.104823047,15.0
456,226.1354247,13.47689876,3.355966243,63.0
457,153.6567212,27.20006849,8.702652377,43.0
458,348.3927363,42.33165435,8.486323788,97.0
459,69.36480656,9.057538981,1.480035413,19.0
460,355.0516262,32.40065311,3.784145331,100.0
461,220.6092421,11.56312736,1.926692956,62.0
462,131.7305548,7.258206804,4.58201222,37.0
463,314.9454726,25.02655962,4.133996812,88.0
464,119.4005846,8.177614367,3.447205649,33.0
465,130.9591588,5.264623343,2.531732224,37.0
466,240.6929268,23.9153958,3.955480444,66.0
467,281.2953957,20.55638571,2.57738922,79.0
469,146.5321116,14.10622944,0.750124734,43.0
470,214.4367376,27.24136991,4.250422344,61.0
471,291.1435571,30.66125373,7.211115245,81.0
472,61.21910758,8.797291422,2.409158219,17.0
473,321.0701137,25.22566644,3.061937926,90.0
474,58.20951843,5.735731245,2.354334527,16.0
475,240.8030093,19.77617983,3.217632434,68.0
476,319.4375263,32.72547832,8.829536236,90.0
477,214.3964426,22.23934576,8.19479117,61.0
478,117.0207161,10.57992982,0.064459595,32.0
479,107.4545729,12.99586641,0.270843681,29.0
480,330.0147603,31.4612923,1.744870623,92.0
481,292.2098585,29.60111386,6.481908539,82.0
482,84.23363563,7.47427064,0.440111075,24.0
483,160.4351038,18.09700717,0.102153377,45.0
484,292.5465306,24.06207496,1.540092049,81.0
485,322.2334226,28.16502069,6.91914746,90.0
486,218.2020915,27.59890985,3.606600914,62.0
487,154.2261706,17.65544444,2.395348967,43.0
488,240.226864,19.13141921,6.834952137,68.0
489,66.76720286,6.416720778,2.258860613,20.0
490,159.7073365,6.359354009,0.7043668,45.0
491,210.9051685,15.52766221,2.055274228,60.0
492,56.48493055,9.150564563,4.636304292,17.0
493,76.96167134,20.34673491,5.491167097,22.0
494,90.33315235,4.799850688,0.570028459,24.0
495,201.0215385,17.73673383,2.094383195,56.0
496,136.9397266,6.101045822,3.262967852,36.0
497,55.26128448,3.518069641,2.293790324,15.0
498,153.1171757,15.66926662,1.086781261,44.0
499,91.75121422,17.83664974,5.109696734,26.0
500,354.5724021,37.403986,6.441653552,100.0
501,72.73897901,5.417999563,4.626973896,21.0
502,222.122981,26.58627729,4.520665601,62.0
503,148.4917921,12.50160407,1.247269966,41.0
505,318.149536,31.02302738,7.352545034,88.0
506,83.57435437,5.384656349,0.63199073,25.0
507,49.97649711,7.388485707,0.120490397,14.0
508,355.5244546,31.35903037,6.512735644,100.0
509,146.9372915,7.277728631,0.277136782,42.0
510,197.6658547,21.46940881,1.186421596,54.0
511,82.3199865,10.05141481,0.156850984,23.0
512,160.0522949,12.01934706,4.631654336,44.0
513,170.7813251,17.78260917,3.773452773,46.0
514,243.0910198,28.00048104,7.370702567,69.0
515,197.7353291,19.95572923,5.245123382,55.0
516,147.5935729,9.100429136,2.705529895,40.0
517,143.1728885,13.9310362,3.935940555,40.0
518,166.6182043,16.36000105,3.914305454,48.0
519,248.668284,17.06761498,3.299867282,70.0
520,355.5253057,24.97844292,2.640894757,99.0
521,249.4279628,24.18358539,4.736877628,72.0
522,176.8355255,12.07216987,4.381532375,49.0
523,264.5447223,26.31231351,5.591730811,74.0
524,61.65362493,6.837294843,2.314950178,17.0
525,313.2604593,30.24576552,6.376378066,88.0
526,215.7972985,26.66674418,3.698028588,61.0
527,44.84905295,7.430197108,1.294086175,13.0
528,156.5741622,18.80608405,1.052299168,45.0
529,179.7250572,9.960473773,0.904872702,50.0
530,120.6552943,23.17995162,4.492850796,33.0
531,33.50980953,1.228081695,1.523414744,12.0
532,123.5529594,13.94233165,1.387046445,35.0
533,212.6020547,29.73254005,2.01239532,60.0
534,102.7747905,10.37725789,0.061983883,29.0
535,333.8742928,37.34778216,8.278557955,93.0
536,208.8963401,14.75741985,1.887767552,58.0
537,186.342862,25.30055871,2.365394438,52.0
538,90.05422241,1.218353879,1.270443869,26.0
539,247.3166842,21.07696395,1.240824206,68.0
540,251.1300326,22.9508713,5.688322892,70.0
541,265.6949003,29.20318144,5.343637998,74.0
542,101.2398192,15.73250128,7.952641069,28.0
543,349.2786694,34.85516799,8.128920858,97.0
544,210.8050442,17.99966763,0.689676121,61.0
545,89.25059861,8.466518679,0.64854834,25.0
546,262.6417301,15.85081095,3.055215876,73.0
547,102.5334308,18.18480338,1.570359462,29.0
548,237.559992,12.84948587,3.413281045,67.0
549,319.4471722,33.39187931,6.297544404,89.0
550,109.7745496,14.30082434,2.954928662,31.0
551,194.9974458,10.56917499,2.990738288,55.0
552,349.6290275,34.03091596,4.107471029,97.0
553,343.7161569,38.34982728,5.625677284,96.0
554,73.72119644,6.701206992,0.8861581,21.0
555,264.9503875,27.69457686,6.330322063,75.0
556,100.2251531,7.46265367,2.487820224,28.0
557,167.7246684,15.89286029,2.001411881,47.0
559,48.23208285,1.311583983,0.91786893,13.0
560,98.90352508,12.99050602,3.381622724,28.0
561,351.8073281,36.87630184,7.618605058,99.0
562,227.315652,18.66967958,3.045508873,64.0
563,253.9387745,24.70391519,5.052822575,70.0
564,109.5537687,9.847549535,0.553308611,31.0
565,252.0882419,24.12286029,1.07874688,70.0
566,343.0460478,33.73717368,8.701501372,96.0
567,350.8437408,32.38632069,6.903400294,100.0
568,268.8629865,20.77119006,1.930360197,75.0
569,345.5559312,27.66981156,1.605374723,98.0
570,251.1436688,30.93431708,4.066906068,71.0
571,87.9565535,10.69837915,1.359456063,25.0
572,106.4830485,7.377348336,4.990927845,30.0
573,61.87297616,7.759342529,1.962255801,17.0
574,293.8381677,37.71626504,4.007700088,83.0
575,74.53185747,11.47823414,0.69576991,20.0
576,316.5823616,36.06087241,2.325705692,89.0
577,54.74192597,13.82810314,0.890157941,16.0
578,68.63989903,14.68531892,2.331899828,20.0
579,48.8572496,14.52212352,2.823846857,13.0
580,292.0895775,28.82671381,5.519575003,83.0
581,169.5980174,22.14974584,5.275784898,47.0
582,241.2374276,14.02880622,1.276217736,68.0
583,137.8130938,7.736680237,2.05960976,38.0
584,270.4881539,29.76975537,2.856585742,77.0
585,226.7540305,27.02480286,3.399217629,64.0
586,334.7867143,16.78014184,2.965429418,94.0
587,119.2920553,16.68732493,0.377600773,34.0
588,178.3745522,14.95740704,1.952884786,50.0
589,340.8415755,32.09708248,6.671544862,97.0
590,226.1451265,16.00937858,1.309538333,65.0
591,232.6222384,21.83513317,6.269988283,66.0
592,331.0288348,36.81227531,3.083608295,93.0
593,202.3547575,20.48868764,5.290458667,55.0
594,226.0192733,14.58661204,2.221679639,63.0
595,219.8899849,18.22598841,6.618429614,62.0
596,180.7565911,14.76555949,4.811434198,51.0
597,75.22126744,12.30120609,1.12340663,20.0
598,277.4437268,19.48177541,2.244635012,79.0
599,294.4679527,28.18172312,6.851154679,83.0
600,297.0710659,22.32668218,0.165284697,84.0
601,145.2317251,14.81924744,6.158927918,41.0
602,275.0988049,23.93088014,3.943732847,78.0
604,220.8539255,30.09534582,8.267241169,62.0
605,342.7315272,35.16687525,5.677768967,97.0
606,347.6784806,35.73461699,6.814448789,97.0
607,90.49426422,9.225854712,3.542555386,24.0
608,154.6999619,12.32309593,1.312615046,43.0
609,60.62366983,1.161547765,0.126207259,17.0
610,144.8229801,16.97491196,5.187082923,39.0
611,125.9820861,6.464550157,1.375936383,35.0
612,222.9887428,25.44021521,3.473814317,63.0
613,247.4390273,20.26713398,5.456285569,70.0
614,66.16931358,8.61923361,0.380371928,18.0
615,235.4197611,19.70536729,6.268882402,66.0
616,260.7418065,33.44696021,5.205860619,73.0
617,267.7448033,32.98398494,5.622825529,75.0
