title,link,date,content,is_fake,media_bias
Jessica Wongso Bebas pada 9 Desember 2023,https://www.kompas.com/cekfakta/read/2023/12/11/132600082/-hoaks-jessica-wongso-bebas-pada-9-desember-2023,2023-12-11,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Terpidana kasus pembunuhan Wayan Mirna Salihin, Jessica Kumala Wongso, diklaim bebas pada 9 Desember 2023.Sebagai konteks, pada 27 Oktober 2016, hakim Pengadilan Negeri (PN) Jakarta Pusat menjatuhkan vonis 20 tahun penjara kepada Jessica karena terbukti bersalah atas pembunuhan berencana.Mirna tewas setelah meminum es kopi vietnam yang dipesan Jessica di kafe Olivier, Grand Indonesia, Jakarta, pada 6 Januari 2016. Hasil pemeriksaan Puslabfor Polri menunjukkan, Mirna meninggal karena keracunan sianida.Kasus kopi sianida kembali ramai diperbincangan setelah Netflix menayangkan dokumenter Ice Cold: Murder, Coffee and Jessica Wongso pada 28 September 2023, yang mengangkat sejumlah kejanggalan selama proses persidangan Jessica.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, konten yang mengeklaim Jessica Wongso bebas dari penjara adalah hoaks.Konten yang mengeklaim Jessica Wongso bebas dari penjara dibagikan oleh akun Facebook ini pada Minggu (10/12/2023).Berikut narasi yang dibagikan:Tepat siang ini, sabtu 9 desember kabar bahagia jessica, t4ngis keluarga p3c4h.Narasi itu disertai video 10 menit 13 detik yang telah ditonton lebih dari 5.700 kali.""Persidangan kasus Jessica Wongso dianggap sesat, Hinca Panjaitan mengatakan keadilan belum terkubur mati,"" kata narator di awal video.Setelah menyimak video tersebut, Tim Cek Fakta Kompas.com tidak menemukan informasi terkait klaim Jessica Wongso bebas dari penjara pada 9 Desember 2023.Narator video membacakan artikel AyoBandung.com, 8 Desember 2023, ""Persidangan Kasus Jessica Wongso Dianggap Sesat, Hinca Panjaitan: Keadilan Belum Terkubur Mati"".Artikel itu membahas pernyataan anggota Komisi III DPR Hinca Panjaitan yang mengatakan akan mengawasi kasus Jessica Wongso apabila dilakukan peninjauan kembali (PK).Akan tetapi, tidak ditemukan bukti bahwa Jessica Wongso telah dibebaskan dari penjara pada 9 Desember 2023.Selain itu, klaim Jessica Wongso bebas dari penjara juga tidak didukung oleh bukti-bukti valid. Kejaksaan Agung (Kejagung) telah menyatakan kasus tersebut selesai secara hukum.",1,netral
Pemilik Kafe Ditangkap karena Sembunyikan Barang Bukti Kasus Jessica Wongso,https://www.kompas.com/cekfakta/read/2023/12/11/084000582/-hoaks-pemilik-kafe-ditangkap-karena-sembunyikan-barang-bukti-kasus,2023-12-11,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah unggahan di media sosial mengeklaim pemilik kafe Olivier di Grand Indonesia, Jakarta, ditangkap karena menyembunyikan barang bukti kasus Jessica Wongso.Namun, setelah ditelusuri narasi tersebut tidak benar atau hoaks.Adapun kafe Olivier merupakan tempat kejadian perkara (TKP) pembunuhan terhadap Wayan Mirna Salihin pada 6 Januari 2016. Mirna tewas setelah meminum es kopi vietnam yang dipesan oleh Jessica.Narasi yang mengeklaim pemilik kafe Olivier ditangkap karena menyembunyikan barang bukti kasus Jessica Wongso muncul di media sosial, salah satunya dibagikan oleh akun Facebook ini.Akun tersebut membagikan sebuah video berdurasi 8 menit 14 detik pada 7 Desember 2023 dengan judul:T4ngk4p semua yang sembunyikan bukti k4svs jessica.Dalam thumbnail video terdapat gambar polisi sedang menggali keterangan dari tiga orang yang memakai baju tahanan. Gambar tersebut diberi keterangan berikut:TANGKAP PEMILIK CAVE OLIVIERRINGKUS SEMUA YG SEMBUNYIKAN BARANG BUKTI KASUS JESSICAAkun Facebook Tangkapan layar Facebook narasi yang menyebut pemilik kafe Olivier ditangkap karena sembunyikan barang bukti kasus pembunuhan MirnaTim Cek Fakta Kompas.com menelusuri gambar di thumbnail video yang memperlihatkan polisi sedang menggali keterangan dari tiga orang yang memakai baju tahanan. Hasilnya, gambar tersebut identik dengan yang ada di laman tvOnews.com ini. Dalam keterangannya, tiga orang yang memakai baju tahanan bukan pemilik kafe Olivier, namun tersangka jaringan narkoba yang ditangkap Polda Jawa Tengah pada Juli 2023. Sementara, setelah disimak sampai tuntas tidak ditemukan informasi bahwa pemilik kafe Olivier ditangkap.Narator video hanya membacakan artikel di laman Ayo Bandung ini berjudul ""Otto Hasibuan Minta Polisi Tidak Lindungi Oknum yang Sembunyikan Bukti Kasus Jessica Wongso"". Artikel tersebut membahas pernyataan pengacara Jessica, Otto Hasibuan. Ia mengatakan bahwa akan melaporkan oknum yang menyembunyikan barang bukti kasus Jessica.Otto juga meminta polisi untuk tidak melindungi oknum yang menyembunyikan barang bukti kasus yang menjerat kliennya itu. ",1,netral
Surabaya Lumpuh karena Demo Mahasiswa Tolak Politik Dinasti,https://www.kompas.com/cekfakta/read/2023/12/09/174700982/-hoaks-surabaya-lumpuh-karena-demo-mahasiswa-tolak-politik-dinasti,2023-12-09,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar. KOMPAS.com - Beredar video di media sosial yang menyebutkan lumpuhnya Kota Surabaya, Jawa Timur, secara total karena adanya demonstrasi ratusan ribu mahasiswa.Mereka diklaim sedang berdemo untuk protes terhadap politik dinasti di masa pemerintahan Presiden Joko Widodo (Jokowi).Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi pada video tidak benar atau hoaks.Video soal Surabaya lumpuh total karena demo ratusan ribu mahasiswa disebarkan oleh akun Facebook ini, ini, dan kanal YouTube ini.Berikut teks pada thumbnail video berdurasi sekitar 8 menit tersebut.Surabaya macet total..AKSI MELAWAN POLITIK DINASTI RATUSAN RIBU MAHASISWA SE-JAWA TIMUR TURUN KEJALANSementara, berikut judul yang teretra dari video yang diunggah salah satu akun pada Kamis (7/12/2023).SUR4BAYA LUMPUH T0T4L !! RATUSAN RIBU MAH4SISWA DEM0 T0L4K P0LITIK DINASTI JKW MENGGEMA || TERKINIThumbnail yang digunakan dalam video merupakan foto lama yang dimanipulasi.Foto aslinya terdapat di Tribunnews yang diambil ketika ada aksi tolak RKUHP dan RUU KPK di depan Gedung DPR MPR RI, Jakarta Pusat pada 24 September 2019.Pada thumbnail terera spanduk yang dibawa massa aksi bertuliskan ""politik dinasti ciderai demokrasi"". Namun pada foto aslinya tidak ada spanduk semacam itu.Adapun pada bagian awal klip ditampilkan aksi demonstrasi yang diwarnai kericuhan.Tampak sejumlah demonstran menaiki dan merusak water cannon dan mobil sound system pengurai massa (RAISA) milik polisi.Itu adalah video lama dari aksi tolak RKUHP dan RUU KPK di depan Gedung DPR MPR RI pada 24 September 2019. Video serupa ditemukan di kanal YouTube CNN Indonesia.Sementara itu, narator hanya membacakan artikel dari Tribunnews, 26 Oktober 2023, soal aksi tolak politik dinasti di kawasan Patung Kuda, Jakarta Pusat.Video soal Surabaya lumpuh total karena demo ratusan ribu mahasiswa merupakan hoaks.Judul video tidak selaras dengan isinya. Informasi pada klip, thumbnail, dan artikel yang dibacakan narator semua berlokasi di Jakarta, bukan Surabaya.",1,netral
Akun Palsu UNHCR Indonesia Berkomentar soal Pengungsi Rohingya,https://www.kompas.com/cekfakta/read/2023/12/09/155800082/hoaks-akun-palsu-unhcr-indonesia-berkomentar-soal-pengungsi-rohingya,2023-12-09,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Beredar pernyataan dari sebuah akun media sosial yang mengatasnamakan perwakilan Komisioner Tinggi Perserikatan Bangsa-Bangsa untuk Pengungsi (UNHCR) di Indonesia tentang pengungsi Rohingya.Akun tersebut berharap Pemerintah Indonesia dapat memberikan tempat tinggal dan status penduduk kepada pengungsi Rohingya.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, pernyataan tersebut bukan dikeluarkan oleh akun resmi UNHCR Indonesia, melainkan akun palsu.Sebagai konteks, isu terkait pengungsi Rohingnya tengah ramai dibicarakan. Pada November 2023, ratusan pengungsi Rohingya sempat ditolak saat akan berlabuh di Aceh.Dilansir Kompas.com, sejumlah pemuda yang mengatasnamakan diri Mahasiswa Pemuda Peduli Aceh (MPPA) menggelar aksi unjuk rasa di Bundaran Simpang Lima, Kota Banda Aceh pada 29 November 2023 dan menyatakan penolakan terhadap pengungsi Rohingya.Akun mengatasnamakan UNHCR Indonesia mengeluarkan pernyataan sebagai berikut:""semoga rakyat rohingya bisa di terima masyarakat Indonesia, dan pemerintah bisa berikan dia rumah, makan, dan tempat tinggal, dan buat KTP Indonesia.""Pernyataan dari akun mengatasnamakan UNHCR Indonesia itu lantas dibagikan ulang oleh warganet dengan komentar bernada negatif, salah satunya, dalam bentuk video TikTok yang diunggah pada Rabu (6/12/2023) dan telah ditonton lebih dari 5,5 juta kali.""Capek-capek kerja buat beli tanah bikin rumah nyicil material eh rohingya dateng mau di kasih tanah, rumah kerjaan. ngeri syekalii..!""Tangkapan layar dari video TikTok itu kemudian dibagikan ulang di X (Twitter) lewat akun menfess @AREAJULID pada Kamis (7/12/2023).Seperti di TikTok, unggahan tersebut juga menarik perhatian warganet dan mendapatkan lebih dari 1,5 juta views.Setelah ditelusuri, UNHCR Indonesia tidak pernah mengeluarkan pernyataan agar Pemerintah Indonesia memberikan tempat tinggal dan status penduduk bagi pengungsi Rohingya.Menurut akun X resmi perwakilan PBB di Indonesia @UNinIndonesia, komentar tersebut dikeluarkan oleh akun palsu yang mengatasnamakan UNHCR Indonesia.""Mohon bijak dalam memproses informasi di internet karena komentar itu bukan dari akun UNHCR resmi. Ikuti perkembangan informasi terbaru dari akun resmi @UNHCRIndoyang berupaya menemukan solusi terbaik untuk semua bersama pemerintah Republik Indonesia,"" tulis @UNinIndonesia, Jumat (8/12/2023).Dalam situs resminya, UNHCR menyatakan bahwa warga Rohingya menjadi pengungsi karena mengalami penderitaan ekstrem di Myanmar.",1,netral
"Megawati Serahkan Tumpeng ke Jokowi, Bersatu Dukung Ganjar",https://www.kompas.com/cekfakta/read/2023/12/09/141400182/-hoaks-megawati-serahkan-tumpeng-ke-jokowi-bersatu-dukung-ganjar,2023-12-09,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah video di Facebook menyebutkan bahwa Presiden Joko Widodo (Jokowi) mendukung calon presiden (capres) nomor urut 3 Ganjar Pranowo.Thumbnail video menampilkan Jokowi menerima sepiring makanan dari Ketua Umum Partai Demokrasi Indonesia Perjuangan (PDI-P) Megawati Soekarnoputri, yang merupakan partai pengusung Ganjar.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi itu tidak benar atau hoaks.Video Jokowi dukung Ganjar Pranowo disebarkan oleh akun Facebook ini pada Jumat (8/12/2023).Berikut judul yang tertera dari video berdurasi 10 menit 50 detik tersebut:Tikungan m4vt j0k0wi, prabowo s4kit h4ti ke 3 kalinya, pak j0k0wi membelot ke ganjarSementara, pada thumbnail terdapat teks berikut:KABAR TERKINI!! DILUAR DUGAAN SEMUA DIBUAT TERCENGANG JKW MEGA BERSATU KEMBALI DUKUNG GANJARTim Cek Fakta menggunakan penelusur gambar Google Lens untuk mengetahui konteks foto yang digunakan sebagai thumbnail.Hasil pencarian teratas mengarahkan ke situs Asian News Network.Foto tersebut menampilkan Jokowi sedang menerima tumpeng dari Megawati saat pembukaan rapat pimpinan nasional PDI-P pada 21 Juni 2022.Sementara narator membacakan artikel opini dari Seword, 29 November 2023. Bahasannya soal hubungan Jokowi dan Ganjar.Kendati demikian, tidak ada narasi soal dukungan Jokowi untuk Ganjar sebagai capres dalam Pemilu 2024.Sejauh ini tidak ada hukum di Indonesia yang melarang presiden memberikan dukungan kepada capres atau cawapres tertentu.Namun ketika ditanya, Jokowi mengaku mendukung semua capres yang berkontestasi di Pemilu 2024.“Dukung semuanya untuk kebaikan negara ini,” kata Jokowi usai menjadi inspektur di Apel Hari Santri Nasional 2023, di Tugu Pahlawan, Surabaya, Minggu (22/10/2023), dilansir Kompas.com.Video Jokowi dukung Ganjar Pranowo merupakan hoaks.Isi video tidak sesuai dengan klaim pada judulnya. Thumbnail diambil dari foto lama saat pembukaan rapat pimpinan nasional PDI-P 2022, sementara narator membacakan opini sebuah artikel yang tidak terkait narasi keliru dalam unggahan.Jokowi menyatakan bahwa dia mendukung semua capres.",1,netral
Gibran Babak Belur Diamuk Warga Solo,https://www.kompas.com/cekfakta/read/2023/12/09/103000782/-hoaks-gibran-babak-belur-diamuk-warga-solo,2023-12-09,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah unggahan di media sosial mengeklaim calon wakil presiden (cawapres) nomor urut 2 Gibran Rakabuming Raka diamuk warga Solo hingga babak belur. Namun setelah ditelusuri narasi tersebut tidak benar atau hoaks.Narasi yang mengeklaim Gibran babak belur diamuk warga Solo muncul di media sosial, salah satunya dibagikan oleh akun Facebook ini.Akun tersebut membagikan sebuah video berdurasi 8 menit 48 detik pada 8 Desember 2023 dengan judul:Berta V1ral ~ Gibran Babak Be1ur Ribuan Warga Solo Ng4muk Lakukan T1ndakan IniDalam thumbnail video terdapat gambar Gibran sedang diamankan aparat dari kerumunan massa. Gambar diberi keterangan sebagai berikut:DETIK DETIK MENEGANGKANWARGA SOLO NGAMUK..!!GIBRAN TAK TERTOLONG SAMPAI BABAKAkun Facebook Tangkapan layar Facebook narasi yang menyebut Gibran babak belur diamuk warga SoloTim Cek Fakta Kompas.com menelusuri gambar di thumbnail video yang memperlihatkan Gibran sedang diamankan oleh aparat dari kerumunan massa. Hasilnya gambar tersebut mirip dengan yang ada di laman Kompas.com ini.Dalam gambar aslinya, pria yang diamankan aparat bukan Gibran, namun mahasiswa yang melakukan unjuk rasa menolak penerapan pembatasan kegiatan masyarakat (PPKM) di Kota Ambon pada 16 Juli 2021. Sementara, setelah disimak sampai tuntas tidak ditemukan informasi Gubran babak belur diamuk warga Solo.Narator video hanya membacakan artikel di laman Seword.com ini, yang berjudul ""Gibran Versus Rakyat"". Artikel tersebut memuat opini yang menyebut Gibran tidak tahu malu usai Mahkamah Konstitusi (MK) meloloskan dirinya sebagai cawapres. Sementara,  beberapa klip dalam video juga tidak terkait dengan narasi Gibran babak belur diamuk warga Solo.",1,netral
Tanaman Bionik Baru Mengandung Nanopartikel,https://www.kompas.com/cekfakta/read/2023/12/08/193000082/-hoaks-tanaman-bionik-baru-mengandung-nanopartikel,2023-12-08,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah video di media sosial menginformasikan soal tanaman mengandung nanopartikel. Tanaman itu diklaim sebagai tanaman bionik generasi baru.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi itu tidak benar atau hoaks.Video mengenai tanaman bionik baru mengandung nanopartikel disebarkan oleh akun Facebook ini pada Selasa (5/12/2023).Berikut narasi yang disertakan pada video berdurasi 30 detik itu:Di era ""normal baru"" bukan hanya generasi nyamuk bionic yang diciptakan antek² si jahat, mereka juga menciptakan generasi baru tanaman dengan menggunakan nanopartikel Bionic PlantsMereka yang buat Bionic plants,Mereka juga yang buat trend,Tapi trend yang mereka buat beresiko besar...Video menampilkan duri halus pada daun yang mampu menembus kulit manusia.Tim Cek Fakta menelusuri jejak digital video yang beredar dengan bantuan Google Lens.Hasil pencarian mengarahkan ke video di akun TikTok @mir_glazami_microscopa (terverifikasi) dan kanal YouTube Modelica.Judul video di kanal YouTube menggunakan bahasa Arab, yang dalam terjemahan bahasa Indonesia berarti berikut.Ramuan jelatang di bawah mikroskop Rambutnya yang berduri mengandung histamin, kolin, dan asam format yang menyebabkan iritasi kulit.Jelatang atau Laportea ducumana merupakan daun gatal yang dikenal sebagai pengobatan tradisional masyarakat Papua.Dilansir Kompas.com, daun dari famili Urticaceae ini memiliki duri halus alami di permukaan daunnya. Jika terkena kulit manusia, duri kecil akan menempel dan menimbulkan rasa gatal.Dikutip dari situs Kemendikbud, secara alamiah daun Laportea ducumana memiliki kandungan kimiawi, seperti monoridin, tryptophan, histidine, alkaloid, flavonoid, asam formiat, dan authraguinones.Bionik merupakan perpaduan biologi dan elektronik. Namun, tanaman dalam video tidak menunjukkan bukti apa pun soal pengembangan bionik.Sebagai informasi, nanopartikel merupakan partikel 1 per seratus hingga per sepuluh ukuran rata-rata mikroba. 1 nanometer setara dengan 1e-9 meter.",1,netral
Video Gunung Tangkuban Parahu Erupsi pada 7 Desember,https://www.kompas.com/cekfakta/read/2023/12/08/172900982/-hoaks-video-gunung-tangkuban-parahu-erupsi-pada-7-desember,2023-12-08,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah video di media sosial menarasikan bahwa Gunung Tangkuban Parahu mengalami erupsi pada 7 Desember 2023.Namun, setelah ditelusuri narasi tersebut tidak benar dan salah konteks. Video soal erupsi Gunung Tangkuban Parahu pada 7 Desember 2023 muncul di media sosial, salah satunya dibagikan oleh akun Facebook ini dan ini.Akun tersebut membagikan video sebuah gunung mengeluarkan abu vulkanik. Kemudian, dalam video tampak beberapa orang mencoba menyelamatkan diri.Video itu diberi keterangan demikian: Gunung Tangkuban Perahu,..Erupsi td sore semoga para pengunjung dan warga setempat PD selamat smuanya...Aamiin..Akun Facebook Tangkapan layar Facebook narasi yang menyebut Gunung Tangkuban Perahu mengalami erupsi pada 7 Desember 2023Dilansir Antara, Kepala Desa Ciater, Subang, menyatakan bahwa video yang beredar merupakan kejadian pada 2019. Menurut dia, saat ini Gunung Tangkuban Parahu berada pada level normal.Ia mengimbau kepada warga masyarakat untuk tetap tenang dan tidak terpancing informasi dari sumber yang tidak jelas dan tidak dapat dipertanggungjawabkan kebenarannya.Sementara itu, Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) memberikan label hoaks dan menyatakan video erupsi Gunung Tangkuban Parahu terjadi pada 2019.Informasi itu dibagikan melalui akun X (Twitter) resmi @PVMBG_. pic.twitter.com/JwpBv8BQdYNarasi soal Gunung Tangkuban Parahu mengalami erupsi pada 7 Desember 2023 adalah hoaks. Faktanya, video erupsi yang beredar terjadi pada 2019.",1,netral
Bawaslu Coret Gibran dari Daftar Cawapres,https://www.kompas.com/cekfakta/read/2023/12/08/163000382/-hoaks-bawaslu-coret-gibran-dari-daftar-cawapres,2023-12-08,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah konten mengeklaim, Badan Pengawas Pemilu (Bawaslu) mencoret Gibran Rakabuming Raka dari daftar calon wakil presiden pada Pemilu 2024.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, konten tersebut tidak benar atau hoaks.Konten yang mengeklaim Bawaslu mencoret Gibran dari daftar cawapres Pemilu 2024 dibagikan oleh akun Facebook ini pada Kamis (7/12/2023).Berikut narasi yang dibagikan:Terbukti 2 kali lakukan p3l4ngg4r4n kampanye, gibran kenak sanksi berat dari bawaslu.Narasi itu disertai video 8 menit 15 detik yang telah ditonton lebih dari 700 kali. Gambar thumbnail video memuat foto Prabowo Subianto dan Gibran, disertai teks sebagai berikut:Suasana Sidang MK Memanas!! Bawaslu Coret Nama Gibran Dari Daftar Cawapres.Setelah ditelusuri, narator membacakan artikel opini dari Seword.com, 5 Desember 2023, berjudul ""Aksi Gibran Membagikan Susu di CFD Mendapat Peringatan dari Bawaslu DKI"".Penulis membahas teguran Bawaslu DKI Jakarta kepada Gibran terkait aksi bagi-bagi susu saat car free day (CFD) di area Bundaran Hotel Indonesia (HI), Jakarta, pada 3 Desember 2023.Acara bagi-bagi susu yang dilakukan Gibran di CFD diduga melanggur Peraturan Gubernur DKI Jakarta Nomor 12 Tahun 2016 tentang Hari Bebas Kendaraan Bermotor (HBKB). Aturan itu melarang area CFD digunakan untuk kegiatan politik, termasuk kampanye.Namun, Bawaslu DKI Jakarta belum menjatuhkan sanksi apa pun terhadap Gibran. Bawaslu DKI Jakarta masih menelusuri dugaan pelanggaran kampanye.Koordinator Divisi Penanganan Pelanggaran Bawaslu DKI Jakarta Benny Sabdo mengatakan, pihak-pihak yang terlibat dalam pembagian susu di area CFD akan dipanggil.""Seluruh pihak akan diklarifikasi secara resmi. Kegiatan tersebut juga tak ada pemberitahuan kepada Bawaslu Jakarta Pusat,"" ujar Benny, seperti diberitakan Kompas.com, Rabu (6/12/2023).Namun, Benny belum bisa memastikan apakah Gibran akan turut dipanggil.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi soal Bawaslu mencoret Gibran dari daftar cawapres Pemilu 2024 adalah hoaks.Sampai saat ini Bawaslu belum menjatuhkan sanksi terkait dugaan pelanggaran kampanye yang dilakukan Gibran saat CFD di Bundaran HI.",1,netral
Euthanasia di Jerman Wajib Vaksin Dosis Lengkap,https://www.kompas.com/cekfakta/read/2023/12/08/121200482/-hoaks-euthanasia-di-jerman-wajib-vaksin-dosis-lengkap,2023-12-08,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Beredar narasi yang menyebutkan bahwa salah satu syarat euthanasia di Jerman adalah telah mendapatkan vaksin Covid-19 dosis lengkap.Narasi itu beredar melalui tangkapan layar sebuah artikel media daring.Sebagai informasi, euthanasia adalah tindakan mengakhiri hidup seseorang dengan sengaja untuk menghilangkan penderitaan, misalnya karena sakit parah dan tidak dapat sembuh.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi itu tidak benar atau hoaks.Informasi soal euthanasia di Jerman wajib vaksin dosis lengkap ditemukan di akun Facebook ini, ini, ini, dan ini.Berikut terjemahan tangkapan layar artikel yang diunggah pada Minggu (3/12/2023).Di Jerman, Anda harus divaksinasi dosis lengkap sebelum meninggal dengan bantuan bunuh diri.Euthanasia di Jerman mungkin memerlukan vaksin COVIDArtikel yang beredar bersumber dari situs web konservatif yang ditulis pada November 2021.Dalam artikel terdapat pernyataan Asosiasi Euthanasia soal prosedur bunuh diri dengan bantuan yang aman.Langkah ini dilakukan karena prosedur ini membutuhkan kontak dekat yang berisiko menularkan virus di masa pandemi Covid-19.Dilansir Politifact, Jerman sudah melonggarkan pembatasan kegiatan publik akibat Covid-19 sejak 20 Maret 2022.Sehingga, orang yang telah divaksin atau pulih dari Covid-19 bebas beraktivitas, tetapi ada pembatasan bagi yang belum divaksin.Asosiasi Euthanasia sempat menerapkan pembatasan tersebut. Namun pada Maret 2022, situs web mereka tidak lagi menyebutkan soal aturan vaksinasi.Sebagai konteks, pada 2020, pengadilan tinggi Jerman menyatakan bahwa Undang-Undang 5 tahun menetapkan pelanggaran ""promosi komersial bantuan bunuh diri"" sebagai inkonstitusional.",1,netral
Anies Diperkenalkan sebagai Pemimpin Muda Berpengaruh oleh Rothschild,https://www.kompas.com/cekfakta/read/2023/12/08/100100282/-hoaks-anies-diperkenalkan-sebagai-pemimpin-muda-berpengaruh-oleh,2023-12-08,"Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar.KOMPAS.com - Sebuah video di Facebook mengaitkan calon presiden nomor urut 1 Anies Baswedan dengan penguasa World Economic Forum (WEF) sejak 2009.Menurut klaim dalam konten tersebut, Anies diperkenalkan sebagai pemimpin muda berpengaruh oleh tokoh keluarga Yahudi, Rothschild.Keluarga Rothschild dikenal kaya dan memiliki pengaruh dalam dunia perbankan global.Berdasarkan penelusuran Tim Cek Fakta Kompas.com, narasi itu tidak benar atau hoaks.Video soal Anies diperkenalkan oleh Rothschild disebarkan oleh akun Facebook ini pada Rabu (6/12/2023). Arsipnya dapat dilihat di sini.Berikut narasi yang ditulis pengunggah:Nah lho..udah mulai bermunculan siapa pejabat di Indonesia yg punya hubgn dgn tokoh2 Illuminati Freemason...Pengguna Facebook mengunggah video berdurasi 60 detik berisi seorang pria bicara soal penghargaan Young Global Leaders 2009 yang diperoleh Anies.""Ini berarti berkaitan dengan posisi bagaimana kita menghadapi 2024? Siapa yang mendapat status Young Global Leaders 2009. Siapa masyarakat siapa? Siapa pemimpin masyarakatnya? Yang memberi Anies Young Global Leaders pada 2009 adalah Rothschild, penguasa World Economic Forum, penguasa di belakangnya namanya Kerajaan Inggris, Yahudi yang berkuasa di dunia bersama dengan Rockefeller. Dalam bahasa lain, Anies mulai dipasarkan sejak 2009 dengan istilah pemimpin muda berpengaruh, oleh Yahudi,"" ujarnya.Anies Baswedan pernah mendapat penghargaan Young Global Leaders (YGL) pada 2009 dari Forum Ekonomi Dunia atau World Economic Forum (WEF).Penghargaan itu didapatkan ketika Anies menjabat sebagai Rektor Universitas Paramadina.Dikutip dari situs Universitas Paramadina, selain Anies, ada tokoh Indonesia yang meraih penghargaan, seperti Nia Dinata, Butet Manurung, Silverius Oscar Unggul, dan Yenny Wahid.Penghargaan YGL diberikan setiap tahun kepada ratusan pemimpin berusia kurang dari 40 tahun di seluruh dunia.Dilansir Kompas.com, ada 230 orang lainnya di seluruh dunia yang mendapat penghargaan serupa.Sebagai informasi, WEF merupakan organisasi yang didirikan oleh ekonom Jerman, Klaus Schwab, pada 1971.",1,netral
