Title,Field1,Penulis1,Penulis2,Abstrak,Klasifikasi,Jenis,Subjek,Tahun,Penerbit
PERANCANGAN BISNIS DAN KELAYAKAN PENGEMBANGAN 3D PRODUCT DI SAVA VISUAL MUHAMMAD FADILLAH ADHITAMA,MUHAMMAD FADILLAH ADHITAMA,MUHAMMAD FADILLAH ADHITAMA,"Nanang Suryana, Maria Dellarosawati Idawicaksakti","Sava Visual merupakan usaha yang bergerak pada bidang industri kreatif. Sava Visual ini sudah berjalan sejak tahun 2019 dan terus berupaya untuk mengekspansi bisnis dan meningkatkan kualitas bisnis yang dijalankan. Sava Visual ini ingin membuat inovasi penjualan produk atau jasa yang baru yaitu berupa 3D Product, untuk membuat penjualan produk atau jasa yang baru ini memerlukan biaya yang cukup oleh karena itu perlunya melakukan studi kelayakan. Dalam pengerjaan tugas akhir ini ada beberapa aspek yang perlu diteliti seperti aspek pasar, aspek teknis, dan aspek finansial. Pada aspek pasar disini akan menghitung dari pasar potensial, pasar tersedia hingga pasar sasaran, setelah melakukan perhitungan ketiga pasar tersebut, selanjutnya menghitung estimasi permintaan, setelah mendapatkan estimasi permintaan lalu dibuat strategi pemasaran usulan . Pada aspek Teknis akan menentukan tenaga kerja yang dibutuhkan beserta biaya tenaga kerja, kebutuhan investasi dan biaya investasi, dan proses bisnis pemesanan produk hingga proses produksi. Pada aspek finansial akan dihitung beberapa kriteria seperti NPV, PBP, dan IRR. NPV yang ditunjukkan dari proyeksi 5 tahun operasi bernilai Rp. 209.096.969 dengan nilai IRR 45.67% dan Payback Period sebesar 2,81 tahun. Maka berdasarkan hasil tersebut maka jika Sava Visual menambah 3D Product dinyatakan layak. Hasil analisis sensitivitas terhadap kenaikan biaya tenaga kerja langsung dan penurunan harga jual memiliki batas aman sebesar 27% untuk kenaikan biaya tenaga kerja langsung dan 7% untuk penurunan harga jual. Kata kunci — Analisis Kelayakan, NPV, PBP, IRR, Analisis Sensitivitas",658.401 - Planning and Strategic Management,Karya Ilmiah - Skripsi (S1) - Reference,Feasibility Studies,2021,"Universitas Telkom, S1 Teknik Industri"
PERANCANGAN PROJECT STAKEHOLDER MANAGEMENT PLAN MENGGUNAKAN STAKEHOLDER ENGAGEMENT PLAN & COMMUNICATION MANAGEMENT PLAN PADA PROYEK VIRTUAL PENGEMBANGAN SISTEM INFORMASI AKADEMIK DIGITAL UNIVERSITAS XYZ DI PT ABC ALVARO RAYHAN RISYAD,ALVARO RAYHAN RISYAD,ALVARO RAYHAN RISYAD,"Wawan Tripiawan, Ika Arum Puspita","PT ABC adalah perusahaan yang bergerak dalam bidang teknologi informasi berlokasi di Bandung, Jawa Barat. Saat ini, PT ABC sedang memiliki pekerjaan yaitu proyek pengembangan sistem informasi akademik. Aktivitas proyek dominan dilakukan secara virtual dikarenakan peraturan pemerintah Republik Indonesia. Proyek ini mengalami keterlambatan dari kontrak awal yang disebabkan oleh kesalahan dalam menyampaikan informasi antar stakeholder, pendistribusian informasi yang tidak baik antar stakeholder, kesalahpahaman komunikasi antar stakeholder, dan tidak ada standarisasi dalam berkomunikasi yang menyebabkan requirement dan scope menjadi berubah-ubah. Oleh sebab itu, dibutuhkan stakeholder management plan untuk mengidentifikasi dan mengelola setiap stakeholder. Stakeholder yang teridentifikasi yaitu sebanyak 44 stakeholder. Selanjutnya stakeholder tersebut diolah menggunakan power interest grid, salience model, dan stakeholder engagement assessment matrix untuk mendapatkan hasil stakeholder engagement plan. Lalu untuk mendukung aktivitas komunikasi virtual antar stakeholder menggunakan communication management plan yang dirancang berdasarkan communication routines dan stakeholder engagement plan.",658.404 - Project management,Karya Ilmiah - Skripsi (S1) - Reference,Project Management In Information Technology,2021,"Universitas Telkom, S1 Teknik Industri"
PERANCANGAN USULAN TATA LETAK FASILITAS PABRIK DI CV. MAEMUNAH MAJALAYA UNTUK MENGURANGI JARAK PERPINDAHAN MATERIAL DENGAN MENGGUNAKAN ALGORTIMA BLOCPLAN MOHAMAD RAFIKI ZULQITSY,MOHAMAD RAFIKI ZULQITSY,MOHAMAD RAFIKI ZULQITSY,"Dida Diah Damayanti, Murni Dwi Astuti","ABSTRAKSI
CV. Maemunah Majalaya merupakan suatu industri yang memproduksi kain tenun. Sistem produksi di CV. Maemunah Majalaya dilakukan dengan sistem Make to Order. Terdapat permasalahan yang terjadi, yaitu adanya penggunaan truck angkle  yang tidak efisien yang mengakibatkan perlu adanya biaya operasional tambahan, aliran yang bersimpangan (crosstracking) yang mengakibatkan perpindahan material menjadi rumit dan kompleks. Kemudian adanya aliran bolak balik (backtracking) yang mengakibatkan jarak dan proses perpindahan material menjadi besar dengan menempuh jarak perpindahan sebesar 12,5865 meter. Hal tersebut mengakibatkan proses perpindahan material menjadi tidak efektif dan efisien, sehingga perlu dilakukan perbaikan perancangan ulang tata letak fasilitas dengan menggunakan algoritma BLOCPLAN. Hal tersebut dikarenakan nilai kedekatan dari layout yang dihasilkan algoritma ini dapat langsung terlihat dari R-Score, sehingga dapat digunakan untuk memperkecil jarak perpindahan material. Setelah dilakukan re-layout, total jarak perpindahan material sebesar 8,846 meter. Sehingga backtracking berkurang sebesar 50%, crosstracking berkurang sebesar 64.3% dan jarak perpindahan material berkurang sebesar 3,740.5 meter atau berkurang sebesar 29.7% untuk produksi 1 batch kain tenun dengan waktu selama 6 hari.
Kata Kunci: Tata letak fasilitas, BLOCPLAN, Aliran Bolak-Balik, Aliran bersimpangan , Aliran perpindahan material",518.172 - Algorithm-Research Methods,Karya Ilmiah - Skripsi (S1) - Reference,Facilities Planning,2021,"Universitas Telkom, S1 Teknik Industri"
"PORTABLE MINI CHILLER BERBASIS 
TERMOELEKTRIK UNTUK JASA PEMBELIAN 
MAKANAN AHMAD IQBAL ATHORIQ",AHMAD IQBAL ATHORIQ,AHMAD IQBAL ATHORIQ,"M. Ramdlan Kirom, Ahmad Qurthobi","Penggunaan jasa pembelian makanan kini banyak dimanfaatkan oleh masyarakat 
Indonesia. Peningkatan temperatur pada Frozen Food terutama pada daging beku 
sering terjadi dalam perjalanan saat menggunakan kendaraan motor, dengan 
menggunakan Portable Mini Chiller dapat mengurangi peningkatan temperatur
daging beku saat diperjalanan. Nilai kalor yang diterima saat menggunakan chiller
2,6685Watt. Portable mini chiller memiliki ukuran 14,5 × 11,5 × 17 ????????
berkapasitas 500g dengan TEC-12706 sebagai mesin pendinginya. Mesin chiller
ini mempunyai nilai COP 0,285 tanpa beban dengan suhu yang dicapai hingga
15,9? dalam waktu 60 menit dan suhu lingkungan 27.2 - 27.4?.","621.381 52 - Semiconductors, Crystal devices, Miniaturization, Optpelectronic devices, Thin-film technology",Karya Ilmiah - Skripsi (S1) - Reference,Semiconductors-physics,2021,"Universitas Telkom, S1 Teknik Fisika"
SINTESIS PARTIKEL SUB-MIKROMETER WS2 DENGAN METODA ELEKTROKIMIA FUAD PRATAMA,FUAD PRATAMA,FUAD PRATAMA,"Ismudiati Puri Handayani, Eddy Wibowo","ABSTRAK Partikel sub-mikrometer adalah suatu material yang memiliki ukuran yang lebih kecil dari 1 µm. Dibandingkan dengan material yang memiliki ukuran lebih besar, luas permukaan dan energi gap dari partikel sub-mikrometer lebih besar. Secara umum celah pita energi bergantung pada ukuran partikel dan dapat memodifikasi fotoluminesensinya. Partikel sub-mikrometer dapat dibuat dengan beberapa metode sintesis, seperti metode elektrokimia atau bipolar elektrokimia dan metode chemical reduction. Pada tugas ahkir ini sintesis partikel sub-mikrometer berbahan material WS2 dilakukan dengan metode sintesis elektrokimia yang memvariasikan lama waktu dan konsentrasi yang diberikan. Penelitian ini menggunakan tegangan 4 volt untuk proses sintesis dengan lama waktu sintesis 6 sampai 30 jam. Hasil sintesis diamati setiap 6 jam proses sintesis. Indikator keberhasilan yang dilihat antara lain berhasil membuat partikel sub-mikrometer partikel yang berbeda – beda, dengan ukuran lebih kecil dari 1 µm, dan terdapat photoluminescence untuk menilai karakteristik dari partikel sub-mikrometer. Berdasarkan hasil pengukuran particle size analyzer (PSA) diperoleh ukuran rata - rata untuk proses sintesis 18 jam dan 30 jam adalah 266 nm dan 233,5 nm dengan fotoluminesensi teramati pada rentang panjang gelombang 550 nm – 650 nm pada sampel sintesis 18 jam. Kata Kunci: Metode Elektrokimia, photoluminescence, partikel sub-mikrometer, WS2",620.118 - MATERIALS - ENGINEERING,Karya Ilmiah - Skripsi (S1) - Reference,Materials Engineering,2021,"Universitas Telkom, S1 Teknik Fisika"
"WATERMARKING CITRA MEDIS BERBASIS INTEGER WAVELET TRANSFORM, DISCRETE COSINE TRANSFORM, DAN SINGULAR VALUE DECOMPOSITION RIZKY ALVAREZ SIREGAR",RIZKY ALVAREZ SIREGAR,RIZKY ALVAREZ SIREGAR,"Rita Purnamasari, Ledya Novamizanti,","Perkembangan teknologi membuat pertukaran citra medis sangat cepat dan  efisien. Namun pertukaran citra medis secara digital sangat rentan terhadap kasus kriminal seperti pencurian, modifikasi dan duplikasi data. Untuk menangani hal  tersebut dibutuhkan pengamanan dan autentikasi citra medis dengan teknik 
watermarking. Teknik watermarking adalah teknik pengamanan data dengan cara menyematkan berupa informasi khusus ke citra medis yang bertujuan untuk memverifikasi kepemilikan. Kualitas skema watermarking yang penting pada citra medis adalah dapat mengembalikan citra medis dengan sempurna dan tahan 
terhadap berbagai serangan.","621.38  2 - Signal processing, Information theory",Karya Ilmiah - Skripsi (S1) - Reference,Signal - Processing,2021,"Universitas Telkom, S1 Teknik Telekomunikasi"
ANALISIS DISTRIBUSI TEGANGAN DARI SISTEM ACEIT: STUDI KASUS DETEKSI ANOMALI BERUPA KAYU DALAM TANAH SINDI SILVIANI,SINDI SILVIANI,SINDI SILVIANI,"Dudi Darmawan, Linahtadia Andiani","Mengidentifikasi suatu anomali dalam objek, diperlukan suatu metode yang tidak perlu merusak objek tersebut, seperti kita ingin mengetahui keberadaan suatu objek lain yang terdapat didalam tanah. Dan metode yang sering digunakan untuk mengetahui hal tersebut yaitu tomografi listrik. Pada penelitian ini digunakan 3 metode pengukuran nilai tegangan yaitu, adjacent, cross, dan opposite, pengukuran adjacent arus listrik diinjeksikan melalui elektroda yang bersebelahan pada objek homogen didapatkan tegangan tertinggi dengan nilai 0,846 V dan tegangan tertinggi pada objek inhomogen memiliki nilai 1,002 V, pada pengukuran cross injeksi arus listrik diinjeksikan melalui elektroda saling berhadapan pada objek homogen didapatkan tegangan tertinggi dengan nilai 1,016 V dan pada objek inhomogen tegangan tertinggi memiliki nilai 1,041 V, pengukuran opposite arus listrik diinjeksikan pada persilangan elektroda, pada objek homogen didapatkan nilai tegangan tertinggi dengan nilai 1,276 V dan pada objek inhomogen didapatkan tegangan tertinggi dengan nilai 0,909 V. pengambilan pengukuran pada masing-masing metode, diambil dari pasangan elektroda yang tidak diinjeksikan arus listrik. Pada saat kondisi homogen nilai tegangan yang dihasilkan memiliki satu pola, peak tertinggi tejadi pada pasangan elektroda yang berada pada sudut phantom, penyebabnya dikarenakan jarak elektroda yang berada disudut saling bertemu. Kata Kunci: ACEIT, Anomali, Adjacent, Cross, Opposite, Tegangan.",530.141 - Electromagnetic Theory,Karya Ilmiah - Skripsi (S1) - Reference,Measurement Engineering,2021,"Universitas Telkom, S1 Teknik Fisika"
"ANALISIS PENGARUH MENDENGAR BACAAN AL-QUR’AN
TERHADAP AKTIVITAS KELISTRIKAN JANTUNG
MENGGUNAKAN PROTOTYPE EKG BERBASIS
RASPBERRY PI HANNAN NURAENI",HANNAN NURAENI,HANNAN NURAENI,"Endang Rosdiana, Linahtadiya Andiani","Jantung merupakan organ vital yang sangat penting dalam tubuh manusia. Detak jantung dapat menjadi indikator kondisi kesehatan manusia. Dalam kondisi normal, detak jantung berada dalam rentang 60-100 BPM (beat per minute). Perlu dilakukan tindakan apabila detak jantung berada di luar rentang tersebut, salah satunya adalah terapi murottal Al-Qur’an. Pada penelitian ini telah dirancang prototype Elektrokardiogram (EKG) berbasis Raspberry Pi untuk membantu proses analisis pengaruh dari mendengar bacaan Al-Qur’an terhadap kinerja jantung. Prototype EKG berbasis Raspberry Pi yang dirancang ini hemat biaya, efektif, dan efisien. Bahasa pemrograman yang digunakan adalah Python. Pengukuran dilakukan pada 15 responden dengan tiga tingkatan (lima orang penghafal dan sangat sering mendengar Al-Qur’an, lima orang yang sering mendengar Al-Qur’an, lima orang yang jarang mendengar Al-Qur’an). Hasil penelitian ini menunjukkan adanya pengaruh mendengar Al-Qur’an yang dibacakan langsung melalui penurunan nilai BPM sebanyak 15,46% dari sebelum hingga setelah mendengar Al- Qur’an pada responden tingkat pertama dengan koefisien determinan 0,9225. Sedangkan koefisien determinan sebesar 0,3967 pada responden tingkat kedua dan 0,2233 pada responden tingkat ketiga yang mana tidak menunjukkan adanya pengaruh mendengar bacaan Al-Qur’an. Dari analisis hasil didapat bahwa prototype yang telah dirancang dapat digunakan untuk menganalisis pengaruh mendengar bacaan Al Qur’an terhadap aktivitas kelistrikan jantung dengan baik.",610.28 - Biomedical Engineering,Karya Ilmiah - Skripsi (S1) - Reference,Biomedical-medical Instruments,2021,"Universitas Telkom, S1 Teknik Fisika"
EVALUASI DAN USULAN PERBAIKAN AREA PROSES OPM PADA PROSES PRODUKSI MINUMAN TRADISIONAL ‘HANJUANG®’ DI CV. CIHANJUANG INTI TEKNIK (CINTEK) UNTUK MENINGKATKAN TINGKAT KEMATANGAN PROSES MENGGUNAKAN BUSINESS PROCESS MATURITY MODEL (BPMM) VANYA AULIA RACHMA,VANYA AULIA RACHMA,VANYA AULIA RACHMA,"Wiyono Sutari, Sheila Amalia Salma","CV. Cihanjuang Inti Teknik (CINTEK) merupakan perusahaan yang mengolah rempah-rempah asli Indonesia menjadi minuman tradisional khas Jawa Barat seperti bandrek dan bajigur yang dipasarkan dalam bentuk serbuk siap seduh. Perusahaan yang berlokasi di Cimahi, Jawa Barat ini selalu berupaya agar produknya dapat diterima dan dinikmati oleh masyarakat luas. Perbaikan terhadap rasa, kemasan (packaging), hingga berinovasi dengan menciptakan minuman tradisional dengan berbagai macam varian merupakan hal yang sudah dilakukan sampai saat ini.  Dalam menjamin kualitas atau mutu produk yang dihasilkan, CV. Cihanjuang Inti Teknik (CINTEK) perlu mengukur sudah sejauh mana tingkat kematangan manajemen proses yang diterapkan dalam memproduksi minuman tradisional ‘Hanjuang®’. 
    Business Process Maturity Model (BPMM) merupakan metode yang peneliti gunakan pada tugas akhir ini untuk mengetahui tingkat kematangan manajemen proses yang diterapkan dalam memproduksi minuman tradisional ‘Hanjuang®’. Hasil identifikasi dan analisis awal menunjukkan bahwa kondisi eksisting berada pada maturity level 3 yaitu Standardized. Organizational Process Management (OPM) adalah salah satu area proses pada maturity level 3 yang dipilih dalam melakukan tugas akhir ini untuk mengetahui lebih lanjut bagaimana tingkat kematangan manajemen proses pada proses produksi minuman tradisional ‘Hanjuang®’ berdasarkan specific goals dan specific practice area proses OPM.
    Evaluasi tingkat kematangan dilakukan dengan membuat instrumen evaluasi yang digunakan pada proses wawancara untuk mengetahui kondisi aktual manajemen proses pada proses produksi minuman tradisional ‘Hanjuang®’. Kemudian identifikasi dan analisis gap dilakukan untuk mengetahui praktik apa saja yang sudah dan belum dilakukan. Hasil pengolahan data menunjukkan dalam proses produksi minuman tradisional ‘Hanjuang®’ di CV. Cihanjuang Inti Teknik baru mencapai persentase sebesar 85%. Sehingga dilakukan usulan perbaikan terhadap setiap specific practice yang belum mencapai penilaian maximum.",C -,Karya Ilmiah - Skripsi (S1) - Reference,Business Process,2021,"Universitas Telkom, S1 Teknik Industri"
IDENTIFIKASI GENDER INDIVIDU MELALUI POLA RUGAE PALATINA BERBASIS SMARTPHONE ANDROID CYNTHIA ERIKA,CYNTHIA ERIKA,CYNTHIA ERIKA,"Hilman Fauzi TSP, Sofia Sa'idah","Indonesia sering kali ditimpa berbagai bencana, baik secara natural maupun buatan manusia. Bencana besar menyebabkan banyaknya korban jiwa dengan kondisi tubuh jenazah yang rusak. Hal ini menyebabkan proses identifikasi menggunakan sidik jari atau sidik bibir tidaklah efektif. Oleh karena itu, proses identifikasi korban dapat dilakukan dengan Rugae Palatina. Rugae Palatina mempunyai karakteristik yang unik dan individual, serta lebih tahan terhadap trauma karena letaknya yang berada didalam. Dalam penelitian ini, telah dirancang sebuah aplikasi mobile (Android) untuk mengindentifikasi jenis kelamin menggunakan pola citra Rugae Palatina. Perancangan sistem ini menggunakan 19 data Rugae Palatina dengan komposisi 70% citra untuk data latih dan 30% citra untuk data uji. Citra latih akan melewati tahapan pre-processing, segmentasi, ekstraksi ciri dengan metode Local Binary Pattern (LBP) dan klasifikasi dengan metode K-Nearest Neighbor (KNN). Hasil dari penelitian ini adalah sistem yang mampu mengidentifikasi jenis kelamin individu dengan melihat kombinasi pola Rugae Palatina yang sudah dikenali sebelumnya. Hasil penelitian Tugas Akhir ini mendapatkan nilai akurasi tertinggi pada nilai 100% dengan waktu komputasi selama 63,261 detik dengan rata-rata waktu komputasi perindividu adalah 3,33 detik. Dengan adanya sistem ini diharapkan dapat memberi manfaat kepada semua pihak, baik kepolisian maupun kedokteran dalam proses mengindentifikasi jenis kelamin individu melalui pola Rugae Palatina.","660.281 5 - Process Control, Computerized Process Control",Karya Ilmiah - Skripsi (S1) - Reference,Image Processing,2021,"Universitas Telkom, S1 Teknik Telekomunikasi"
KARAKTERISASI SIFAT OPTIK DAN OPTOELEKTRONIK PADA MULTILAYER TUNGSTEN DISULFIDA (WS2) DHIKA MARLIA SUBEKTI,DHIKA MARLIA SUBEKTI,DHIKA MARLIA SUBEKTI,"Ismudiati Puri Handayani, Abrar","Penelitian lapisan tipis telah banyak diminati pada bidang teknologi seperti elektronik, spintronik, optoelektronik dan penyimpanan energi. Tungsten Disulfide (WS2) memiliki sifat optik dan optoelektronik yang menarik, sehingga menjanjikan dalam aplikasi perangkat optoelektronik seperti photodetector, perangkat pemancar cahaya (LED), dan laser. Karakterisasi sifat optik dan optoelektronik multilayer pada nanomaterial WS2 masih perlu dilakukan penelitian lebih lanjut untuk mengetahui pengaruh intensitas cahaya pada sifat optik larutan WS2 pada berbagai macam pelarut dan sifat optoelektronik multilayer WS2 pada substrat fleksibel. Pada Tugas Akhir ini, penulis melakukan penelitian dengan menguji sifat optik larutan WS2 pada pelarut IPA/air dan NMP, serta sifat optoelektronik WS2 yang dideposisi di atas substrat PET dengan mengunakan metode dropcasting. Sifat optoelektronik diteliti dengan cara diamati perubahan arus saat material dipengaruhi tegangan tertentu serta saat diberi dan tanpa intensitas cahaya. Hasil karakteristik kurva I-V WS2 menunjukkan sampel WS2 cenderung bersifat insulator saat diberi variasi tegangan dari -5 V sampai 5 V dengan arus yang dihasilkan sebesar -4.6 nA sampai dengan 5.4 nA saat tanpa cahaya, dan -2.8 nA sampai dengan 3.7 nA saat diberi cahaya. Nilai arus menurun ketika diberi regangan mekanik sebesar 20%. Hasil photoluminescence (PL) saat dieksitasi oleh laser dengan panjang gelombang 532 nm berada pada 634 nm, 611 nm, dan 566 nm. Spektrum PL ditemukan bergantung pada panjang gelombang. Selain itu, pada penelitian ini dilakukan juga karakterisasi Uv-Vis, PSA, SEM, dan EDX. Hasil karakteristik Uv-Vis menunjukkan puncak eksiton A dan B berturut-turut di panjang gelombang 638 dan 529 nm saat WS2 dieksfoliasi 3 jam. Puncak eksiton A dan B berturut-turut bergeser ke panjang gelombang 634.9 dan 533 nm saat WS2 dieksfoliasi 8 jam. Ukuran rata-rata dari WS2 yaitu 124.2 nm saat dikarakterisasi PSA.",620.118 - MATERIALS - ENGINEERING,Karya Ilmiah - Skripsi (S1) - Reference,Materials Management,2021,"Universitas Telkom, S1 Teknik Fisika"
Penerapan Metode Analytic Hierarchy Process (AHP) Dan Data Envelopment Analysis (DEA) Pada Proses Pemilihan Supplier Di PT XYZ KEVIN AHMAD AUFARRIZKY,KEVIN AHMAD AUFARRIZKY,KEVIN AHMAD AUFARRIZKY,"Ari Yanuar Ridwan, Hardian Kokoh Pambudi","PT XYZ merupakan salah satu anak perusahaan dari Badan Usaha Milik Negara (BUMN) yang berada di wilayah Provinsi Kalimantan Timur dan menjadi penghasil gas terbesar di Indonesia. Dikarenakan PT XYZ merupakan perusahaan migas yang beroperasi berdasarkan kontrak wilayah, maka setiap wilayah diberi kewenangan untuk pengadaan pembelian material. Didalam proses pengadaan, PT XYZ memiliki departemen Purchasing yang berperan sebagai panitia tender. Salah satu operasi dari departemen ini melakukan satu proses tender suku cadang untuk MRO (Maintenance Repair and Operation), oleh karena itu diperlukannya pemilihan supplier. Memilih supplier yang efisien sebagai rekan kerja PT. XYZ menggunakan pendekatan AHP (Analytical Hierarchy Process) dan DEA (Data Envelopment Analysis) dengan model CCR Output Oriented. Prinsip AHP digunakan untuk menghitung prioritas kriteria dan subkriteria. Hasil pembobotan kriteria dan subkriteria berdasarkan dari kuesioner dijadikan input untuk metode DEA. Perusahaan supplier MRO dalam DEA disebut sebagai DMU (Decision Making Unit), DMU dalam penelitian ini terdapat 6 supplier. Selanjutnya, DMU yang diketahui ditentukan kriteria input dan outputnya, dalam penelitian ini input yang digunakan adalah cost sedangkan kriteria outputnya adalah quality, flexibility, delivery, safety and compliance. Penelitian ini menghasilkan supplier MRO PT.XYZ dengan performansi terbaik, yaitu: supplier C dan supplier F, supplier E, supplier D, supplier A, supplier B.",C -,Karya Ilmiah - Skripsi (S1) - Reference,Supply Chain Management,2021,"Universitas Telkom, S1 Teknik Industri"
Pengaruh Variasi Konsentrasi Substrat Dan Tegangan Terhadap Produksi Gas Hidrogen Dengan Microbial Electrolysis Cell Dual Chamber Menggunakan Substrat Nasi Selama 21 Jam ANGGI PUTRI RIANTY,ANGGI PUTRI RIANTY,ANGGI PUTRI RIANTY,"M. Ramdlan Kirom, Nurwulan","Microbial electrolysis cell (MEC) merupakan salah satu solusi alternatif bahan bakar. MEC memiliki faktor terpenting dalam memproduksi gas hidrogen yaitu tegangan dan substrat. Dalam penelitian ini akan dibuat sistem MEC yang bertujuan untuk memperoleh gas hidrogen melalui variasi limbah nasi dan tegangan. Variasi tegangan mulai dari 0,1 volt hingga 1,5 volt dan variasi konsentrasi nasi yaitu 71,14 mg/ml, 47,42 mg/ml, dan 23,714 mg/ml. Kelebihan dari MEC yang akan dibuat adalah MEC dinilai lebih murah karena berbasis limbah organik yang mudah ditemukan dan reaktor yang digunakan lebih kecil. Pada penelitian ini limbah yang digunakan adalah limbah nasi yang akan dicampur dengan lumpur. Pada MEC terdapat dua bilik yaitu bilik anoda dan katoda dan terdapat tegangan yang diinputkan. Gas hidrogen yang dihasilkan pada bilik katoda akan diukur oleh alat ukur gas hidrogen. Berdasarkan hasil percoban yang dilakukan, gas hidrogen yang tertinggi adalah 746 PPM pada tegangan 0,8 volt dengan konsentrasi nasi yaitu 71,14 mg/ml. Berdasarkan hasil percobaan dinyatakan bahwa sistem MEC dengan menggunakan substrat nasi terbukti dapat menghasilkan gas hidrogen. Kata Kunci: Microbial Electrolysis Cell, Substrat, Tegangan, Produksi Gas Hidrogen",621.042 - Energy engineering,Karya Ilmiah - Skripsi (S1) - Reference,Energy Enginering,2021,"Universitas Telkom, S1 Teknik Fisika"
PERANCANGAN ATRIBUT PRODUK CELANA CHINO GROWEED BERDASARKAN PREFERENSI KONSUMEN DENGAN MENGGUNAKAN CONJOINT ANALYSIS MUHAMMAD DIMAS BASWARA,MUHAMMAD DIMAS BASWARA,MUHAMMAD DIMAS BASWARA,"Agus Achmad Suhendra, Husni Amani","Groweed merupakan salah satu industri yang bergerak dibidang fashion yang didirikan pada tahun 2016 yang berlokasi di Jl. Riung purna 1 no. 20 Kota Bandung. Produk yang ditawarkan oleh Groweed saat ini terdiri dari kaus, celana chino, celana cargo, dan celana jogger. Groweed dipromosikan melalui instagram dan word of mouth. Masalah yang dihadapi Groweed adalah tidak tercapai target penjualan. Pada tugas akhir ini bertujuan untuk mengidentifikasi kombinasi atribut dan level atribut yang dianggap penting oleh konsumen, membandingkan atribut dan level atribut yang dimiliki chino Groweed dengan preferensi konsumen, dan merekomendasikan perbaikan produk yang tepat untuk meningkatkan jumlah penjualan. Kuesioner disebarkan secara online kepada konsumen yang sudah pernah menggunakan produk chino Groweed dan dikumpulkan sebanyak 160 responden. Untuk mengetahui preferensi konsumen metode yang digunakan adalah conjoint analysis. Setelah melalui hasil pengolahan data, atribut yang menjadi preferensi konsumen yaitu atribut model dengan level atribut Regular fit, atribut bahan dengan level atribut katun stretch, atribut motif dengan level atribut polos, atribut warna dengan level atribut satu warna, dan atribut harga dengan level atribut <Rp100.000 dan Rp100.000 – Rp200.000. Preferensi konsumen tersebut akan dijadikan rekomendasi kepada pihak Groweed.",658.84 - Marketing,Karya Ilmiah - Skripsi (S1) - Reference,Marketing,2021,"Universitas Telkom, S1 Teknik Industri"
PERANCANGAN ATRIBUT PRODUK TAS ARTCH BERDASARKAN PREFERENSI KONSUMEN MENGGUNAKAN METODE CONJOINT ANALYSIS NYOMAN KARMAYOGA WIDYANTARA,NYOMAN KARMAYOGA WIDYANTARA,NYOMAN KARMAYOGA WIDYANTARA,"Husni Amani, Wawan Tripiawan","ARTCH merupakan salah satu brand lokal di bidang fashion yang berdiri pada tahun 2014 di Bandung dengan produk utama adalah tas. Penjualan ARTCH dari tahun 2019 sampai 2020 tidak stabil dalam mencapai target karena faktor terjadinya pandemi, pengaruh dari kompetitor serta variasi model tas yang belum beragam. Analisis diagram tulang ikan memperlihatkan bahwa produk menjadi penyebab penjualan tidak stabil dalam mencapai target penjualan, kemudian dilakukan survei pendahuluan kepada pengguna tas ARTCH untuk mengetahui bagaimana tanggapan terkait produk tas ARTCH. Hasil survei pendahuluan terdapat tanggapan dari warna, bahan, ritsleting, desain, serta jahitan pada tas ARTCH yang menandakan beberapa kekurangan dalam memperhatikan preferensi konsumen. Tugas akhir ini bertujuan merancang rekomendasi atribut serta taraf atribut yang penting menurut preferensi konsumen menggunakan metode conjoint analysis. Sampel pada tugas akhir ini berjumlah 100 responden konsumen ARTCH laki-laki dan perempuan berusia 15-35 tahun.  Hasil tugas akhir memperlihatkan bahwa atribut terpenting pertama yang diinginkan konsumen adalah atribut model diikuti atribut bahan dan warna, kemudian perancangan produk untuk tas ARTCH didapat dengan melihat koefisiensi utilitas paling tinggi atau positif dari taraf atribut untuk masing-masing atribut sesuai dari preferensi konsumen saat mengisi kuesioner. Hasil yang didapat dari masing-masing koefisiensi taraf atribut dan nilai kepentingan atribut adalah tas dengan model sling bag, terbuat dari bahan polyester, berwarna gelap, rentang harga tas Rp 100.000 – Rp 150.000 serta di lengkapi dengan fitur extra strap (tambahan tali).",658.81 - Marketing Management,Karya Ilmiah - Skripsi (S1) - Reference,Industrial Marketing,2021,"Universitas Telkom, S1 Teknik Industri"
