Title,Field1,Penulis1,Penulis2,Abstrak,Klasifikasi,Jenis,Subjek,Tahun,Penerbit
Analisis Aktivitas Media Relations pada Perusahaan Media Lokal TSAMARA DELIMA ATSILA,TSAMARA DELIMA ATSILA,TSAMARA DELIMA ATSILA,Muhammad Sufyan Abdurrahman,"Aktivitas media relations umumnya dilakukan oleh praktisi public relations dalam 
perusahaan non-media. Adanya penelitian aktivitas media relations dari sisi 
perusahaan media ini, menjadikan peneliti menciptakan kebaruan tersendiri dengan 
meneliti topik penelitian yang masih minim dilakukan. Penelitian ini dilakukan untuk 
mengetahui aktivitas media relations pada perusahaan media lokal. Penelitian
dilakukan dengan menggunakan metode kualitatif deskriptif sehingga dapat 
memberikan sebuah gambaran mengenai suatu proses, situasi, serta fenomena yang 
telah terjadi. Penelitian dilakukan dengan mengacu pada teori Aktivitas Media 
Relations oleh Ardianto (2011) yaitu press briefing, news release, special events, dan 
press interview. Kesimpulan yang didapatkan dalam penelitian ini yaitu pelaksanaan 
aktivitas media relations telah dilakukan dengan baik, seperti pelaksanaan press 
briefing, yaitu dengan memberikan informasi yang akurat dan memberikan 
kesempatan tanya jawab kepada media. Kedua, pelaksanaan news release dilakukan 
dengan tata penulisan dan gambar visual yang tepat sebagai bahan publikasi. Ketiga, 
Pelaksanaan special events dilakukan dengan memenuhi minat masyarakat lokal. 
Terakhir, pelaksanaan press interview dilakukan oleh juru bicara yang berkompeten 
sehingga memberikan pemahaman lebih detail kepada media.",659.2 - Public relations,Karya Ilmiah - Skripsi (S1) - Reference,Public Relations/ Publicity,2021,"Universitas Telkom, S1 Digital Public Relations"
Analisis Faktor yang Mempengaruhi Keputusan Pembelian pada Toko Mas Winna saat Pandemi Covid - 19 RIQQAH ZHAFIRAH BENZY,RIQQAH ZHAFIRAH BENZY,RIQQAH ZHAFIRAH BENZY,,ABSTRAK,C -,Karya Ilmiah - Skripsi (S1) - Reference,Entrepreneurship,2021,Universitas Telkom
"ANALISIS FAKTOR – FAKTOR KARAKTERISTIK KEWIRAUSAHAAN PADA UMKM BATIK DI GARUT 
(Studi Kasus pada Asosiasi Kampung Batik Paledang) ILHAM MUHAMAD YASIR",ILHAM MUHAMAD YASIR,ILHAM MUHAMAD YASIR,Nuslih Jamiat,"Industri Batik dinilai telah menguasai pasar dunia sehingga mampu menjadi penggerak bagi perekonomian Nasional yang merupakan warisan budaya leluhur kita. Pada tahun 2020 Indonesia terkena dampak pandemi Covid-19 yang mengakibatkan banyak umkm mengalami penurunan pendapatan dikarenakan adanya pembatasan sosial, tapi ada yang menarik bahwasannya di masa Pandemi ini Industri batik justru menyumbang Devisa negara dari hasil ekspor, dilihat dari sini bahwasannya ada kesempatan untuk para Pengrajin Batik meningkatkan kembali kinerjanya.
Penelitian ini dilakukan untuk mengetahui faktor – faktor karakteristik kewirausahaan apa saja yang dimiliki oleh anggota Asosiasi Kampung Batik Paledang. yang diharapkan bahwa hasil dari penelitian ini dijadikan salah satu parameter dalam mengetahui Karakteristik Kewirausahaan yang dimiliki dan dijadikan bahan evaluasi kerjanya.
    Metode yang digunakan dalam penelitian ini adalah metode kuantitatif dengan analisis faktor konfirmatori yang dapat digunakan untuk mengkonfirmasi apakah model pengukuran yang dibangun sesuai dengan yang dihipotesiskan. Berdasarkan hasil penelitian menunjukan bahwa Terdapat dau komponen faktor karakteristik kewirusahaan yang dimiliki Asosiasi Kampung Batik Paledang, yaitu komponen kreatif dan terencana. karakteristik kewirausahaan yang dimiliki oleh Asosiasi Kampung Batik Paledang didominasi oleh komponen kreatif sebesar 35,59 %. hasil analisis deskriptif pada karakteristik kewirausahaan Asosiasi Kampung Batik Paledang memiliki nilai sebesar 62,05% yang berada pada kategori cukup baik.",338.04092 - Entrepreneurs,Karya Ilmiah - Skripsi (S1) - Reference,Entrepreneur,2021,"Universitas Telkom, S1 Administrasi Bisnis"
ANALISIS KINERJA KEUANGAN TERHADAP NILAI PERUSAHAAN DENGAN KEBIJAKAN DIVIDEN SEBAGAI VARIABEL MODERASI (Studi Kasus Pada Perusahaan Sub Sektor Farmasi yang Terdaftar di Bursa Efek Indonesia Tahun 2014-2019) IKA NUR AVINDA,IKA NUR AVINDA,IKA NUR AVINDA,SISKA PRIYANDANI YUDOWATI,"Nilai perusahaan merupakan pandangan investor terhadap sebuah perusahaan, nilai perusahaan sering dikaitkan dengan harga saham perusahaan. Terdapat beberapa faktor yang mempengaruhi nilai perusahaan, diantaranya adalah kinerja keuangan dan kebijakan dividen (pada penelitian ini kebijakan dividen digunakan sebagai variabel moderasi).",657 - Financial Accounting,Karya Ilmiah - Skripsi (S1) - Reference,Accounting And Finance,2021,"Universitas Telkom, S1 Akuntansi"
ANALISIS PENGARUH BRAND TRUST DAN KUALITAS PRODUK TERHADAP LOYALITAS KONSUMEN WARDAH NUR SA`AADAH,NUR SA`AADAH,NUR SA`AADAH,Imanuddin Hasbi,"Perubahan gaya hidup dan pesatnya perkembangan industri kosmetik menyebabkan kosnsumen menjadi lebih selektif dalam menentukan merek atau produk yang akan digunakan. Wardah sukses menjadi pioner kosmetik dalam kategori halal. Namun, hal utama yang memicu loyalitas konsumen terhadap Wardah masih didominasi oleh label halal, banyaknya merek baru bermunculan dan terjadinya penurunan nilai indeks,  menjadi tanda bahwa Wardah harus senantiasa berusaha meningkatkan loyalitas konsumennya. Menurut penelitian, beberapa faktor yang mempengaruhi tingkat loyalitas konsumen adalah kepercayaan merek (brand trustu) dan kualitas produk. 
Penelitian ini merupakan penelitian dengan pendekatan kuantitatif, penelitian ini menggunakan teknik analisis data deskriptif dan analisis regresi linear berganda, dengan Jumlah sampel yang digunakan sebanyak 100 responden, dimana teknik sampling yang digunakan adalah teknik non probability sampling dengan jenis  sampling.
Hasil penelitian ini menunjukkan bahwa berdasarkan teknik analisis regresi linear berganda dikethui bahwa, secara parsial, variabel kepercayaan merek (X1)  tidak berpengaruh terhadap variabel loyalitas konsumen (Y). Dengan teknik analisis yang sama, diketahui bahwa variabel kualitas produk (X2) secara signifikan berpengaruh terhadap variabel loyalitas konsumen (Y), dengan nilai pengaruh sebesar 42,3%. Secara simultan, variabel kepercayaan merek (X1) dan kualitas produk (X2) secara signifikan mempengaruhi loyalitas konsumen (Y) sebesar 57,6%, dengan 42,4% lainnya dipengaruhi oleh faktor lain yang tidak diteliti dalam penelitian ini.
Kata Kunci : Brand Trust, Kualitas Produk, Loyalitas Konsumen",658.84 - Marketing,Karya Ilmiah - Skripsi (S1) - Reference,Marketing,2021,"Universitas Telkom, S1 Administrasi Bisnis"
ANALISIS PERANCANGAN MODEL BISNIS PADA BANK SAMPAH PATAM ASRI DENGAN MENCIPTAKAN PRODUK DAUR ULANG MENGGUNAKAN PENDEKATAN BUSINESS MODEL CANVAS EGI ALFALA,EGI ALFALA,EGI ALFALA,Nadya Novandriani Karina Moeliono,"Sampah di Indonesia kerap menjadi masalah serius karena kurangnya kesadaran masyarakat yang tidak memperhatikan lingkungan sekitar. Batam merupakan salah satu kota yang memiliki volume sampah yang cukup tinggi dikarenakan memiliki tingkat pertumbuhan penduduk yang cukup pesat, sehingga tidak terlepas dari permasalahan klasik yang berkaitan dengan sampah. 
Tujuan penelitian ini untuk memetakan model bisnis Bank Sampah Patam Asri dengan pendekatan Business Model Canvas. Metode yang digunakan metode penelitian kualitatif deskriptif. Teknik pengumpulan data dengan observasi, wawancara, dan dokumentasi yang ditujukan kepada tiga narasumber sebagai informan, serta data sekunder. 
Hasil penelitian menunjukkan bahwa Sembilan blok Business Model Canvas pada Bank Sampah Patam Asri yaitu customer segment yang terdiri dari masyarakat sekitar yang berusia 26-45 tahun, memiliki value proposition yaitu program timbangan sampah, produk daur ulang yang harganya relatif murah dan memiliki banyak manfaat, selalu memberikan potongan harga dan memberikan pelayanan terbaik, memiliki channel yaitu melalui word of mouth, media sosial, dan bazar, customer relationship dengan menjaga komunikasi dan mengadakan promosi, revenue streams berasal dari keseluruhan kegiatan penjualan produk dan penjualan timbangan sampah, key resource yang mencakup aspek fisik, intelektual, finansial dan sumber daya manusia, memiliki key activity  seperti  penjualan sampah, memproduksi produk daur ulang dan distribusi produk, memiliki  key partnership yaitu Dinas Lingkungan Hidup Kota Batam, pedagang pasar tradisional dan masyarakat serta memiliki cost structure untuk biaya pembelian, biaya operasional, biaya listrik dan air.
Kata Kunci: Model Bisnis, Business Model Canvas, Kewirausahaan Sosial, Bank Sampah",338.04 - Entrepreneurship,Karya Ilmiah - Skripsi (S1) - Reference,1 Entrepreneurship,2021,"Universitas Telkom, S1 Administrasi Bisnis"
ANALISIS PERSONAL BRAND FOTOGRAFER BEAUTY MODEL DI INSTAGRAM MICHAEL FABIAN DIAS CHRISEL,MICHAEL FABIAN DIAS CHRISEL,MICHAEL FABIAN DIAS CHRISEL,Muhammad Sufyan Abdurrahman,"Personal brand adalah salah satu elemen penting di masa kini untuk mencapai kesuksesan dalam segala bidang, terutama untuk pekerjaan dan kehidupan sosial.Penelitian ini meneliti salah satu profesi yang membutuhkan pengelolaan personal brand yakni fotografer beauty model Crimsonaperture di Instagram. Penelitian ini bertujuan untuk menganalisa  mengenai penerapan work value dan self discipline value di dalam personal brand yang dibangun Crimsonaperture di Instagram. Penelitian ini menggunakan metode penelitian kualitatif dan pendekatan deskriptif agar dapat mengungkapkan secara detail mengenai analisa personal brand fotografer Instagram Crimsonaperture. Penelitian mengenai personal brand ini mengacu kepada teori the 10 principle oleh Alvarez (2010) dimana peneliti menggunakan dua value dari sepuluh value, yaitu work value dan self discipline value. Kesimpulan yang didapatkan dari penelitian ini adalah bahwa Crimsonaperture telah membangun personal brand sebagai seorang fotografer beauty model secara baik dengan menerapkan elemen yang tergabung ke dalam work value dan juga penerapan serangkaian aktivitas kedisiplinan diri yang merupakan bagian dari self discipline value Crimsonaperture sebagai seorang fotografer beauty model di instagram.",659.2 - Public relations,Karya Ilmiah - Skripsi (S1) - Reference,Public Relations,2021,"Universitas Telkom, S1 Digital Public Relations"
KOMODIFIKASI EVENT JAKARTA INTERNATIONAL BNI JAVA JAZZ FESTIVAL DALAM KEMASAN BUDAYA POPULAR CHRISTINA FANI KURNIASARI,CHRISTINA FANI KURNIASARI,CHRISTINA FANI KURNIASARI,Razie Razak,"Musik jazz merupakan salah satu produk budaya dimana didalamnya terdapat konteks komunikasi pada level pesan yang akan dimaknai oleh publik. Pemaknaan merupakan interpretasi oleh komunikan dalam memahami makna komunikasi baik itu teks, konteks dan intertekstual. Komodifikasi adalah proses mengubah nilai pada suatu produk yang tadinya hanya memiliki nilai guna kemudian menjadi nilai tukar (nilai jual) menurut Vincent Moscow dalam “The Political Economy of Communication” Komodifikasi komodifikasi sebagai proses mengubah nilai pada suatu produk yang tadinya hanya memiliki nilai guna kemudian menjadi nilai tukar (nilai jual). Kehadiran komodifikasi dapat menghapus produk dari konteks sosial yang lebih bermakna untuk menjadi berguna dalam hal bisnis dan ideologi “pasar bebas”. Dalam penelitian ini membahas komodifikasi event yang mengambil suatu event yaitu event java jazz yang di kemas dalam budaya popular. Event adalah suatu kegiatan yang diselenggarakan untuk memperingati hal-hal penting sepanjang hidup manusia baik secara individu atau kelompok yang terikat secara adat, budaya, tradisi dan agama yang diselenggarakan untuk tujuan tertentu serta melibatkan lingkungan masyarakat yang diselenggarakan pada waktu tertentu. Penelitian ini melihat event dengan kemasan budaya popular karena banyak sekali masyarakat yang tertarik untuk melihat event java jazz ini. Budaya populer adalah sebuah kategori bagi budaya rendah (lowbrow culture) yang biasa dibedakan dengan budaya tinggi (highbrow culture). Budaya populer, atau dalam pengertian awalnya biasa disebut budaya rakyat (folk culture), lahir dari bawah, dari rakyat kebanyakan, sementara budaya tinggi, dibentuk dari atas, dari kalangan aristokrat. Budaya populer ditandai oleh sifatnya yang massal, terbuka untuk siapapun dan lebih mengakar kepada khalayak pemiliknya. Dalam penelitian ini menggunakan jenis penelitian kritis dan menggunakan metode kualitatif.",658.84 - Marketing,Karya Ilmiah - Skripsi (S1) - Reference,Event-marketing,2021,"Universitas Telkom, S1 Digital Public Relations"
PEMANFAATAN INSTAGRAM SEBAGAI MEDIA PENYEBARAN INFORMASI PEMERINTAH KOTA (Studi Deskriptif Kualitatif Terhadap Program Bandung Juara Pemerintah Kota Bandung di Instagram) VINKA AGUSTINE RIZKIANANDA,VINKA AGUSTINE RIZKIANANDA,VINKA AGUSTINE RIZKIANANDA,Muhammad Sufyan Abdurrahman,"Humas Pemerintah Kota Bandung berinovasi membuat program penyebaran informasi untuk mengedukasi, menginformasi, dan juga menginspirasi masyarakat Kota Bandung dalam mengetahui informasi mengenai Pemerintah Kota Bandung dan informasi lainnya. Tujuan dari penelitian ini yaitu untuk mengetahui bagaimana pemanfaatan Instagram sebagai media penyebaran informasi pemerintah kota. Penelitian ini menggunakan metode kualitatif deskriptif sehingga dapat menggambarkan suatu proses, situasi atau fenomena yang sedang terjadi. Penelitian ini dilakukan dengan mengacu pada teori Proses Manajemen Public Relations oleh Cutlip, Center & Broom (2009) yaitu mendefinisikan masalah, perencanaan program, mengambil tindakan dan komunikasi, dan evaluasi. Kesimpulan yang didapatkan dari penelitian ini yaitu pemanfaatan Instagram sebagai media penyebaran informasi pemerintah kota sudah dilakukan dengan cukup baik dengan dilakukannya penyesuaian isi pesan dan proses penyebaran informasi yang dilakukan oleh Humas Pemerintah Kota Bandung.",659.2 - Public relations,Karya Ilmiah - Skripsi (S1) - Reference,Public Relations-strategy,2021,"Universitas Telkom, S1 Digital Public Relations"
Pengaruh Bauran Pemasaran terhadap Kepuasan Pengunjung Taman Safari Indonesia II Prigen Pasuruan Jawa Timur IZKY DWI RISTANTI,IZKY DWI RISTANTI,IZKY DWI RISTANTI,Arif Kuswanto,"Penelitan ini dilakukan untuk mengetahui pengaruh marketing mix terhadap kepuasan pengunjung Taman Safari Indonesia II Prigen. Tujuan dilakukan penelitian ini adalah untuk mengetahui dan menganalisis bagaimana marketing mix yang diberikan kepada pengunjungnya, bagaimana kepuasan pengunjung terhadap marketing mix, besarnya pengaruh marketing mix secara simultan dan parsial terhadap kepuasan pengunjung di Taman Safari Indonesia II Prigen. Penelitian ini menggunakan metode kuantitatif dengan jenis penelitian deskriptif dan kausal. Pengambilan sampel menggunakan metode non-probability sampling dengan purposive sampling dengan jumlah responden 400. Teknik Analisis data yang digunakan adalah analisis deskriptif dan analisis regeresi berganda. Berdasarkan hasil pengujian hipotesis secara simultan, kualitas pelayanan berpengaruh signifikan terhadap kepuasan pengunjung pada Taman Safari Indonesia II Prigen. Hal ini dibuktikan dengan Fhitung > Ftabel (120,082 > 2,60) dengan tingkat signifikansinya 0,000 < 0,05. Berdasarkan hasil uji hipotesis secara parsial (uji t) didapat bahwa variabel product, price, place, promotion, people, process, dan physical evidence berpengaruh signifikan terhadap kepuasan pengunjung pada Taman Safari Indonesia II. Berdasarkan koefisien determinasi didapat bahwa kepuasan pengunjung sebesar 68,2% dan sisanya 31,8% dipengaruhi oleh faktor lain yang tidak diteliti dalam penelitian ini seperti faktor keputusan berkunjung dan loyalitas pengunjung. Kesimpulan penelitian ini, kualitas pelayanan pada Taman Safari Indonesia II Prigen sudah masuk dalam kategori Baik, namun ada beberapa item yang perlu diperbaiki seperti kebersihan dan kenyaman yang ada di Taman Safari Indonesia II.",658.84 - Marketing,Karya Ilmiah - Skripsi (S1) - Reference,Marketing Mix,2021,"Universitas Telkom, S1 Administrasi Bisnis"
PENGARUH BAURAN PROMOSI TERHADAP PROSES KEPUTUSAN PEMBELIAN PADA LAZADA DI KOTA BANDUNG MUHAMMAD RAMADHAN,MUHAMMAD RAMADHAN,MUHAMMAD RAMADHAN,Imanuddin Hasbi,"Perkembangan era digital kini semakin pesat, hal ini dibuktikan pada saat ini dengan adanya internet dapat mudah dinikmati oleh manusia, dan dampaknya sangat luas terhadap kelangsungan aktifitas hidup manusia. Saat ini di Indonesia telah memiliki berbagai macam brand E-Commerce, Banyaknya pengguna internet dan kemajuan teknologi digital yang terjadi saat ini menjadikan manusia menginginkan hal yang praktis dan memiliki kemudahan dalam berbelanja maupun dalam bertransaksi. Lazada menawarkan solusi strategi marketing online atau biasa disebut Lazada Marketing Solution (LSM) bagi brand untuk mengelola “toko online”nya di platform Lazada. Lazada harus melakukan kegiatan pemasaran yang tepat dan efektif untuk konsumen agar dapat mengetahui fitur dan produk yang ditawarkan, sehingga memungkinkan konsumen untuk melakukan proses pembelian produk dalam platform Lazada tersebut akan lebih besar. Penelitian ini bertujuan untuk mengetahui pengaruh bauran promosi terhadap proses keputusan pembelian pada Lazada di Kota Bandung. Metode penelitian ini menggunakan metode kuantitatif. Penelitian ini menggunakan model regresi linier berganda. Teknik penentuan sample menggunakan purposive sampling. Pengumpulan data dilakukan melalui penyebaran kuesioner online melalui goggle form pada 100 responden dengan 19 item pernyataan. Teknik pengolahan data dilakukan dengan analisis deskriptif, uji asumsi klasik, dan uji hipotesis. Hasil penelitian menunjukan bahwa pengaruh bauran pemasaran terhadap proses keputusan pembelian pada Lazada di Kota Bandung adalah 52,5%. Berdasarkan hasil pengujian hipotesis secara parsial dan simultan, bahwa bauran pemasaran memiliki pengaruh terhadap proses keputusan pembelian konsumen. Berdasarkan hasil penelitian, peneliti menyarankan kepada pihak Lazada untuk lebih mengembangkan bauran pemasarannya sehingga konsumen dapat tertarik dalam melakukan proses keputusan pembelian sebuah produk yang ditawarkan oleh platform Lazada.",658.84 - Marketing,Karya Ilmiah - Skripsi (S1) - Reference,Marketing,2021,"Universitas Telkom, S1 Administrasi Bisnis"
Pengaruh Budaya Organisasi dan Knowledge Sharing terhadap Kinerja Karyawan pada Kantor Pusat Perusahaan Umum (Perum) BULOG VANIA MELATI PRAMESTY,VANIA MELATI PRAMESTY,VANIA MELATI PRAMESTY,Anita Silvianita,"Perusahaan Umum (Perum) BULOG merupakan salah satu organisasi yang memerlukan sebuah mekanisme yang mampu mengoptimalkan berbagai komponen dari sumber daya yang ada dalam rangka mengatur dan meningkatkan sumber daya manusia agar perusahaan mampu beradaptasi dengan lingkungannya, baik lingkungan internal maupun eksternal yang terus berubah. Perusahaan perlu memiliki kesiapan dan kemampuan untuk beradaptasi dengan segala perubahan yang terjadi untuk mampu bertahan ataupun memenuhi kebutuhan konsumennya. Terdapat banyak faktor yang dapat dilakukan oleh organisasi terkait hal tersebut, diantaranya dengan mengoptimalkan aspek budaya organisasi, knowledge sharing, dan kinerja karyawan. Oleh karena itu, penelitian ini bertujuan untuk mengetahui dan menganalisis pengaruh budaya organisasi dan knowledge sharing terhadap kinerja karyawan pada Kantor Pusat Perum BULOG. Adapun metode yang digunakan dalam penelitian ini, yaitu metode kuantitatif dengan jenis penelitian deskriptif. Kemudian, pengambilan sampel dilakukan dengan teknik non-probability sampling dengan jumlah responden sebanyak 85 orang dari keseluruhan karyawan yang berada di Kantor Pusat Perum BULOG. Sedangkan teknik analisis data yang digunakan adalah analisis deskriptif dan analisis regresi linier berganda. Hasil dari penelitian berdasarkan analisis deskriptif yang dilakukan oleh peneliti menunjukkan bahwa variabel budaya organisasi berada pada kategori sangat baik, variabel knowledge sharing berada pada kategori baik, dan variabel kinerja karyawan berada pada kategori baik. Berdasarkan uji dan analisis regresi linier berganda yang dilakukan, menunjukkan bahwa terdapat pengaruh yang signifikan dari variabel budaya organisasi dan knowledge sharing terhadap kinerja karyawan, baik secara parsial ataupun simultan. Hal ini menunjukkan bahwa apabila tingkat budaya organisasi dan knowledge sharing tinggi, maka kinerja karyawan pada Kantor Pusat Perum BULOG juga turut meningkat. Perusahaan diharapkan mampu mensosialisasikan peraturan perusahaan dan mendukung kepercayaan diri karyawan, mengadakan kegiatan brainstorming bersama secara rutin, serta memberi arahan mengenai pentingnya sebuah target kerja agar budaya organisasi dan knowledge sharing dalam perusahaan dapat menunjang kinerja karyawan.",658.3 - Personnel management,Karya Ilmiah - Skripsi (S1) - Reference,Human Resources,2021,"Universitas Telkom, S1 Administrasi Bisnis"
PENGARUH GAYA KEPEMIMPINAN DAN BUDAYA ORGANISASI TERHADAP KINERJA KARYAWAN PADA PT TELKOM WITEL ACEH REKHA AULIA AKHRAMAH ISMI,REKHA AULIA AKHRAMAH ISMI,REKHA AULIA AKHRAMAH ISMI,Alex Winarno,"Penelitian ini dilatar belakangi oleh permasalahan tingkat kinerja karyawan PT Telkom Witel Aceh yang belum sesuai dengan harapan perusahaan pada kurun waktu tahun 2018 dan 2019. Tujuan penelitian ini adalah untuk mngetahui dan menganalisis pengaruh Gaya Kepemimpinan dan Budaya Organisasi terhadap Kinerja Karyawan di PT. Telkom Witel Aceh baik secara parsial maupun simultan.
    Penelitian ini menggunakan metode kuantitatif jenis penelitian deskriptif dan kausal. Pengambilan sampel menggunakan metode non probality sampling jenis Sampling Jenuh, jumlah responden sebanyak 50 orang. Teknik analisis menggunakan analisis deskriptif dan analisis regresi linier berganda.
Hasil penelitian menunjukkan bahwa gaya kepemimpinan berada pada kategori kuat, budaya organisasi berada pada kategori sangat kuat dan kinerja karyawan barada pada kategori sangat tinggi. Hasil analisis regresi menunjukkan bahwa  gaya kepemimpinan dan budaya organisasi secara simultan berpengaruh signifikan terhadap kinerja karyawan. sebesar 84,6%, sisanya sebesar 15,4% dipengaruhi variabel lain yang tidak diteliti dalam penelitian ini. Secara parsial gaya kepemimpinan dan budaya organisasi berpengaruh signifikan terhadap kinerja karyawan masing-masing sebesar 39,6 % dan 72,7%.",658.3 - Personnel management,Karya Ilmiah - Skripsi (S1) - Reference,Human Resources,2021,"Universitas Telkom, S1 Administrasi Bisnis"
PENGARUH GREEN MARKETING DAN KUALITAS PRODUK TERHADAP MINAT BELI MELALUI GREEN BRAND IMAGE SEBAGAI VARIABEL INTERVENING (Studi Kasus Pada Pembeli di IKEA Kota Baru Parahyangan) GEMURUH CHAIRUL UMAM,GEMURUH CHAIRUL UMAM,GEMURUH CHAIRUL UMAM,Arry Widodo,"IKEA merupakan salah satu perusahaan yang menjalankan strategi pemasaran melalui konsep green marketing. Berbagai program yang telah IKEA lakukan menunjukkan bahwa perusahaan secara serius telah berkomitmen dalam mewujud kepeduliannya terhadap lingkungan. Kini, IKEA Indonesia terus berekspansi dengan membuka cabangnya yang terbaru yaitu di Jawa Barat yang berlokasi di Kota Baru Parahyangan maka hal tersebut menandakan bahwa semakin tinggi pula minat dan antusiasme masyarakat terhadap apa yang IKEA hendak tawarkan dalam kegiatan bisnisnya dengan pendekatan strategi green marketing dan keunggulan kualitas produk tersebut dalam membentuk persepsi konsumen terhadap citra perusahaan hijau yang di lakukan oleh IKEA. 
Penelitian ini bertujuan untuk mengetahui pengaruh dari green marketing, kualitas produk terhadap minat beli melalui green brand image sebagai variable intervening.
Metode yang digunakan dalam penelitian ini adalah kuantitatif dengan jenis penelitian deskriptif dan kausalitas serta metode analisis SEM-PLS. Teknik pengambilan sampel yang digunakan yaitu teknik non probability sampling dengan jumlah sampel sebanyak 384 konsumen yang akan melakukan pembelian di IKEA Kota Baru Parahyangan.
Berdasarkan hasil analisis deskriptif pada green marketing, kualitas produk, green brand image dan minat beli sudah berada dalam kategori baik dan hasil penelitian dapat disimpulkan bahwa Green marketing berpengaruh positif signifikan terhadap minat beli melalui green brand image sebagai variabel intervening pada IKEA Kota Baru Parahyangan. Kualitas produk berpengaruh positif signifikan terhadap minat beli melalui green brand image sebagai variabel intervening pada IKEA Kota Baru Parahyangan .",658.84 - Marketing,Karya Ilmiah - Skripsi (S1) - Reference,Green Marketing,2021,"Universitas Telkom, S1 Administrasi Bisnis"
Pengaruh Hambatan Minat Berwirausaha Terhadap Minat Berwirausaha Mahasiswa Administrasi Bisnis Telkom University PRILLY AMALIA PUTRI,PRILLY AMALIA PUTRI,PRILLY AMALIA PUTRI,Nuslih Jamiat,"Penelitian ini bertujuan untuk mengetahui Pengaruh Hambatan Minat Berwirausaha Terhadap Minat Berwirausaha Mahasiswa Administrasi Bisnis Telkom University. Metode yang digunakan dalam penelitian ini adalah kuantitatif dengan jenis penelitian analisis deskriptif. Responden dalam penelitian ini adalah 322 Mahasiswa Administrasi Bisnis Telkom University dengan metode pengambilan sampel yaitu probability sampling dan Proportionate stratified random sampling. Hasil penelitian menunjukkan tanggapan responden terdapat pengaruh sebesar 27,2% antara variabel Hambatan Keuangan terhadap variabel Minat Berwirausaha. Terdapat pengaruh sebesar 21,5% antara variabel Hambatan Pengetahuan terhadap variabel Minat Berwirausaha. Terdapat pengaruh sebesar 26% antara variabel Menghindari Risiko terhadap variabel Minat Berwirausaha. Terdapat pengaruh sebesar 26% antara variabel Takut Gagal terhadap variabel Minat Berwirausaha, dan terdapat pengaruh sebesar 12% antara variabel Menghindari Stres terhadap variabel Minat Berwirausaha. Hasil pengolahan dan analisis data menunjukkan bahwa Hambatan Minat Berwirausaha memberikan kontribusi pengaruh secara simultan terhadap Minat Berwirausaha sebesar 50,3% sedangkan sisanya 49,7% dipengaruhi oleh faktor lain diluar variabel Hambatan Minat Berwirausaha.",338.04 - Entrepreneurship,Karya Ilmiah - Skripsi (S1) - Reference,1 Entrepreneurship,2021,"Universitas Telkom, S1 Administrasi Bisnis"
"PENGARUH KARAKTERISTIK KEWIRAUSAHAAN TER-HADAP KEBERHASILAN WIRAUSAHA KOTA BANDUNG
(Studi pada Pengusaha Perempuan di IWAPI Kota Bandung) NENDEN MELY ANAYASARI",NENDEN MELY ANAYASARI,NENDEN MELY ANAYASARI,Fauzan Aziz,"Karakteristik kewirausahaan berpengaruh terhadap keberhasilan wirausaha, dimana karakteristik wirausaha berkembang karena menjadikan usaha sebagai prioritas dalam membantu kondisi perekonomian keluarga. Karakteristik juga dapat dibentuk melalui proses pendidikan dan pengalaman, tidak hanya itu faktor dari keadaan ekonomi membuat karakteristik berkembang seiring dengan berjalannya usaha. Hal ini dapat dilihat dari wirausaha yang ada di IWAPI Kota Bandung.
    Penelitian bertujuan untuk mengetahui pengaruh karakteristik kewirausahaan terhadap keberhasilan wirausaha (Studi pada Pengusaha Perempuan di IWAPI Kota Bandung). Dengan mengambil objek penelitian wirausaha IWAPI Kota Bandung, hasil penelitian ini diharapkan dapat menjadi acuan dan parameter keberhasilan wirausaha serta menggali pentingnya karakteristik kewirausahaan dan mendukung keberhasilan wirausaha.
    Penelitian iini imenggunakan ianalisis iregresi ilinier isederhana idengan imenggunakan imetode ikuantitatif, iterdapat i50 iresponden idalam ipenelitian iini idengan imenggunakan iteknik ipourposive isampling. iHasil ipenelitian iyang idilakukan imenun-jukkan ibahwa iresponden isetuju iadanya ipengaruh ikarakteristik ikewirausahaan iter-hadap ikeberhasilan iwirausaha idi iIWAPI iKota iBandung. iHasil iperhitungan iberdasar-kan ikoefisien ideterminasi imenunjukkan ibahwa iR imenjelaskan iadanya ihubungan iyang isangat ikuat iantara isub-variabel ipercaya idiri, iberorientasi ipada ihasil, ipengambilan irisi-ko, ikepemimpinan, ikeorisinilan idan iberorientasi ike imasa idepan iterhadap ikeberhasilan iusaha iyaitu isebesar i63,1% idan isisanya i36,9% idari ipenelitian iyang itidak iditeliti idalam ipenelitian iini. iSementara ihasil iuji isimultan idiketahui ibahwa ipercaya idiri, iberorientasi ipada ihasil, ipengambilan irisiko, ikepemimpinan, ikeorisinilan idan iberorientasi ike imasa idepan, isecara ibersama-sama i(simultan) iberpengaruh iterhadap ikeberhasilan iwirausaha.",338.04 - Entrepreneurship,Karya Ilmiah - Skripsi (S1) - Reference,1 Entrepreneurship,2021,"Universitas Telkom, S1 Administrasi Bisnis"
