Title,Field1,Penulis1,Penulis2,Abstrak,Klasifikasi,Jenis,Subjek,Tahun,Penerbit
PERANCANGAN USULAN SISTEM USAHA PEMBUATAN WORKSHOP FURNITUR PADA BOOTSTRAP.ID DI KABUPATEN BANDUNG BARAT MUHAMMAD KHALID ASY-SYAFII,MUHAMMAD KHALID ASY-SYAFII,MUHAMMAD KHALID ASY-SYAFII,"ENDANG CHUMAIDIYAH, MARIA DELLAROSAWATI","Bootstrap.id merupakan bisnis yang bergerak dibidang furnitur seperti meja belajar/kantor, meja serba guna, dan kitchen set. Bisnis ini menyediakan jasa konsultasi kepada pelanggan sehingga Bootstrap.id memiliki keunggulan dalam melakukan custom furnitur sesuai dengan keinginan pelanggan. Bootstrap.id mendapati adanya permintaan yg tidak terpenuhi sehingga perlu dilakukannya renovasi pembuatan workshop baru. Berdasarkan rencana tersebut, maka diperlukan analisis kelayakan unutk mengetahui apakah rencana tersebut layak atau tidak dikerjakan. Diperlukan analisis terlebih dahulu terhadap aspek pasar, aspek teknis, dan aspek finansial untuk mengetahui kelayakannya. Berdasarkan hasil yang diperoleh, didapatkan didapatkan nilai NPV sebesar Rp 86.078.152, nilai IRR sebesar 20,67%, dan PBP selama 3,49 tahun. Sehingga dapat dikatakan bahwa rencana tersebut adalah layak. Nilai sensitivitas juga dihitung terhadap empat variabel penting, yaitu kenaikan biaya bahan baku langsung dengan nilai sensitivitas sebesar 7,23%, kenaikan biaya tenaga kerja langsung dengan nilai sensitivitas sebesar 9,69%, penurunan harga jual dengan nilai sensitivitas sebesar 6,99%, dan penurunan demand dengan nilai sensitivitas sebesar 6,99%. Kata kunci – Analisis kelayakan, NPV, IRR, PBP, Analisis Sensitivitas",658.404 1 - Project management-Feasibility study,Karya Ilmiah - Skripsi (S1) - Reference,"Feasibility Study, Project Management,",2022,"Universitas Telkom, S1 Teknik Industri"
SISTEM MONITORING PARAMETER HIDROPONIK RUMAHAN MENGGUNAKAN NODEMCU DENGAN METODE PROTOTYPE ALDA ANDITA NURANI,ALDA ANDITA NURANI,ALDA ANDITA NURANI,"Ahmad Musnansyah, Djohar Syamsi","Hidroponik merupakan sistem budidaya tanaman tanpa menggunakan tanah sebagai media tumbuh tanaman. Pemberian nutrisi di butuhkan untuk budidaya tanaman secara hidroponik, unsur hara esensial baik makro maupun mikro. Penggunaan alat ukur yang masih manual membutuhkan waktu pada saat proses pengukuran, untuk memudahkan proses tersebut memerlukan bantuan teknologi. Salah satu metode penanaman dengan menggunakan prinsip NFT (Nutrient Film Technic) dengan sistem monitoring yang menjadi solusi pertanian di lahan sempit. Agar dapat membantu memantau kondisi pada pH, PPM, dan suhu di sekitar tanaman stabil. Sistem menggunakan NodeMCU sebagai kendali perintah dan sebagai penerima data dari sensor pH untuk mengukur keasaman, sensor TDS untuk mengukur kepekatan cairan nutrisi, sensor DHT22 untuk mengukur suhu dan kelembaban pada sekitar tanaman hidroponik. Pada penelitian ini penulis akan membangun sistem informasi untuk memonitoring pertumbuhan tanaman yang akan membaca nilai dan data dari setiap sensor yang akan disimpan pada basis data Firebase. Kemudian nilai dan data akan diteruskan ke webserver yang hasil pembacaan akan ditampilkan di halaman website Hidroponik System. Tujuannya untuk menampilkan kadar pH nutrisi, nilai PPM, suhu dan kelembaban pada tanaman hidroponik. Hasil pengujian dari setiap sensor untuk pembacaan besaran nilai pada pH memiliki presentase kesalahan rata-rata sebesar 0,063% dan variabel pH mempunyai nilai standar deviasi 7.21 Nilai tersebut lebih besar dari nilai mean yaitu 0.81. Hal ini menandakan bahwa nilai pH bersifat basa. Pada sensor TDS untuk pembacaan besaran PPM memiliki persentase dengan nilai standar deviasi 6.98. Nilai tersebut sesuai dengan perhitungan error dan rata-rata standar deviasi pada setiap sampel.",005.12 - Software System Analysis and Design,Karya Ilmiah - Skripsi (S1) - Reference,Application Software-design,2022,"Universitas Telkom, S1 Sistem Informasi"
USER INTERFACE DESIGN OF WEBSITE ROLL AS ONLINE MARKETPLACE FOR PHOTOGRAPHER RENTAL USING USER CENTERED DESIGN METHOD RIFQI NAUFALHANIF SATRIO WIBOWO,RIFQI NAUFALHANIF SATRIO WIBOWO,RIFQI NAUFALHANIF SATRIO WIBOWO,"Faishal Mufied Al-Anshary, Margareta Hardiyanti","Perkembangan internet yang sangat pesat telah menghasilkan banyak manfaat bagi banyak orang. Dalam perkembangannya, banyak orang yang memanfaatkannya sebagai media jejaring sosial, pencarian informasi, dan kebutuhan lainnya yang dapat diselesaikan dengan cepat dan tepat. Oleh karena itu, teknologi informasi saat ini tidak dapat ditinggalkan untuk memberikan kontribusi yang signifikan terhadap aktivitas masyarakat saat ini. Dalam bisnis yang berbasis hobi seperti fotografi, pemanfaatan Teknologi Informasi sangat membantu dalam menunjang kelancaran bisnis tersebut, walaupun saat ini memiliki beberapa kendala. Salah satu kendala dalam bisnis ini adalah mengalami kesulitan karena tidak memiliki platform/klien yang sangat berpengaruh untuk memasarkan namanya. Dari segi penyedia jasa, masyarakat yang ingin menggunakan jasa fotografi yang sudah populer saat ini mengalami kesulitan untuk menghubungi mereka dan lain sebagainya. Untuk mengatasi permasalahan tersebut maka perlu dibangun sebuah website untuk memasarkan dan memesan jasa fotografi yang bernama Roll. Dalam pengembangan website ini dilakukan perancangan user interface menggunakan metode User-Centered Design (UCD), lalu dilakukan pengujian dengan membandingkan skor website yang ada dan mendesain ulang website menggunakan metode Usability Testing dan System Usability Scale (SUS) sebagai standar pengujian. Berdasarkan pengujian yang dilakukan, hasil yang didapat dari desain website yang ada adalah 54 untuk desain A dan 70,3 untuk desain B. kemudian dilakukan proses redesign pada desain B dan pengujian ulang didapatkan hasil sebesar 81,5.","005.437 - User interfaces; graphical user interfaces, windowing programs",Karya Ilmiah - Skripsi (S1) - Reference,User Interfaces,2022,"Universitas Telkom, S1 Sistem Informasi (Internationa Class)"
USULAN KEGIATAN MONITORING PADA PROSES PEMBANGUNAN RUMAH DI PT. MUJUR MAJALENGKA UTAMA DENGAN MENGGUNAKAN METODE BUSINESS PROCESS IMPROVEMENT RAMA YUDHA PRATAMA KARIWIRA,RAMA YUDHA PRATAMA KARIWIRA,RAMA YUDHA PRATAMA KARIWIRA,"WIYONO, HERIYONO LALU","Proses monitoring dan controlling dalam pembangunan rumah di grand hegar dawuan masih belum dilakukan sehingga menyebabkan terjadinya ketidaksesuaian waktu perencanaan dengan waktu actual, PT. Mujur Majalengka Utama merupakan sebuah perusahaan developer perumahan pada perumahan grand hegar dawuan. Untuk mencegah permasalahan yang dialami oleh PT. Mujur Majalengka Utama ini, perlu dilakukan perbaikan dalam proses pembangunan rumah tersebut dengan cara menetapkan risk register dan memperbaiki serta merancang SOP proses pembangunan rumah sesuai dengan kausul 8.1 dan 8.7 ISO 9001:2015, membuatkan dashboard monitoring dan controlling, melakukan inspection setelah proses yang sering terjadinya kesalahan, dan menambahkan 1 pekerja yang diberikan tugas untuk melakukan usulan dari penelitian ini. Data yang digunkan dalam penelitian kali ini adalah rancangan anggaran biaya (RAB), kondisi eksisting, data potensi risiko, struktur organisasi, job description, requirement ISO 9001:2015. Kondisi ekstisting dari proses pembangunan dibandingkan dengan dengan requirement ISO 9001:2015 didapatkan beberapa gap. Kondisi aktual yang masih sering terjadinya keterlambatan dalam pembangunan rumah disebabkan beberapa potensial risiko negatif internal dan eksternal kemudian diolah menggunakan risk register. selanjutnya dibuat perancangan proses dengan inputan gap dan risk register. Hasil dari perancangan proses ini dilakukan perbaikan dengan business process improvement dengan langkah apply improvement technique. Hasil dari penelitian ini dashboard spreadsheet untuk monitoring dan controlling, perbaikan dan perancangan SOP proses pembangunan rumah yang telah memenuhi ISO 9001:2015, gap, dan risk register.",658.501 - industri,Karya Ilmiah - Skripsi (S1) - Reference,Business Process,2022,"Universitas Telkom, S1 Teknik Industri"
USULAN PERANCANGAN PEMELIHARAAN MESIN CONTINOUS MIXER 60 TON MENGGUNAKAN METODE OVERALL EQUIPMENT EFFECTIVENESS (OEE) DENGAN ANALISIS OVERALL THROUGHPUT EFFECTIVENESS (OTE) DI PT. KOMATSU INDONESIA AGI YOGASWARA,AGI YOGASWARA,AGI YOGASWARA,"FRANSISKUS TATAS DWI ATMAJI, RIO AURACHMAN","PT. Komatsu Indonesia merupakan perusahaan yang bergerak dibidang manufaktur alat berat. Proses produksi pada PT. Komatsu Indonesia sangatlah kompleks sehingga sangat penting untuk selalu menjaga pemeliharaan pada mesin yang ada di PT. Komatsu Indonesia, salah satunya mesin Continous Mixer 60 Ton. Dimana perlu dilakukannya evaluasi peningkatan kinerja mesin pada mesin Continous Mixer 60 Ton. Untuk melakukan evaluasi pada mesin Continous Mixer 60 Ton di penelitian ini menggunakan metode Overall Equipment Effectiveness (OEE) dan kemudian dilanjutkan dengan analisis Overall Throughput Effectiveness (OTE). Tujuan dari penelitian ini adalah untuk mengukur efektivitas dan keseluruhan kinerja pada mesin Continous Mixer 60 Ton, mengetahui kerugian yang dihasilkan dalam proses produksi dengan six big losses, dan membuat aplikasi sederhana yang akan membantu dalam proses produksi mengunakan mesin Continous Mixer 60 Ton. Berdasarkan perhitungan, nilai OEE dan OTE mesin Continous Mixer 60 Ton bulan April 2019 sampai bulan Maret 2020 yaitu sebesar 45.49% dan 47.61%. Kedua nilai tersebut masih dibawah nilai standar JIPM dan standar perusahaan. Rendahnya nilai OEE dipengaruhi oleh nilai losses yang paling dominan yaitu reduce speed losses sebesar 46%. Berdasarkan diagram sebab-akibat, tingginya nilai losses ini mempengaruhi performance efficiency pada mesin yang disebabkan oleh faktor manusia, mesin, material, dan metode. Berdasarkan rancangan aplikasi yang telah dibuat aplikasi ini bertujuan untuk mempermudah dalam perhitungan metode OEE, OTE, dan six big losses. Aplikasi ini menggunakan Microsoft excel agar lebih mudah diakses serta lebih sederhana.","658.202 - Maintenance management, Total productive maintenance",Karya Ilmiah - Skripsi (S1) - Reference,Maintenance Management,2022,"Universitas Telkom, S1 Teknik Industri"
A CHARACTERIZATION OF SUPER WIDEBAND PLANAR ANTENNA WITH CPW FEED AND CIRCULAR SHAPE PATCH MAHENDRA DIWASASRI REKA PRAVYANA,MAHENDRA DIWASASRI REKA PRAVYANA,MAHENDRA DIWASASRI REKA PRAVYANA,"AGUS DWI PRASETYO, TRASMA YUNITA","Super-wideband (SWB) antenna become eagerly demanding to cover both short and long range transmission for ubiquitous services because UWB antenna are not efficient enough to diverse the communication systems. Distinctively, SWB does not have predefined range of operating frequency and need to maintain a return loss less than -10 dB and VSWR less than 2 over the entire frequency range of 10:1 bandwidth ratio whereas UWB should attain an absolute minimum bandwidth of 500 MHz or a minimum fractional bandwidth of 20%. This thesis use insertion of slot method in frequency range of 1-30 GHz on the antenna system expected to achieve SWB. This thesis also use microstrip circular patch, the tapered coplanar waveguide (CPW) feed and spline curved ground plane method. This thesis gradually simulated and analyzed 4 model SWB planar antenna with tapered CPW feed, circular shape patch, and curved spline groundplane using slot in frequency range of 1-30 GHz. Simulated with FR-4 substrate with 4.3 dielectric constant, and thickness of 1.6 mm. The SWB planar antenna with tapered CPW feed, circular shape patch, and curved spline groundplane using slot have achieve total bandwidth of 96.01% (single-band) that achieve SWB bandwidth ratio of 13.91:1. The final result managed to get a SWB antenna that works in 2.1579 - 30 GHz and deeper minimum return loss at -45.5482 GHz.","621.382 - Communications engineering, Analog, Digital, Electronic communications, Telecommunications, Digital data and telecommunications engineering",Karya Ilmiah - Skripsi (S1) - Reference,"Telecommunication Engineering, Antennas,",2022,"Universitas Telkom, S1 Teknik Telekomunikasi"
"ALAT PENDETEKSI ZAT RHODAMINE B, FORMALIN, BORAKS DAN PEWARNA TEKSTIL PADA MAKANAN MENGGUNAKAN METODE FUZZY MAMDANI BERBASIS INTERNET OF THINGS BAIQ YUPANI WAYANA",BAIQ YUPANI WAYANA,BAIQ YUPANI WAYANA,"RENDY MUNADI, SOFIA NANING HERTIANA","Peran bahan tambahan pangan khususnya bahan pengawet menjadi semakin penting sejalan dengan kemajuan tekhnologi produksi bahan tambahan pangan sintesis. Penyalahgunaan penambahan zat pewarna pada makanan masih sering ditemukan contohnya penggunaan zat pewarna untuk tekstil seperti rhodamin b,serta zat-zat yang berbahaya bagi tubuh seperti boraks dan formalin. Dari permasalahah tersebut maka dibuatlah sebuah alat dengan menggunakan mikrokontroler ESP8266 dengan menanfaatkan teknologi Internet of Things (IoT), sistem dirancang menggunakan LCD 16x2 dengan sensor Warna TCS34725. Pengujian kandungan rhodamin b, boraks, formalin, dan pewarna tekstil dilakukan dengan mencampur ekstrak kunyit pada sampel, perubahan warna yang terjadi terhadap sampel akan dibaca oleh sensor warna TCS34725 dan dikirim secara wireless ke sebuah Aplikasi Android. Klasifikasi data dilakukan dengan menggunakan metode Fuzzy Mamdani. Setelah dilakukan beberapa pengujian, sistem berhasil mendeteksi kadar zat formalin, pewarna tekstil, rhodamin dan boraks pada makanan dan ditampilkan pada aplikasi Android. Hasil pengujian QoS kinerja dari alat ke firebase mendapatkan nilai delay sebesar 5.938 ms dan throughput senilai 44,06 Mbps, pengujian dari firebase ke aplikasi Android mendapatkan nilai delay yaitu 5.876 ms dan nilai throughput sebesar 52,16Mbps, dan pengujian dari alat ke aplikasi Android memiliki nilai delay 4.666 ms dengan nilai throughput sebesar 62,27 Mbps.","621.382 - Communications engineering, Analog, Digital, Electronic communications, Telecommunications, Digital data and telecommunications engineering",Karya Ilmiah - Skripsi (S1) - Reference,"Telecommunication Engineering, Internet Of Things,",2022,"Universitas Telkom, S1 Teknik Telekomunikasi"
"ANALISA KINERJA SMART DOOR BERBASIS VOICE
RECOGNITION ANGGIT BAGASKARA",ANGGIT BAGASKARA,ANGGIT BAGASKARA,"IMAN HEDI SANTOSO, SEVIERDA RANIPRIMA","Biometrik adalah autentifikasi secara biologis yang memungkinkan sistem dapat mengenali penggunanya. Beberapa pengenalan biometrik antara lain retina, pengenalan wajah (face recognition), pengenalan sidik jari (fingerprint recognition) dan pengenalan suara (voice recognition). Voice Recognition mengalami perkembangan sehingga dapat dikombinasikan dengan Hidden Markov Model (HMM) agar fungsinya saling bersinergi satu sama lain. Harapannya dapat saling mendukung dan membantu manusia kedepannya agar dapat membantu kehidupan sehari-hari. Voice Recognition secara umum digunakan untuk proses identifikasi dan verifikasi menggunakan suara. Identifikasi suara adalah proses untuk mengenali identitas seseorang, sedangkan verifikasi suara adalah proses untuk memastikan data suara yang diberikan cocok dengan database library yang sebelumnya sudah di inisialisasi. Voice Recognition dengan konfigurasi tertentu yang dikombinasikan dengan HMM diharapkan dapat menjadi solusi untuk mendukung identifikasi dan inisiasi tersebut. Tugas Akhir ini menggunakan Raspberry Pi 4B yang dikombinasikan dengan HMM berupa Google Voice untuk memproses suara Raspberry Pi agar dapat membuka Solenoid Door Lock. Hasil yang didapatkan dari Tugas Akhir ini adalah menggunakan USB Microphone untuk mengubah suara menjadi gelombang elektromagnetik agar dapat di proses oleh Raspbery pi. Dari hasil uji coba di setiap perintah suara yang dilakukan sebanyak 10 kali dengan jarak 1 cm, 5 cm, 10 cm, 15 cm, 20 cm, 30 cm, 40 cm, 50 cm, 60 cm, dan 70 cm, dapat disimpulkan bahwa jarak ideal sumber suara terhadap microphone adalah 50 cm dengan tingkat keberhasilan sebesar 83%. Kata Kunci : Raspberry Pi, Voice Recognition, Biometrik, HMM",006.31 - Machine Learning,Karya Ilmiah - Skripsi (S1) - Reference,"Machine - Learning, Sensor,",2022,"Universitas Telkom, S1 Teknik Telekomunikasi"
"ANALISIS ALGORITMA SUPPORT VECTOR
MACHINE DALAM KLASIFIKASI PENYAKIT STROKE KENNY RIVA SULAEMAN",KENNY RIVA SULAEMAN,KENNY RIVA SULAEMAN,"CASI SETIANINGSIH, RANDY ERFA SAPUTERA","Stroke merupakan penyakit yang menyerang fungsional otak yang dalam istilah medis biasa disebut Transient Ischaemic Attack merupakan penyakit neurologik yang terjadi karena gangguan suplai darah menuju bagian otak yang terjadi secara mendadak. Penanganan stroke harus dilaksanakan secara cepat dan tepat guna menghindari kecacatan atau komplikasi lanjut. Di era teknologi yang sangat berkembang ini penulis membuat program machine learning guna mengidentifikasi seseorang untuk terkena stroke, agar masyarakat lebih sadar agar akan bahaya penyakit tersebut. Metode yang digunakan penulis adalah Support Vector Machine (SVM) untuk mengklasifikasi seseorang untuk terdampak penyakit stroke, metode SVM ini sangat cocok untuk digunakan karena SVM memiliki akurasi yang cukup bagus untuk sebuah klasifikasi. Dengan adanya program ini seseorang akan mengetahui seberapa persen kemungkinan untuk seseorang tersebut terkena stroke dan tidak terkena stroke, yang akan diketahui melalui persentase yang akan keluar setelah program dijalankan. Tujuan dari penulis membuat program ini adalah untuk menguji algoritma SVM dalam klasifikasi data penyakit stroke, program ini menggunakan klasifikasi SVM yang mendapatkan hasil akurasi tertinggi dari data unbalance pada kernel linear yaitu 76% dan polynomial sebesar 80%. Untuk data yang balanced penulis mendapatkan hasil akurasi pada kernel linear 77%, dan di polynomial 76%.",518.1 - Algorithms,Karya Ilmiah - Skripsi (S1) - Reference,"Algorithm Analysis, Biomedical Engineering,",2022,"Universitas Telkom, S1 Teknik Komputer"
Analisis Interaksi e-WOM Pengguna Transportasi Online di Media Sosial Untuk Meningkatkan Customer Engagement Menggunakan Social Network Analysis (Studi pada: Gojek dan Grab) SITIKAMALLIAH,SITIKAMALLIAH,SITIKAMALLIAH,"HERRY IRAWAN, Tri Widarmanti",ABSTRAK,"658.802 - General topics of marketing management, Communication in marketing, Green marketing, Market Segmentation, Marketing strategy",Karya Ilmiah - Skripsi (S1) - Reference,"Marketing Strategy, Marketing Communication,",2022,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
"ANALISIS INTERFERENSI DAN ALGORITMA MANAJEMEN DAYA
PADA KOMUNIKASI D2D UNDERLAY JARINGAN SELULER 5G I PUTU YOWAN NUGRAHA SUPARTA",I PUTU YOWAN NUGRAHA SUPARTA,I PUTU YOWAN NUGRAHA SUPARTA,"NACHWAN MUFTI A., VINSENSIUS SIGIT","Pada perkembangan zaman, kebutuhan manusia akan teknologi telekomunikasi semakin meningkat. Meningkatnya jumlah pengguna pada jaringan seluler menyebabkan kepadatan trafik pada Base Station (BS). Salah satu solusi yang ditawarkan untuk menyelesaikan masalah ini adalah dengan menggunakan teknologi komunikasi Device to Device (D2D). Komunikasi D2D memungkinkan pengguna dapat berkomunikasi secara langsug tanpa melalui BS. Keuntungan dari komunikasi ini adalah memungkinkan tercakupnya banyak pengguna, namun di sisi lain, adanya dampak interferensi pada model komunikasi ini membutuhkan managemen interferensi, agar efek interferensi dapat diminimalkan. Pada penelitian ini, penulis menawarkan solusi untuk meminimalkan dampak interferensi dengan mengalokasikan Resource Block (RB) menggunakan algoritma greedy, kemudian mengalokasikan daya dengan memanfaatkan algoritma mixed strategy. Sistem simulasi yang akan dirancang yaitu semua user equipment menggunakan skema uplink SC-FDMA. Pada penelitian ini, penulis menggunakan dua skenario yang berbeda, yaitu dengan memvariasikan jumlah pasangan D2D dan memvariasikan jarak radius sel. Berdasarkan hasil simulasi yang diperoleh, metode yang diusulkan penulis mendapatkan hasil yang baik pada kedua skenario yang diusulkan, dengan hasil terbaik pada skenario pertama dengan nilai rataan sumrate 2.49 x 108 bps, nilai rataan Power Efficiency 12.37 x 104 bps/mWatt, nilai rataan Spectral Efficiency 2.510 bps/Hz dan nilai rataan Total Power Used 2106.61 mWatt. Kata Kunci : Device-to-Device, Mixed Strategy, Sumrate, dan Power Efficiency","621.382 - Communications engineering, Analog, Digital, Electronic communications, Telecommunications, Digital data and telecommunications engineering",Karya Ilmiah - Skripsi (S1) - Reference,"Telecommunication Engineering, Cellular Telephone Systems,",2022,"Universitas Telkom, S1 Teknik Telekomunikasi"
ANALISIS KEAMANAN PADA BLUETOOTH LOW ENERGY (BLE): IMPLEMENTASI DI WIRELESS BODY AREA NETWORK (WBAN) MENGGUNAKAN WATCHDOG SEBAGAI INSTRUSION DETECTION SISTEM (IDS) PRAMESTA KHARISMA KUSUMADANI,PRAMESTA KHARISMA KUSUMADANI,PRAMESTA KHARISMA KUSUMADANI,"IDA WAHIDAH, FARDAN","Bluetooth Special Interest Group (SIG) telah mengembangkan Bluetooh Low Energi (BLE) yaitu salah satu protocol Bluetooth klasik dengan fitur utama konsumsi dayanya yang rendah. Namun, BLE masih rentan dalam segi keamanan. Oleh karena itu tugas akhir ini membuat Intrusion Detection System (IDS) berbasis signature yang memiliki kemampuan menganalisis perilaku sistem berdasarkan peraturan yang telah dibuat. Keuntungan menggunakan IDS berbasis signature adalah tidak adanya kesalahan dalam mendeteksi serangan yang telah dikenaliTugas akhir ini menggunakan BLE dengan jaringan mesh dan sensor DHT11 sebagai jaringan yang akan diuji. Pada BLE Mesh sendiri menggunakan library dari Espressif untuk mensupport jaringan mesh. Sensor DHT11 digunakan sebagai bentuk implementasi dari jaringan Wireless Body Area Network (WBAN). Topologi yang sudah dibangun akan dipantau oleh node watchdog. Watchdog adalah node IDS yang berbasis signature dengan tujuan memantau dan menganalisis lalu lintas jaringan. Node Watchdog menggunakan Raspberry Pi 3B+ yang telah diinstall Aplikasi IDS dan Wireshark. Setiap paket yang tertangkap oleh watchdog akan direkam menggunakan Wireshark. Kemudian Aplikasi IDS akan menganalisis lalu lintas dan memberikan peringatan. Hasil penelitian menunjukan bahwa IDS yang dibangun mampu membaca log Wireshark berupa tangkapan lalu lintas Jaringan BLE serta dapat mengidentifikasi keadaan lalu lintas Jaringan BLE. Indikasi keadaan lalu lintas didasari dengan paket “Unknown” dan “Delta Time” yang bernilai 0µs. IDS mengindikasikan lalu lintas tersebut normal jika tidak terdeteksi paket “Unknown” dan “Delta Time” yang bernilai 0µs, sedangkan IDS mendeteksi gangguan jika terdeteksi paket “Unknown” dan tidak mendeteksi “Delta Time” yang bernilai 0µs. Kemudian IDS mendeteksi jaringan dalam keadaan diserang jika terdeteksi paket “Unknown” dan “Delta Time” yang bernilai 0µs. Selain itu IDS dapat memberikan informasi berupa jumlah paket dan waktu penangkapan paket dan jumlah paket yang menindikasikan serangan. Penelitian ini juga menghitung kualitas dari jaringan BLE dan hasil yang ditunjukkan bahwa jaringan BLE memiliki nilai rata-rata jitter 2µs dan rata-rata delay 3.7ms. Berdasarkan standar TIPHON, artinya Jaringan BLE yang dibentuk berkualitas sangat baik. Kata Kunci: Bluetooth Low Energy, Mesh Network, Signature-Based IDS, Watchdog","621.382 - Communications engineering, Analog, Digital, Electronic communications, Telecommunications, Digital data and telecommunications engineering",Karya Ilmiah - Skripsi (S1) - Reference,"Wireless - Communications Networks, Network Security,",2022,"Universitas Telkom, S1 Teknik Telekomunikasi"
ANALISIS PERFORMA ALOKASI SUMBER DAYA DENGAN SKEMA REUSE CHANNEL MENGGUNAKAN ALGORITMA HUNGARIAN PADA SISTEM KOMUNIKASI D2D ANDI FANY,ANDI FANY,ANDI FANY,"NACHWAN MUFTI A., VINSENSIUS SIGIT","Komunikasi Device-To-Device (D2D) adalah konsep yang memungkinkan komunikasi langsung dari User Equipment (UE) tanpa perlu berkomunikasi melalui Base Station (BS). Komunikasi D2D dapat membagikan aksesnya dan memperluas cakupan cell yang dapat mempermudah pengguna dalam berkomunikasi. Pada penelitian ini bertujuan untuk memaksimalkan pengalokasian D2D ke kanal yang tersedia dengan skema reuse kanal. 
Skema yang dirancang memiliki dua fase. Pada fase pertama, setiap pasangan D2D dialokasikan ke masing-masing kanal yang tersedia menggunakan algoritma Hungarian. Bagi pasangan D2D yang belum teralokasikan pada fase pertama maka dilakukan reuse kanal menggunakan algoritma Hungarian dengan catatan kondisi kanal dapat digunakan kembali. Setelah simulasi dilakukan, dilanjutkan menghitung parameter performa untuk mengetahui kualitas dari model sistem yang dirancang. 
Dilakukan analisis hasil setelah model sistem disimulasikan dan diperoleh hasil parameter performa. Skema yang dirancang ini menghasilkan nilai sum rate sebesar 2,739 × 108 bps, efisiensi daya sebesar 1,091 × 105 bps/mW, efisiensi spektral sebesar 13,7 bps/Hz, fairness pada sisi BS sebesar 0,665 dan fairness pada sisi D2D sebesar 0,676.","621.382 - Communications engineering, Analog, Digital, Electronic communications, Telecommunications, Digital data and telecommunications engineering",Karya Ilmiah - Skripsi (S1) - Reference,"Telecommunication, Telecommunication Systems,",2022,"Universitas Telkom, S1 Teknik Telekomunikasi"
ANALISIS PERFORMANSI ALOKASI SUMBER DAYA RADIO BERDASARKAN ALGORITMA HUNGARIAN DENGAN METODE SARSA PADA KOMUNIKASI D2D BERBASIS PD-NOMA WIWIT MONICA PUTRI,WIWIT MONICA PUTRI,WIWIT MONICA PUTRI,"NACHWAN MUFTI A., VINSENSIUS SIGIT","Sistem komunikasi Device-to-Device (D2D) merupakan sistem komunikasi dimana setiap user melakukan komunikasi secara langsung tanpa harus melintasi Base Station (BS). Komunikasi D2D dilakukan dengan menggunakan kembali resource block dari Cellular User Equipment (CUE). Penggunaan resource block secara bersamaan antara D2D dengan CUE dapat mengurangi beban trafik di BS. Namun menyebabkan interferensi dan tidak efisien daya pada komunikasi D2D. Dengan adanya permasalahan tersebut maka pada penelitian ini, dilakukan pengalokasian resource block pada single cell dengan arah komunikasi downlink menggunakan algoritma Hungarian. Setelah melakukan pengalokasian resource block, tahap selanjutnya adalah pengalokasian daya menggunakan metode State Action Reward State Action (SARSA) berbasis Power Domain Non-Orthogonal Multiple Access (PD-NOMA). Kemudian dilakukan perbandingan performansi antara skema alokasi daya fixed dengan skema alokasi daya SARSA dengan metode PD-NOMA. Berdasarkan simulasi yang dilakukan, skema alokasi resource block dengan alokasi daya SARSA memberikan performansi yang lebih baik dibandingkan dengan skema alokasi resource block dengan alokasi daya fixed. Dimana rata-rata sum data rate diperoleh dengan memvariasikan jumlah pasangan D2D dengan nilai 2.89×10^7 bps, power efficiency 2.89×10^5 bps/mwatt dan spectral efficiency 8.04 bps/Hz.","621.382 - Communications engineering, Analog, Digital, Electronic communications, Telecommunications, Digital data and telecommunications engineering",Karya Ilmiah - Skripsi (S1) - Reference,"Telecommunication, Radio Engineering, Signal Processing,",2022,"Universitas Telkom, S1 Teknik Telekomunikasi"
"ANALISIS PERFORMANSI RELAY AIDED BERDASARKAN
ALGORITMA ITERATIVE PADA KOMUNIKASI D2D UNDERLAYING ANDI KAHFI BASOFI",ANDI KAHFI BASOFI,ANDI KAHFI BASOFI,"NACHWAN MUFTI A., VINSENSIUS SIGIT","Sistem komunikasi device to device (D2D) merupakan sistem komunikasi yang dilakukan oleh dua pengguna yang berkomunikasi secara langsung tanpa melalui eNodeB. D2D digunakan sebagai solusi dalam mengatasi pesatnya jumlah celluler user (CU) seiring dengan perkembangan pesatnya internet of things (IOT) pada jaringan 5 generation (5G) dan meningkatnya jumlah aplikasi baru yang muncul seperti multimedia dan jaringan sosial. Akan tetapi, dalam penggunaan D2D masih belum optimal dalam mengatasi beban trafik yang sangat meningkat pesat akibat pesatnya pengguna. Oleh karena itu, kami mengusulkan penambahan perangkat dalam komunikasi D2D untuk mengatasi pesatnya jumlah CUE.","621.382 - Communications engineering, Analog, Digital, Electronic communications, Telecommunications, Digital data and telecommunications engineering",Karya Ilmiah - Skripsi (S1) - Reference,"Telecommunication, Telecommunication System, Signal Processing,",2022,"Universitas Telkom, S1 Teknik Telekomunikasi"
