Title,Text1,Penulis1,Penulis2,Abstrak,KataKunci,Klasifikasi,Jenis,Subjek,Tahun,Penerbit
PERANCANGAN ROADMAP PENGEMBANGAN SEKTOR PRIORITAS TERHADAP PEMULIHAN EKONOMI JAWA BARAT PASCA COVID-19 DENGAN PENDEKATAN INPUT OUTPUT DANA AZIZAH RAHMAT,DANA AZIZAH RAHMAT,DANA AZIZAH RAHMAT,"Rio Aurachman,  Sinta Aryani",,,"339.5 - Macroeconomic policy, Income policy(Wage-price policy), Economic stabilization and growth, Equilibrium, Full employment policy",Karya Ilmiah - Skripsi (S1) - Reference,Macroeconomics,2022,"Universitas Telkom, S1 Teknik Industri"
PERANCANGAN STRATEGI PEMASARAN KAWANCERITA.ID MENGGUNAKAN METODE ANALISIS SWOT DAN QSPM DAFFA RAIHAN DITYO,DAFFA RAIHAN DITYO,DAFFA RAIHAN DITYO,"SARI WULANDARI, AGUS ACHMAD SUHENDRA","<p>Kawancerita.id hadir pada tahun 2019 dan terbentuk berdasarkan pengalaman setiap orang dalam menghadapi gangguan kesehatan mental sehingga Kawancerita.id hadir dengan harapan untuk bisa menjadi penyedia layanan konseling. Kawancerita.id posisi persaingan paling rendah di antaraa para pesaingnya. Hal ini tentunya bukan tanpa sebab. Kawancerita.id masih berada pada tahap <em>introduction</em> serta belum memiliki struktur bisnis serta program pemasaran yang jelas. Selain itu, Kawancerita.id belum memberikan inovasi produk layanan yang dapat bersaing dengan para pesaingnya.</p>",Seluruh 1 koleksi sedang dipinjam,"658.802 - General topics of marketing management, Communication in marketing, Green marketing, Market Segmentation, Marketing strategy",Karya Ilmiah - Skripsi (S1) - Reference,"Marketing Strategy, Marketing Management,",2022,"Universitas Telkom, S1 Teknik Industri"
Perancangan User Experience Mobile Application Booking Online Pet Grooming untuk Customer Petshop dengan Metode User- Centered Design(Studi Kasus: Kimi Petshop Rancaekek) NUR MUHAMMAD PUTRA SETIADI,NUR MUHAMMAD PUTRA SETIADI,NUR MUHAMMAD PUTRA SETIADI,"Anisa Herdiani, Rosa Reska Riskiana","<p>Kata kunci : Petshop, User Experience, User-Centered Design, System Usability Scale, Mobile Application.</p>",,005.1 - software engineering,Karya Ilmiah - Skripsi (S1) - Reference,"Software Engineering, User Interfaces,",2022,"Universitas Telkom, S1 Informatika"
PERANCANGAN USULAN MODEL BISNIS PADA AMBRASTA COFFEE DENGAN MENGGUNAKAN PENDEKATAN BUSINESS MODEL CANVAS PATRICIA REGINA BATSYEBA,PATRICIA REGINA BATSYEBA,PATRICIA REGINA BATSYEBA,"Sinta Aryani, Meldi Rendra",,,658.401 2 - STRATEGIC MANAGEMENT,Karya Ilmiah - Skripsi (S1) - Reference,"Business Planning, Business Management,",2022,"Universitas Telkom, S1 Teknik Industri"
Segmentasi Optik Disc dan Cup untuk Membantu Pendeteksian Glaukoma Menggunakan Segmentation Transformer M RAEHAN AKBAR,M RAEHAN AKBAR,M RAEHAN AKBAR,"Ema Rachmawati, Mahmud Dwi Sulistiyo","<p><br /> Kata-Kunci: Glaucoma ,Disc, Cup, Segmentasi, Segmentation Transformers, Transformers.</p>",,006.37 - Computer Vision,Karya Ilmiah - Skripsi (S1) - Reference,"Computer Vision, Optical Communications-visual Image,",2022,"Universitas Telkom, S1 Informatika"
Single Page Aplikasi Website Prediksi Kualitas Udara What The Air MUHAMMAD ABDURRAHMAN AL - JAUZY,MUHAMMAD ABDURRAHMAN AL - JAUZY,MUHAMMAD ABDURRAHMAN AL - JAUZY,"Sri Suryani Prasetyowati, Yuliant Sibaroni","<p><strong>Polusi udara biasa diartikan sebagai pencemaran udara dimana jumlah bahan pencemar berada diluar batas. </strong><strong>Kualitas udara saat ini adalah salah satu</strong> <strong>faktor penting dalam kehidupan sehari - hari.</strong> <strong>Terlalu</strong> <strong>banyak</strong> <strong>menghirup</strong> <strong>udara</strong> <strong>dengan</strong> <strong>kualitas</strong> <strong>yang</strong> <strong>rendah</strong> <strong>dapat berdampak buruk pada kesehatan.</strong> <strong>Dengan menggunakan alat pengukur</strong><strong> kualitas udara</strong><strong> kita bisa mengukur tingkat indeks kualitas udara,</strong> <strong>namun kenapa hanya berhenti disitu jika kita bisa menggunakan </strong><strong><em>Machine Learning</em></strong><strong> untuk</strong> <strong>melakukan Prediksi dalam beberapa tahun kedepan.</strong> <strong>Di</strong> <strong>studi</strong> <strong>ini</strong> <strong>digunakan</strong> <strong>metode</strong> <strong><em>Support</em></strong> <strong><em>Vector</em></strong> <strong><em>Machine</em></strong> <strong>yang</strong> <strong>akan melakukan klasifikasi terhadap data yang didapat</strong> <strong>dari sensor.</strong><strong> SVM dipilih karena dinilai baik dalam mengklasifikasikan data yang berupa kelas - kelas.</strong> <strong>Data yang diolah adalah </strong><strong>SO</strong><strong><sub>2</sub></strong><strong>,</strong> <strong>N</strong><strong>O</strong><strong><sub>2</sub></strong><strong>, </strong><strong><em>CO</em></strong><strong>, </strong><strong>PM</strong><strong><sub>10</sub></strong><strong>, PM</strong><strong><sub>25</sub></strong><strong> dan O</strong><strong><sub>3</sub></strong><strong>.</strong><strong> Kemudian data hasil klasifikasi akan diproses untuk prediksi dengan teknik perluasan model. Penelitian ini akan menghasilkan pemetaan prediksi polusi udara di provinsi jakarta untuk tahun 2022, diharapkan penelitian ini dapat membantu masyarakat untuk mengetahui tentang kondisi udara.</strong></p>",Seluruh 1 koleksi sedang dipinjam,006.31 - Machine Learning,Karya Ilmiah - Skripsi (S1) - Reference,"Machine Learning, Website-quality,",2022,"Universitas Telkom, S1 Informatika"
STRATEGI PEMASARAN DI ERA PANDEMI COVID-19 PADA TOKO BANGUNAN UD. MAJU JAYA PERKASA KECAMATAN NGANTANG KABUPATEN MALANG DENGAN PENDEKATAN ANALISIS SWOT ANDRY SETYAWAN,ANDRY SETYAWAN,ANDRY SETYAWAN,Cut Irna Setiawati,"<p style=""margin-left:34,5000pt;"">Metode yang digunakan dalam penelitian ini adalah kualitatif dengan jenis deskriptif. Pengumpulan data menggunakan teknik observasi dan wawancara, sedangkan teknik analisis data yang digunakan adalah reduksi data, penyajian data dan menarik kesimpulan atau verifikasi. Penelitian ini menggunakan teknik keabsahan data berupa kredibilitas, transferabilitas dan dependabilitas.</p>",<p> </p>,"658.802 - General topics of marketing management, Communication in marketing, Green marketing, Market Segmentation, Marketing strategy",Karya Ilmiah - Skripsi (S1) - Reference,"Marketing Strategy, Marketing Management,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
VULNERABILITY ASSESSMENT PADA SITUS WEB KERJA PRAKTEK DAN PENGABDIAN MASYARAKAT FAKULTAS REKAYASA INDUSTRI DENGAN BURP SUITE DAN INTRUDER RIZAL INDERA,RIZAL INDERA,RIZAL INDERA,,,,C -,Karya Ilmiah - Skripsi (S1) - Reference,Computer Networks-security Measures,2022,Universitas Telkom
VULNERABILITY ASSESSMENT PADA WEBSITE REKRUITASI ASISTEN (IRIS) FAKULTAS REKAYASA INDUSTRI MENGGUNAKAN NIKTO DAN NESSUS MULIYA DEWI,MULIYA DEWI,MULIYA DEWI,"Avon Budiyono, Umar Yunan Kurnia Septo Hediyanto","<p>Kata Kunci: <em>Vulnerability Assessment, Vulnerability Scan, Vulnerability Analysis, Nikto, Nessus</em>.</p>",,005.8 - Data Security,Karya Ilmiah - Skripsi (S1) - Reference,Cyber Security,2022,"Universitas Telkom, S1 Sistem Informasi"
ADAPTASI BUSINESS MODEL CANVAS MELALUI PERANCANGAN STRATEGI PIVOT DALAM RANGKA MENJAWAB TANTANGAN PANDEMI COVID-19 (STUDI KASUS WARUNG NASI IBU IMAS BANDUNG) AHMAD FAISAL,AHMAD FAISAL,AHMAD FAISAL,"Dodie Tricahyono, Tri Djatmiko","<p>Tujuan penelitian ini adalah untuk merubah Business Model Canvas Warung Nasi Ibu Imas pada saat ini dengan menggunakan Strategi Pivot hal ini dibutuhkan untuk memecahkan masalah yang dimiliki Warung Nasi Ibu Imas, karena penurunan pendapatan sebesar 20,5%. Penelitian ini menggunakan metode kualitatif deskriptif dengan teknik pengumpulan data melalui wawancara dan dokumentasi. Narasumber berjumlah 5 orang dari pihak internal Warung Nasi Ibu Imas</p>",,658.401 2 - STRATEGIC MANAGEMENT,Karya Ilmiah - Skripsi (S1) - Reference,"Manajemen Strategi Perusahaan, Strategic  Planning,",2022,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
AKSI SIMBOLIK BANK SAMPAH TRI GUYUB RUKUN PURWOREJO DALAM PENGELOLAAN SAMPAH IRKHAM FAUZI,IRKHAM FAUZI,IRKHAM FAUZI,PRADIPTA DIRGANTARA,,,665.776 - Production of manufactured gases from biological wastes,Karya Ilmiah - Skripsi (S1) - Reference,"Waste Management, Communication,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
ANALISIS FAKTOR PENGHAMBAT KAPASITAS INOVASI UMKM PADA PRODUSEN SEPATU CIBADUYUT THOMAS REYVANDI,THOMAS REYVANDI,THOMAS REYVANDI,Sisca Eka Fitria,<p>Tujuan dari penelitian ini adalah untuk menganalisis sembilan faktor yang dapat menghambat kapasitas inovasi UMKM pada produsen sepatu di Cibaduyut.</p>,"<p>Saran bagi praktisi untuk dapat bermitra dengan pemerintah, asosiasi dan lembaga swasta lainnya, meningkatkan keterlibatan pada inovasi teknologi dan mengorganisir R&D dengan staff dan melakukan perluasan inovasi teknologi. Saran bagi akademis untuk dapat membandingkan hambatan inovasi dari berbagai sector atau mengkaji dampak teknologi informasi terhadap inovasi UMKM.</p>",338.04 - Entrepreneurship,Karya Ilmiah - Skripsi (S1) - Reference,"Entrepreuneurship-small Business, Entrepreneurial Management,",2022,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
ANALISIS KEGIATAN KOMUNIKASI PEMASARAN HOTEL KAPSUL BOBOBOX DALAM MASA PANDEMI COVID-19 BAGAS SAPUTRA,BAGAS SAPUTRA,BAGAS SAPUTRA,RATIH HASANAH,"<p>Kata kunci: Kegiatan Komunikasi Pemasaran, Hotel Kapsul Bobobox, pandemi Covid-19, <em>discovery cirlce, intent circle, strategy circle</em></p>",,"658.802 - General topics of marketing management, Communication in marketing, Green marketing, Market Segmentation, Marketing strategy",Karya Ilmiah - Skripsi (S1) - Reference,"Marketing Communication, Marketing Management,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
ANALISIS KONTEN YOUTUBE PT. POS INDONESIA (Persero) DALAM MENINGKATKAN DAYA TARIK KONSUMEN DI BIDANG PENGIRIMAN JASA MUHAMMAD AKMAL ASYARI,MUHAMMAD AKMAL ASYARI,MUHAMMAD AKMAL ASYARI,Intan Primasari,,,659.2 - Public relations,Karya Ilmiah - Skripsi (S1) - Reference,Media-public Relations,2022,"Universitas Telkom, S1 Digital Public Relations"
Analisis Pengaruh Brand Experience Terhadap Customer Loyalty (Studi  Empiris Pada Usaha Kuliner Sang Pisang) YUSRIL AHMAD FAUZI,YUSRIL AHMAD FAUZI,YUSRIL AHMAD FAUZI,Gadang Ramantoko,<p>Kata kunci: Brand Experience¸Customer Loyalty.</p>,,658.8342 - Consumer Behavior,Karya Ilmiah - Skripsi (S1) - Reference,Brand Image,2022,"Universitas Telkom, S1 Manajemen Bisnis Telekomunikasi & Informatika"
ANALISIS PENGELOLAAN INSTAGRAM RS ORTOPEDI PROF DR R SOEHARSO SURAKARTA SEBAGAI MEDIA INFORMASI RUMAH SAKIT SHAFA SALSABILA NAUFALIA,SHAFA SALSABILA NAUFALIA,SHAFA SALSABILA NAUFALIA,Aditya Ali,<p> </p>,Seluruh 1 koleksi sedang dipinjam,302.23 - Social science- Media (Means of communication),Karya Ilmiah - Skripsi (S1) - Reference,Social Media-management,2022,"Universitas Telkom, S1 Digital Public Relations"
ANALISIS PENGEMBANGAN BISNIS MENGGUNAKAN PENDEKATAN BUSINESS MODEL CANVAS (BMC) DAN ANALISIS SWOT (STUDI KASUS PADA MANASUKA COFFEE) FAHMI MAULANA AKBAR,FAHMI MAULANA AKBAR,FAHMI MAULANA AKBAR,Lia Yuldinawati,"<p>Tingkat persaingan bisnis di Indonesia yang sangat ketat, adanya regulasi pemerintah yaitu Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) membuat para pelaku UMKM termasuk Manasuka <em>Coffee</em> harus selalu berusaha untuk meningkatkan pangsa pasar, menjangkau konsumen, menentukan strategi dan harus mampu mengenali apa yang menjadi kebutuhan dan harapan konsumen. Untuk menjaga eksistensi Manasuka <em>Coffee</em>, diperlukan strategi untuk bertahan dan strategi yang dapat diterapkan di masa yang akan datang. Untuk itu perlu dilakukan analisis SWOT yang komprehensif. Berdasarkan hasil analisis SWOT, disusun rencana pengembangan model bisnis yang baru dengan pendekatan <em>business model canvas.</em></p>","<p>Berdasarkan hasil dari penelitian, diperoleh gambaran model bisnis <em>business model canvas </em>Manasuka <em>Coffee</em> yang sedang dijalankan saat ini dari hasil wawancara. Dari hasil analisis SWOT yang dilakukan terhadap <em>business model canvas </em>saat ini, menunjukan adanya kekuatan dan kelemahan dari Manasuka <em>Coffee, </em>ancaman yang harus dihadapi, dan peluang yang harus dimanfaatkan oleh Manasuka <em>Coffee</em>.</p>",338.7 - Business enterprises,Karya Ilmiah - Skripsi (S1) - Reference,"Manajemen, Business Administration,",2022,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
Analisis Peran Humas dalam Komunikasi Internal di RSJ dr. H. Marzoeki Mahdi Bogor KAMILIYA NURUL HANI,KAMILIYA NURUL HANI,KAMILIYA NURUL HANI,Aditya Ali,<p> </p>,Seluruh 1 koleksi sedang dipinjam,659.2 - Public relations,Karya Ilmiah - Skripsi (S1) - Reference,Public Relations,2022,"Universitas Telkom, S1 Digital Public Relations"
ANALISIS PERBANDINGAN BUYING DECISION  GAME PUBG MOBILE DAN GAME FREE FIRE BERDASARKAN PERSEPSI MASYARAKAT INDONESIA DWIKI JAYA,DWIKI JAYA,DWIKI JAYA,Achmad Manshur Ali Suyanto,<p>            Penelitian ini menggunakan metode kuantitatif. Data dikumpulkan menggunakan metode kuisioner secara online. Responden pada penelitian ini yaitu pengguna kedua game ini sebanyak 400 responden yang diambil secara acak. Empat hipotesis diformulasikan dan diuji menggunakan anlisis mann whitney. Hasil penelitian menunjukkan bahwa pada variabel harga dan variabel kualitas terdapat perbedaan yang nyata dari kedua game sedangkan pada variabel kemudahan dan manfaat tidak terdapat perbedaan yang nyata.</p>,Seluruh 1 koleksi sedang dipinjam,658.8342 - Consumer Behavior,Karya Ilmiah - Skripsi (S1) - Reference,Business Marketing,2022,"Universitas Telkom, S1 Manajemen Bisnis Telekomunikasi & Informatika"
ANALISIS PERILAKU KONSUMEN MAKANAN HALAL PADA MAHASISWA MUSLIM TASIKMALAYA  MENGGUNAKAN THEORY OF PLANNED BEHAVIOR  DAN THEORY OF INTERPERSONAL BEHAVIOR MOCHAMAD SHAHBAZ VAN AHSEN,MOCHAMAD SHAHBAZ VAN AHSEN,MOCHAMAD SHAHBAZ VAN AHSEN,Ratih Hendayani,"<p>Penelitian ini bertujuan untuk mengungkapkan besarnya pengaruh sikap, norma subjektif, kontrol perilaku yang dirasakan, religiositas, serta kebiasaan yang terbentuk terhadap niat pembelian dan pembelian aktual pada makanan halal terhadap Mahasiswa Muslim Tasikmalaya menggunakan Teori Perilaku Terencana, Teori Perilaku Interpersonal, dan faktor religiositas.</p>",,658.8342 - Consumer Behavior,Karya Ilmiah - Skripsi (S1) - Reference,"Consumer Behavior, Consumer Education,",2022,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
Analisis Sentimen dan Topic Modelling Terhadap Tim Nasional Indonesia di Kejuaraan AFF Suzuki Cup 2020 Berdasarkan Opini Pengguna Twitter MUHAMAD HADIYAN SIDIK,MUHAMAD HADIYAN SIDIK,MUHAMAD HADIYAN SIDIK,"Sri Widiyanesti, Dian Puteri Ramadhani","<p>Kata kunci: Analisis Sentimen, Naïve Bayes, Presepsi Konsumen, Topic Modeling,<br /> Twitter.</p>",,658.8342 - Consumer Behavior,Karya Ilmiah - Skripsi (S1) - Reference,"Consumen Behaviour, Content Analysis,",2022,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
Analisis Strategi Direct Marketing pada PT. Krakatau Steel MUHAMMAD AVICENNA RABAMA,MUHAMMAD AVICENNA RABAMA,MUHAMMAD AVICENNA RABAMA,RAH UTAMI NUGRAHANI,"<p><strong>Kata kunci: Industri Baja, Pemasaran Langsung, Strategi Pemasaran</strong></p>",,"658.8 - Marketing management, Management of distribution, Marketing goods, Marketing services, merchandising",Karya Ilmiah - Skripsi (S1) - Reference,"Direct Marketing, Strategi Marketing,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
ANALISIS STRATEGI PENGEMBANGAN BISNIS MENGGUNAKAN BUSINESS MODEL CANVAS (BMC) DAN ANALISIS SWOT (STUDI KASUS PADA SUNDA COFFEE SPACE) NAUFAL AKBARI,NAUFAL AKBARI,NAUFAL AKBARI,"Lia Yuldinawati, Arien Arianti G",,,658.401 2 - STRATEGIC MANAGEMENT,Karya Ilmiah - Skripsi (S1) - Reference,Business Management,2022,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
ANALISIS STRATEGI REBRANDING PUBLIC RELATIONS PEMERINTAHAN PROTOKOL DAN KOMUNIKASI PIMPINAN KABUPATEN PURWAKARTA NURFALAH ANNISA,NURFALAH ANNISA,NURFALAH ANNISA,Muhammad Al Assad Rohimakumullah,"<p><strong>Kata kunci :</strong> Aktivitas, Public Relations , Prokompim, Rebranding</p>",,659.2 - Public relations,Karya Ilmiah - Skripsi (S1) - Reference,Public Relations,2022,"Universitas Telkom, S1 Digital Public Relations"
FAKTOR-FAKTOR KEBERHASILAN BADAN EKSEKUTIF MAHASISWA TELKOM UNIVERSITY(Periode Kepengurusan Januari 2015 sampai Desember 2015) GRAHATAMA WINDHU SETO PERBOWO,GRAHATAMA WINDHU SETO PERBOWO,GRAHATAMA WINDHU SETO PERBOWO,Astadi Pangarso,,,380.06 - Organization and Management,Karya Ilmiah - Skripsi (S1) - Reference,"Organizational Theory, Organization  Management,",2022,"Universitas Telkom, S1 Administrasi Bisnis"
Faktor-Faktor Yang Mempengaruhi Kualitas Pelayanan Terhadap Kepuasan Konsumen Pada Jasa Transportasi Gojek MUHAMAD FADLI,MUHAMAD FADLI,MUHAMAD FADLI,Candiwan,,,"658.812 - Customer relationships, Claims, Complaints, Returns, Servicing of products",Karya Ilmiah - Skripsi (S1) - Reference,"Consumer Satisfaction, Consumer Attitudes, Consumer Education,",2022,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
Faktor-faktor Yang Mempengaruhi Minat Beli Sepatu Compass Pada Generasi Milenial Di Kota Bandung ANANDA FEDRIANA,ANANDA FEDRIANA,ANANDA FEDRIANA,Helni Mutiasih Jumhur,,,658.8342 - Consumer Behavior,Karya Ilmiah - Skripsi (S1) - Reference,"Consumer Behavior, Consumer Preferences,",2022,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
KEKERASAN VERBAL TERHADAP PEREMPUAN PADA MEDIA SOSIAL INSTAGRAM (Analisis Isi Kualitatif Pada Kolom Komentar Instagram @masterchefina) NURHIDAYAH,NURHIDAYAH,NURHIDAYAH,,<p> </p>,Seluruh 1 koleksi sedang dipinjam,C -,Karya Ilmiah - Skripsi (S1) - Reference,Komunikasi,2022,Universitas Telkom
KOMUNIKASI KELUARGA DALAM MEMPERTAHANKAN KEHARMONISAN PADA MASA PANDEMI COVID-19 GIAN EKA PRABASWARA,GIAN EKA PRABASWARA,GIAN EKA PRABASWARA,LUCY PUJASARI SUPRATMAN,,,"302.2 - communication, content analysis, semiotics",Karya Ilmiah - Skripsi (S1) - Reference,"Komunikasi, Semiotics,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
KOMUNIKASI ORANG TUA DAN ANAK USIA DINI DALAM PENGGUNAAN SMARTPHONE DI METLAND TAMBUN KABUPATEN BEKASI RIZKY ARIEF KURNIAWAN,RIZKY ARIEF KURNIAWAN,RIZKY ARIEF KURNIAWAN,RITA DESTIWATI,,,"302.2 - communication, content analysis, semiotics",Karya Ilmiah - Skripsi (S1) - Reference,"Parent And Child., Communication,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
KONSEP DIRI PEREMPUAN BERTATO DI KOTA BANDUNG MICHAEL ANUGERAH PEMBAJENG PUTRA KOBAN,MICHAEL ANUGERAH PEMBAJENG PUTRA KOBAN,MICHAEL ANUGERAH PEMBAJENG PUTRA KOBAN,AGUS APRIANTI,,,"302.2 - communication, content analysis, semiotics",Karya Ilmiah - Skripsi (S1) - Reference,"Komunikasi, Semiotics,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
Makna Aspirasi Perempuan Pada Film Samjin Company English Class (Analisis Semiotika Roland Barthes Pada Film Samjin Company English Class) NABILA HASNA HAQ,NABILA HASNA HAQ,NABILA HASNA HAQ,OKI ACHMAD ISMAIL,,,"302.2 - communication, content analysis, semiotics",Karya Ilmiah - Skripsi (S1) - Reference,"Semiotics, Communication,",2022,"Universitas Telkom, S1 Ilmu Komunikasi"
