Title,Field1,Penulis1,Penulis2,Abstrak,Klasifikasi,Jenis,Subjek,Tahun,Penerbit
"PENGARUH ENVIRONMENTAL FACTORS TERHADAP WOMEN ENTREPRENEURIAL INTENTIONS MELALUI
PERCEIVED BEHAVIORAL CONTROL SEBAGAI
VARIABEL INTERVENING PADA USAHA MIKRO DAN KECIL
BINAAN DP3AM KOTA BANDUNG MUTHIA ZHAFIRAH",MUTHIA ZHAFIRAH,MUTHIA ZHAFIRAH,Lia Yuldinawati,Niat kewirausahaan wanita memiliki peranan penting dalam menciptakan suatu usaha dan keberlangsungan usahanya. Hal ini disebabkan niat merupakan prediktor awal yang paling penting untuk menciptakan suatu perilaku khususnya perilaku kewirausahaan. Pengusaha wanita yang memiliki niat kewirausahaan yang tinggi dapat menjalankan usaha kedepannya dengan baik. Tujuan pada penelitian ini untuk mengetahui pengaruh environmental factors (EF) terhadap women entrpreneurial intentions (WEI) melalui perceived behavioral control (PBC) sebagai variabel intervening pada anggota Perempuan Kepala Keluarga (PEKKA) Kota Bandung. Kerangka teori yang digunakan mengadopsi penelitian sebelumnya pada penelitian Anggadwita & Dhewanto (2015) yang menggunakan variabel environmental factors yang terdiri dari subvariabel government support dan competitive environment untuk melihat pengaruhnya tehadap perceived behavioral control dan women entrepreneurial intentions. Data pada penelitian ini didapat melalui penyebaran kuesioner secara daring kepada seluruh populasi anggota PEKKA sebanyak 80 responden. Kuesioner pada penelitian ini terdiri atas beberapa pernyataan yang menggunakan 5 rentang skala likert,338.04092 - Entrepreneurs/Entrepreneur,Karya Ilmiah - Skripsi (S1) - Reference,Entrepreneur - Indonesia,2020,Universitas Telkom
PENGARUH FINANCIAL LITERACY TERHADAP KEPUTUSAN INVESTASI SAHAM SYARIAH PADA MAHASISWA UNIVERSITAS TELKOM FAJAR MASHUDA,FAJAR MASHUDA,FAJAR MASHUDA,Budi Rustandi Kartawinata,"Agen perubahan atau yang biasa disebut dengan mahasiswa erat kaitannya dengan stigma masa-masa dimana seseorang cenderung untuk menggunakan uang tanpa memiliki rencana keuangan yang jelas, sehingga uang tersebut tidak dialokasikan untuk keperluan yang lebih penting bagi mereka, baik itu keperluan keuangan jangka pendek maupun keperluan keuangan untuk jangka panjang. Hal tersebut dapat disebabkan oleh berbagai macam faktor, salah satunya adalah literasi keuangan yang kurang dimiliki oleh mahasiswa tersebut. 
Pada penelitian ini dilakukan untuk mengetahui pengaruh dari financial literacy terhadap keputusan investasi saham syariah pada mahasiswa Universitas Telkom. Literasi keuangan atau financial literacy memiliki beberapa dimensi yaitu pengetahuan keuangan, sikap keuangan, dan perilaku keuangan, sedangkan keputusan investasi saham syariah terdiri dari pemahaman investasi saham syariah, penerapan investasi saham syariah, dan manfaat dari investasi saham syariah.
Mahasiswa Universitas Telkom ini peneliti ambil beberapa orang untuk dijadikan sebagai sampel pada penelitian ini. Teknik pengambilan sampel pada penelitian ini menggunakan simple random sampling, maka terkumpul 100 responden yang kemudian tanggapan-tanggapan dari para responden tersebut peneliti kumpulkan sebagai data yang kemudian peneliti olah data tersebut menggunakan bantuan software Statistical Program of Social Science (SPSS) versi 22. Analisis pada penelitian ini menggunakan teknik analisis deskriptif dan analisis regresi linear sederhana.
Setelah peneliti melakukan analisis data, peneliti dapat mengetahui bahwa financial literacy memiliki pengaruh yang signifikan positif terhadap keputusan investasi saham syariah, hal ini berasal dari hasil uji hipotesis peneliti yang menunjukan nilai thitung (8,435) > ttabel (1,984) dan tingkat signifikansi 0,000 < 0,05.  Literasi keuangan mempengaruhi 42,1% keputusan investasi saham syariah dan 57,9% lainnya merupakan faktor yang tidak terdapat dalam penelitian ini.",297.273 - Islam and Economics,Karya Ilmiah - Skripsi (S1) - Reference,Islam & Economy,2020,Universitas Telkom
Pengaruh Gaya Kepemimpinan Transformasional dan Kerjasama Tim Terhadap Kepuasan Kerja Karyawan PT Len Industri (Persero) GITA FITRIANTI,GITA FITRIANTI,GITA FITRIANTI,Romat Saragih,"Kepuasan kerja merupakan salah satu prayarat untuk meningkatkan produktivitas dan kinerja karyawan. Untuk mencapai kepuasan kerja pada karyawan terdapat beberapa faktor yang meliputi faktor sosial, individu, pekerjaan, lingkungan, finansial, fisik, dan psikologis. Sehingga penelitian ini dilakukan dengan tujuan untuk mengetahui dan menganalisis pengaruh gaya kepemimpinan transformasional dan kerjasama tim terhadap kepuasan kerja pada perusahaan PT Len Industri (Persero). 
Penelitian ini menggunakan metode kuantitatif dengan analisis deskriptif dan kausalitas. Teknik analisis data pada penelitian ini adalah analisis regresi linear berganda dengan menggunakan software SPSS versi 22. Data primer diperoleh dari 84 responden menggunakan teknik nonprobability sampling.
Hasil dari penelitian deskriptif menunjukkan bahwa variabel gaya kepemimpinan transformasional masuk dalam kategori sangat baik, variabel kerjasama tim masuk dalam kategori sangat baik, dan kepuasan kerja masuk dalam kategori baik. Dari analisis kausalitas diperoleh temuan bahwa gaya kepemimpinan transformasional dan kerjasama tim secara parsial dan simultan memiliki pengaruh positif dan signifikan terhadap kepuasan kerja.",658.3 - Personel Management,Karya Ilmiah - Skripsi (S1) - Reference,Human Resource Management,2020,Universitas Telkom
Pengaruh Gaya Kepemimpinan Transformasional dan Kompensasi Terhadap Employee Engagement pada CV. Semar dan CV. Punakawan Semar Bandung SILVIA ANGGRAINI,SILVIA ANGGRAINI,SILVIA ANGGRAINI,Nidya Dudija,"Penelitian ini dilakukan di CV. Semar dan CV. Punakawan Semar Bandung yang bertujuan untuk mengetahui penerapan serta pengaruh gaya kepemimpinan transformasional dan kompensasi terhadap employee engagement pada CV. Semar dan CV. Punakawan Semar Bandung. Metode yang digunakan pada penelitian ini adalah metode kuantitatif dan merupakan penelitian deskriptif serta kausal. Populasi dalam penelitian ini adalah para karyawan pabrik CV. Semar dan CV. Punakawan Semar Bandung yang berjumlah 97 orang pegawai dan menggunakan purposive sampling. Alat ukur yang digunakan yaitu uji validitas dan uji reliabilitas. Berdasarkan hasil pengolahan data, diketahui bahwa gaya kepemimpinan transformasional dan kompensasi berpengaruh secara parsial dan simultan secara positif dan signifikan terhadap employee engagement. Berdasarkan koefisien determinasi (R2) diketahui bahwa gaya kepemimpinan transformasional dan kompensasi berpengaruh sebesar 91,0% terhadap employee engagement dan sisanya sebesar 9% dipengaruhi oleh variabel lainnya. Hasil penelitian diharapkan dapat menjadi pertimbangan bagi Semar untuk meningkatkan employee engagement di perusahaan. Pemimpin diharapkan dapat memperlihatkan partisipasinya dan mampu memberikan perhatian lebih kepada karyawannya. Pemberian kompensasi pada Semar juga diharapkan agar dapat dilakukan secara adil dan layak, serta Semar diharapkan dapat meningkatkan hubungan yang baik antara atasan dan bawahannya.",658.3 - Personel Management,Karya Ilmiah - Skripsi (S1) - Reference,Human Resources,2020,Universitas Telkom
PENGARUH KNOWLEDGE SHARING TERHADAP KOMPETENSI KARYAWAN PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT DENNIS RETNO WIDYASTUTI,DENNIS RETNO WIDYASTUTI,DENNIS RETNO WIDYASTUTI,Ade Irma Susanty,"Penelitian ini dilakukan untuk mengetahui pengaruh knowledge sharing terhadap kompetensi karyawan PT PLN (Persero) Unit Induk Distribusi Jawa Barat. Tujuan dari penelitian ini adalah mengetahui bagaimana penerapan knowledge sharing, bagaimana kompetensi karyawan, dan besarnya pengaruh knowledge sharing terhadap kompetensi karyawan secara simultan dan parsial pada PT PLN (Persero) Unit Induk Distribusi Jawa Barat.",658.4038 - Information Management/Manajemen Informasi,Karya Ilmiah - Skripsi (S1) - Reference,Knowledge Management,2020,Universitas Telkom
PENGARUH LITERASI KEUANGAN TERHADAP KEPUTUSAN INVESTASI MAHASISWA (Studi Kasus pada Mahasiswa Aktif Fakultas Ekonomi dan Bisnis Universitas Telkom) RIZKA KHALISA,RIZKA KHALISA,RIZKA KHALISA,KHAIRUNNISA,"Mahasiswa saat ini masih belum banyak yang menyadari pentingnya berinvestasi, yang dilakukan dengan harapan dapat memperoleh keuntungan di masa yang akan datang. Mahasiswa memiliki masalah keuangan yang dapat dikatakan kompleks karena sebagian besar mahasiswa belum memiliki pendapatan, candangan dana yang dimiliki juga terbatas untuk digunakan setiap bulannya. Sikap konsumtif yang menjadi kebiasaan saat ini membuat mahasiswa masih kurang menerapkan investasi dalam kehidupan sehari-hari. Penelitian ini bertujuan untuk mengetahui pengaruh literasi keuangan terhadap keputusan investasi mahasiswa aktif Fakultas Ekonomi dan Bisnis Universitas Telkom. Literasi keuangan terdiri dari empat dimensi yaitu pengetahuan keuangan dasar, simpanan dan pinjaman, proteksi atau asuransi, dan investasi. Sedangkan keputusan investasi terdiri dari 3 dimensi yaitu pengembalian, risiko, dan jangka waktu. Penelitian ini menggunakan teknik pengumpulan data dengan menyebarkan kuesioner kepada mahasiswa aktif Fakultas Ekonomi dan Bisnis Universitas Telkom sebanyak 367 responden yang diambil dengan teknik non-probability sampling. Teknik analisis data yang digunakan yaitu analisis deskriptif dan analisis regresi linear sederhana. Berdasarkan hasil pengujian yang dilakukan pada penelitian ini dapat disimpulkan bahwa literasi keuangan berpengaruh signifikan terhadap keputusan investasi mahasiswa aktif Fakultas Ekonomi dan Bisnis Universitas Telkom. Dengan tingkat literasi keuangan dan keputusan investasi yang berada dalam kategori sedang.","658.15 - Financial management, Insolvency, Bankruptcy, Valuation of businesses, Financial Decision making, Financial planning",Karya Ilmiah - Skripsi (S1) - Reference,Financial Decision Making,2020,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
"PENGARUH LOKASI, HARGA, DAN KEBERAGAMAN PRODUK TERHADAP MINAT BELI DI PASAR RAKYAT (STUDI PADA PASAR RAKYAT DI KOTA BANDUNG) TAUFIK RAMADHAN",TAUFIK RAMADHAN,TAUFIK RAMADHAN,RISRIS RISMAYANI,ABSTRAK,338.04 - Entrepreneurship,Karya Ilmiah - Skripsi (S1) - Reference,1 Entrepreneurship,2020,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
"Pengaruh Online Behavior melalui Knowledge Sharing Intention terhadap Knowledge Sharing Behavior pada Direktorat Digital Business PT Telekomunikasi indonesia Tbk, Kota Bandung AUDI ISRA EPRILLIA",AUDI ISRA EPRILLIA,AUDI ISRA EPRILLIA,Anita Silvianita,"Penelitian ini dilatarbelakangi oleh permasalahan penurunan minat penonton tayangan Innovation Day pada Direktorat Digital Business (DDB) PT Telkom Bandung. Permasalahan tersebut didasari oleh hasil pra kuesioner yang menunjukkan bahwa 70% karyawan DDB telah menonton serta mengikuti perkembangan terbaru tayangan Innovation Day melalui youtube. Namun sebesar 30% karyawan yang menonton merasakan bahwa tayangan Innovation Day belum sesuai dengan kebutuhan karyawan. Sekitar 30%, karyawan yang menonton mengatakan bahwa tayangan Innovation Day tidak menambah produktivitas. Tujuan penelitian ini untuk mengetahui pengaruh perilaku seseorang dalam berbagi pengetahuan dengan media online (online behavior) melalui knowledge sharing intention (Z) terhadap knowledge sharing behavior (Y). Penelitian ini menggunakan metode kuantitatif dengan jenis pendekatan hubungan kausalitas. Pengambilan sampel dilakukan dengan metode proporsionate stratified random sampling menggunakan rumus Slovin, dengan jumlah responden sebanyak 190 orang. Adapun teknik analisis data yang digunakan adalah Structural Equation Model - Partial Least Square (SEM-PLS). Hasil penelitian menunjukkan bahwa attitude toward knowledge sharing (X1), subjective norm (X2), website use satifaction (X3), perceived behavioral control (X5), social interaction (X6) berpengaruh terhadap knowledge sharing intention (Z) karena nilai p-values < 0,05, sedangkan information/knowledge quality (X4) tidak berpengaruh karena nilai p- values > 0,05. Information/Knowledge quality (X4), social interaction (X6), knowledge sharing intention (Z) berpengaruh terhadap knowledge sharing behavior (Y) karena nilai p-values < 0,05, sedangkan Perceived behavioral control (X5) tidak berpengaruh karena nilai p-values > 0,05. Kesimpulan penelitian ini, bahwa tayangan Innovation Day sebagai media knowledge sharing (KS) sudah berjalan dengan baik, namun ada beberapa item yang perlu diperbaiki seperti jam tayang, durasi tayang, tema tayangan, format acara, serta publikasi acara yang tidak mendekati pada hari pelaksanaan. Jika disimpulkan secara umum, perilaku KS pada karyawan DDB sampai saat ini sudah cukup baik, namun perlu ada perbaikan pada tayangan Innovation Day sebagai tools KS. Sehingga penelitian ini diharapkan dapat memberikan jawaban terhadap kegunaan teoritis meliputi kontribusi, pengembangan keilmuan dan penelitian selanjutnya, serta kegunaan praktis bagi pihak DDB PT Telkom agar mampu meningkatkan tingkat efektivitas tayangan Innovation Day. Kata Kunci: knowledge sharing behavior, knowledge sharing intention, online behavior, SEM-PLS.",658.4038 - Information Management/Manajemen Informasi,Karya Ilmiah - Skripsi (S1) - Reference,Knowledge Management-knowledge Sharing,2020,Universitas Telkom
"PENGARUH ONLINE CUSTOMER REVIEW DAN RATING TERDADAP MINAT BELI PADA E- COMMERCE DENGAN KEPERCAYAAN SEBAGAI VARIABEL INTERVENING
(STUDI KASUS DI TOKOPEDIA) ARGY NUR FIANDY",ARGY NUR FIANDY,ARGY NUR FIANDY,CANDIWAN,"Perkembangan internet berimplikasi pada pergeseran perilaku konsumen ke arah pembelian dan penjualan online dengan adanya e-commerce di Indonesia. Salah satu fitur dalam e-commerce adalah Tinjauan dan Penilaian Pelanggan Online (OCR) yang menyediakan penilaian barang dan jasa setelah pelanggan membeli suatu produk. Data survei menunjukkan konsumen takut barang tidak datang atau tidak cocok. OCR telah menjadi faktor dalam memengaruhi kepercayaan dan niat beli konsumen. Penelitian ini bertujuan untuk mengetahui pengaruh OCR pada niat beli melalui kepercayaan konsumen yang berbelanja online di Tokopedia. Penelitian ini menggunakan SEM (Structural Equation Modeling) -PLS (Partial Least Square) dengan 400 responden. Teknik analisis data menggunakan analisis deskriptif, uji t. Hasil mengungkapkan OCR mempengaruhi kepercayaan sebesar 0,903 atau 90,3% dan niat beli langsung sebesar 0,418 atau 41,8% dengan efektivitas belanja (PU1) sebagai indikator terbesar. Keyakinan pada Bunga Pembelian adalah 0,574 atau 57,4% dengan kondisi produk (IN1) sebagai indikator terbesar. OCR menuju Purchase Intention dengan keyakinan sebagai intervensi tidak langsung sebesar 0,518 atau 51,8% dengan indikator (EKS). Dapat disimpulkan bahwa konsumen dibantu untuk memilih produk saat berbelanja dengan OCR di Tokopedia. Konsumen percaya bahwa kondisi produk sesuai dengan informasi yang diberikan menyebabkan konsumen memiliki niat beli. Jelas bahwa konsumen akan menemukan lebih banyak informasi tentang produk di Tokopedia. Penelitian lebih lanjut dapat menambahkan variabel lain, objek lain, dan responden yang berbeda sehingga dapat menjadi perbandingan penelitian. Kata kunci : OCRs, Beli, Konsumen, Kepercayaan, Manajemen, Onlineshop","381 - Commerce (Trade), Internal commerce (domestic trade), Warehousing",Karya Ilmiah - Skripsi (S1) - Reference,E-commerce,2020,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
PENGARUH PENGEMBANGAN SUMBER DAYA MANUSIA DAN BEBAN KERJA TERHADAP KEPUASAN KERJA KARYAWAN (Studi pada Karyawan Tenaga Penunjang Akademik Universitas Telkom) SURYA AKBAR NIAGARA,SURYA AKBAR NIAGARA,SURYA AKBAR NIAGARA,RATRI WAHYUNINGTYAS,"Kepuasan kerja seorang karyawan merupakan hal yang penting bagi perusaahaan untuk menciptakan situasi kerja yang produktif. Untuk itu, perusahaan harus mampu menyusun perencanaan manajemen sumber daya manusia yang baik serta memberikan beban kerja yang tepat kepada karyawannya dengan tidak lupa tetap melakukan pengembangan terhadap sumber daya manusia yang dapat memunculkan Kepuasan.  Peneliti tertarik untuk dapat melakukan penelitian di lingkungan Universitas Telkom yang merupakan bagian dari Yayasan Pendidikan Telkom.  Penulis melakkukan penilitian dengan judul “Pengaruh Pengembangan Sumber Daya Manusia dan Beban Kerja Terhadap Kepuasan Kerja (Studi pada karyawan Tenaga Penunjang Akademik Universitas Telkom)”. 
Adapun dimensi Pengembangan Sumber Daya Manusia adalah penilaian kinerja karyawan, pelatihan, dan promosi, kemudian dimensi Beban Kerja adalah beban kerja fisik, beban kerja psikis, dan pemanfaatan waktu. Sedangkan dimensi kepuasan kerja adalah pengakuan terhadap karyawan, gaya kepemimpinan, kesempatan promosi karyawan, remunerasi, lingkungan kerja, dan peluang peningkatan karir. Penilitian ini bertujuan untuk mengetahui pengaruh pengembangan sumber daya manusia, beban kerja, terhadap kepuasan kerja pada TPA di Universitas Telkom secara parsial dan simultan.
Dalam penilitian ini menggunakan metode kuantitatif. Metode penilitian yang digunakan adalah metode deskriptif-kausal. Kemudian jenis sampling yang digunakan dalam penilitian ini adalah non-probability sampling. Pengumpulan daya dilakukan dengan cara menyebarkan kuesioner kepada 185 responden TPA Universitas Telkom. Teknik analisis data yang digunakan dalam penilitian ini adalah analisis regresi berganda. Berdasarkan hasil penilitian dapat disimpulkan bahwa pengembangan sumber daya manusia pada TPA Universitas Telkom dalam garis kontinum pada kategori baik sebesar 77,51%, kemudian beban kerja pada TPA Universitas Telkom dalam garis kontinum pada kategori baik sebesar 72,79%, sedangkan kepuasan kerja pada TPA Universitas Telkom dalam garis kontinum pada kategori baik sebesar 76,70%
Berdasarkan hasil pengolahan data statistik, Terdapat pengaruh pengembangan sumber daya manusia terhadap kepuasan kerja secara parsial pada karyawan TPA di Universitas Telkom sebesar 78,5% dan pengaruh beban kerja terhadap kepuasan kerja sebesar 16,9%, kemudian pengaruh pengembangan sumber daya manusia dan beban kerja terhadap kepuasan kerja secara simultan sebesar 81,2%.  Dengan demikian, peneliti menyarankan Universitas Telkom kepada dapat mengelola pengembangan sumber daya manusia dan beban kerja yang lebih baik dari waktu ke waktu, dengan sasaran dapat meningkatkan kepuasan kerja yang lebih baik di kemudian hari.
Kata Kunci: Pengembangan Sumber Daya Manusia, Beban Kerja dan Kepuasan Kerja",658.3 - Personnel management,Karya Ilmiah - Skripsi (S1) - Reference,Human  Resources,2020,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
PENGARUH PRAKTIK HR INOVATIF TERHADAP TURNOVER INTENTION DENGAN PERILAKU KERJA KONTRAPRODUKTIF SEBAGAI VARIABEL INTERVENING (STUDI PADA KARYAWAN PTPN VIII KERTAJAYA) WILDA DWI NOVAN,WILDA DWI NOVAN,WILDA DWI NOVAN,RATRI WAHYUNINGTYAS,"Penelitian ini bertujuan untuk mengetahui pengaruh praktik HR inovatif terhadap turnover intention baik secara langsung maupun dimediasi oleh perilaku kerja kontraproduktif. Populasi penelitian berjumlah 441 karyawan PTPN VIII Kertajaya. Teknik pengambilan sampel menggunakan stratified random sampling dan perhitungan menggunakan rumus Slovin sehingga diperoleh jumlah sampel sebanyak 210 orang karyawan. Metode pengumpulan data menggunakan kuesioner skala likert yang terdiri dari 70 item pernyataan. Jenis penelitian ini adalah kuantitatif menggunakan teknik analisis deskriptif dan uji struktural model Structural Equation Modelling (SEM) untuk menjawab hipotesis yang diajukan. Pengolahan data menggunakan software IBM AMOS 22. Hasil penelitian menunjukkan bahwa praktik HR inovatif berpengaruh signifikan negatif terhadap turnover intention, dan perilaku kerja kontraproduktif terbukti memediasi secara signifikan pengaruh praktik HR inovatif terhadap turnover intention.",658.3 - Personnel management,Karya Ilmiah - Skripsi (S1) - Reference,Human Resources Development,2020,"Universitas Telkom, S1 Manajemen (Manajemen Bisnis Telekomunikasi dan Informatika)"
Pengaruh Promosi Penjualan Terhadap Kepuasan Pelanggan Melalui Keputusan Pembelian Sebagai Variabel Intervening Pada Pengguna Go-Food Di Kota Bandung DANI ADRIANSYAH,DANI ADRIANSYAH,DANI ADRIANSYAH,Marheni Eka Saputri,"ABSTRAK
Era globalisasi ditandai dengan adanya kemajuan ilmu pengetahuan dan perkembangan teknologi. Gojek menjadi salah satu contoh perusahaan berbasis teknologi yang inovatif. Gojek mempunyai fitur dalam aplikasinya yaitu Go-Food yang merupakan layanan food delivery. Go-Food merupupakan layanan food delivery dari aplikasi Gojek. Go-Food menggunakan strategi bisnis yang berfokus kepada kepuasan pelanggan. Namun, terdepat ketikadpuasan konsumen setelah memutuskan untuk menggunakan layanan Go-Food karena promo yang disediakan .
Penelitian ini bertujuan untuk menguji apakah promosi penjualan pada pengguna Go-Food di Kota Bandung berpengaruh terhadap kepuasan pelanggan melalui keputusan pembelian pada pengguna. 
Penelitian ini menggunakan metode kuantitatif dengan jenis penelitian deskriptif dan kausal dengan Teknik sampling  menggunakan teknik non probability sampling  dengan pendekatan purposive sampling, yang melibatkan 100 responden dengan rumus Bernoulli.. Teknik analisis data menggunakan analisis deskriptif dan analisis jalur (path analysis). 
Hasil menunjukkan bahwa Promosi Penjualan dalam kategori baik dengan nilai 73,38%. Keputusan Pembelian dalam kategori baik dengan nilai 75,84%. Kepuasan Pelanggan dalam kategori baik dengan nilai 77,63%. Promosi Penjualan berperngaruh secara signifikan terhadap Keputusan Pembelian sebesar 49%, Keputusan Pembelian berpengaruh secara signifikan terhadap Kepuasan Pelanggan sebesar 45,2%, Promosi Penjualan berpengaruh secara signifikan terhadap Kepuasan Pelanggan sebesar 9,3%, Promosi Penjualan secara tidak langsung terhadap Kepuasan Pelanggan melalui Keputusan Pembelian sebesar 47,1%","658.802 - General topics of marketing management, Communication in marketing, Green marketing, Market Segmentation, Marketing strategy",Karya Ilmiah - Skripsi (S1) - Reference,Market Segmentation,2020,Universitas Telkom
Pengaruh Servant Leadership Terhadap Kinerja Karyawan PT TASPEN (Persero) Kantor Cabang Utama Bandung Dengan Budaya Organisasi Sebagai Variabel Intervening LAURANTIA PUTRI NELASARI,LAURANTIA PUTRI NELASARI,LAURANTIA PUTRI NELASARI,Mahendra Fakhri,"Penelitian ini dilatarbelakangi oleh adanya konsep kepemimpinan yang belum biasa terdapat pada suatu perusahaan yaitu servant leadership terutama pengaruhnya terhadap kinerja perusahaan tersebut, dan bagaimana jika terdapat faktor yang dapat memediasi hasil kinerja karyawan tersebut yaitu budaya organisasi. Tujuan penelitian ini dilakukan untuk mengetahui pengaruh servant leadership (X) terhadap kinerja karyawan (Y) melalui budaya organisasi (Z) pada PT TASPEN (PERSERO) Kantor Cabang Utama Bandung. 
Penelitian ini menggunakan jenis penelitian deskriptif dan kausal dengan pendekatan kuatitatif.  Teknik sampling dalam penelitian ini adalah teknik sampling total dengan pengumpulan data menggunakan kuesioner secara online melalui google form dengam melibatkan 46 responden. Teknik analisis data dengan menggunakan analisis deskriptif dan analisis jalur.
Hasil penelitian menunjukkan bahwa servant leadership, kinerja karyawan dan budaya organisasi secara keseluruhan dalam kategori baik. Besar pengaruh servant leadership terhadap kinerja karyawan adalah sebesar 17,6%. Pengaruh servant leadership terhadap budaya organisasi adalah sebesar 48,6%. Pengaruh budaya organisasi terhadap kinerja karyawan sebesar 48,3%. Dan pengaruh servant leadership terhadap kinerja karyawan melalui budaya organisasi adalah sebesar 23,5%.
Kata Kunci: Servant leadership, kinerja karyawan, budaya organisasi, variabel intervening.",658.3 - Personel Management,Karya Ilmiah - Skripsi (S1) - Reference,Human Resources Development,2020,Universitas Telkom
"PENGARUH WEBSITE FUNCTIONALITY, PERCEIVED USABILITY, DAN PERCEIVED USEFULNESS TERHADAP KEPUASAN PELANGGAN BUKALAPAK RISKA MELAWATI",RISKA MELAWATI,RISKA MELAWATI,Tri Indra Wijaksana,"Penelitian ini dilakukan untuk mengetahui pengaruh website functionality, perceived usability, dan perceived usefulness terhadap kepuasan pelanggan e-commerce Bukalapak Indonesia. Tujuan dilakukannya penelitian ini adalah untuk mengetahui dan menganalisis bagaimana website functionality, perceived usability, dan perceived usefulness yang diberikan Bukalapak kepada pelanggannya, serta besarnya pengaruh website functionality, perceived usability, dan perceived usefulness secara simultan dan parsial terhadap kepuasan pelanggan Bukalapak Indonesia. Penelitian ini menggunakan metode kuantitatif dengan jenis penelitian deskriptif dan kausal. Pengambilan sampel dilakukan dengan metode non probability sampling jenis Purposive Sampling, dengan jumlah responden sebanyak 400 orang. Teknik analisis data menggunakan analisis deskriptif dan analisis regresi linier berganda.Berdasarkan hasil analisis deskriptif variabel perceived usability, dan perceived usefulness secara keseluruhan berada dalam kategori baik tetapi variabel website functionality, dan kepuasan pelanggan secara keseluruhan berada dalam kategori cukup baik. Hasil teknik analisis regresi linier berganda website functionality, perceived usability, dan perceived usefulness secara simultan berpengaruh positif terhadap kepuasan pelanggan Bukalapak. Besarnya pengaruh website functionality, perceived usability, dan perceived usefulness secara bersama-sama sebesar 68,4% terhadap kepuasan pelanggan dan sisanya 31,6% dipengaruhi oleh faktor lain misalnya faktor perceived risk, atau trust yang tidak diteliti dalam penelitian ini. Secara parsial website functionality dan perceived usefulness berpengaruh positif dan signifikan terhadap kepuasan pelanggan, sedangkan perceived usability memiliki pengaruh namun tidak signifikan terhadap kepuasan pelanggan. Besarnya pengaruh paling tinggi yaitu perceived usefulness, website functionality dan pengaruh paling rendah yaitu perceived usability.","658.834 2 - Consumer behavior, Motivation research, Consumer psychology",Karya Ilmiah - Skripsi (S1) - Reference,Consumer Behavior,2020,Universitas Telkom
PENGARUH WORK LIFE BALANCE TERHADAP KEPUASAN KERJA MELALUI EMPLOYEE ENGAGEMENT SEBAGAI VARIABEL MEDIATOR DI PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT AMIRA RIZKI YULIANI,AMIRA RIZKI YULIANI,AMIRA RIZKI YULIANI,Anita Silvianita,"PT PLN (Persero) Unit Induk Distribusi Jawa Barat merupakan perusahaan milik negara yang bergerak di bidang tenaga listrik . Menjadi perusahaan listrik terbesar di Indonesia, PT PLN (Persero) Unit Induk Distribusi Jawa Barat dituntut untuk memberikan pelayanan terbaik serta menjaga kualitas dan kepercayaan konsumen. Sebagai perusahaan penyedia layanan jasa yang bertumpu terhadap modal manusia diperlukan dukungan nilai employee engagement yang baik sebagai kekuatan utama dalam mencapai tujuan organisasi. Selain itu, dalam mencapai tujuan organisasi diperlukan peran karyawan yang bisa menghasilkan kinerja yang tinggi dengan memperhatikan  faktor kepuasan kerja dan work life balance, oleh karena itu penelitian ini bertujuan untuk mengetahui bagaimana work life balance, employee engagement, dan kepuasan kerja karyawan PT PLN (Persero) Unit Induk Distribusi Jawa Barat mempengaruhi kepuasan kerja PT PLN (Persero) Unit Induk Distribusi Jawa Barat secara langsung maupun tidak langsung. 
Penelitian ini menggunakan metode kuantitatif dengan jenis penelitian deskriptif-kausalitas. Sampel diambil menggunakan metode probability sampling dengan jenis simple random sampling dan jumlah sampel responden sebanyak 127 karyawan aktif PT PLN Persero Unit Induk Distribusi Jawa Barat. Data kemudian dianalisis menggunakan teknik analisis jalur (path analysis) menggunakan korelasi, regresi dan jalur untuk sampai pada variabel intervening.
Berdasarkan hasil pengujian hipotesis ditemukan bahwa variabel work life balance memiliki pengaruh signifikan terhadap variabel employee engagement sebesar 23% dan sisa 77% dipengaruhi faktor lain. Work life balance mempengaruhi kepuasan kerja sebesar 7,6% dan sisa 92,4% dipengaruhi faktor lain. Pengaruh employee engagement terhadap kepuasan kerja sebesar 33% dan sisa 67% dipengaruhi faktor lain. Variabel work life balance melalui employee engagement juga berpengaruh terhadap kepuasan kerja secara signifikan sebesar 27,7% dan sisa 72,3% dipengaruhi faktor lain.
Kesimpulan dari penelitian ini adalah PT PLN (Persero) Unit Induk Distribusi Jawa Barat berada dalam kategori baik dalam hal work life balance, employee engagement, dan kepuasan kerja. Namun perusahaan tersebut masih memiliki ruang untuk berkembang ke depannya, seperti pelatihan manajemen waktu kerja dan keluarga, menciptakan lingkungan kerja yang nyaman agar karyawan menikmati pekerjaannya, dan ditambahkannya perhatian oleh atasan kepada kinerja karyawannya.",658.3 - Personel Management,Karya Ilmiah - Skripsi (S1) - Reference,Personnel Management,2020,Universitas Telkom
